Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM
NENF,Nenf,one-to-one,Secreted to blood,No annotated function,Low,Uncertain,glandular cells,35.3653966850829
LINC02771,,human-specific,,,,,,0.00323348895027624
LINC01740,,human-specific,,,,,,0.0241796933701658
ATF3,Atf3,one-to-one,,,Medium,Approved,glandular cells,19.276714640884
LINC02773,,human-specific,,,,,,0.024443955801105
BATF3,Batf3,one-to-one,,,,,,0.448743889502762
NSL1,Nsl1,one-to-one,,,Medium,Enhanced,glandular cells,0.962140624309392
TATDN3,Tatdn3,one-to-one,,,Medium,Approved,glandular cells,3.60761263812155
SPATA45,Spata45,one-to-one,,,,,,0.0985506740331492
FLVCR1-DT,,human-specific,,,,,,0.369408798342541
FLVCR1,Flvcr1,one-to-one,,,Low,Approved,glandular cells,1.9595217679558
VASH2,Vash2,one-to-one,Secreted to blood,Enzyme,,,,0.0957169668508287
ANGEL2,Angel2,one-to-one,,,High,Uncertain,glandular cells,4.43832284530387
RPS6KC1,Rps6kc1,one-to-one,,,Not detected,Approved,glandular cells,3.6566058839779
PROX1-AS1,,human-specific,,,,,,0.47519673480663
LINC00538,,human-specific,,,,,,0.0308094226519337
PROX1,Prox1,one-to-one,,,,,,6.4844426519337
LINC02775,,human-specific,,,,,,0.00167473480662983
SMYD2,Smyd2,one-to-one,,,Medium,Uncertain,glandular cells,9.38526475138122
PTPN14,Ptpn14,one-to-one,,,Medium,Uncertain,glandular cells,2.19960291160221
CENPF,Cenpf,one-to-one,,,Not detected,Enhanced,glandular cells,0.120344276243094
KCNK2,Kcnk2,one-to-one,,,,,,0.300174179558011
KCTD3,Kctd3,one-to-one,,,Low,Approved,glandular cells,14.9379892541436
USH2A,Ush2a,one-to-one,Intracellular and membrane,Other,,,,0.0401183453038674
USH2A-AS2,,human-specific,,,,,,0.000660312154696133
USH2A-AS1,,human-specific,,,,,,0.000751281767955801
ESRRG,Esrrg,one-to-one,,,Not detected,Uncertain,glandular cells,1.08154575414365
GPATCH2,Gpatch2,one-to-one,,,High,Uncertain,glandular cells,1.57089100276243
SPATA17,Spata17,one-to-one,,,Not detected,Enhanced,glandular cells,0.0947911906077348
SPATA17-AS1,,human-specific,,,,,,0.0049687955801105
LINC00210,,human-specific,,,,,,0.00024189226519337
LINC01653,,human-specific,,,,,,0.000979524861878453
RRP15,Rrp15,one-to-one,,,Low,Approved,glandular cells,2.31537965745856
TGFB2-AS1,,human-specific,,,,,,0.0776560220994475
TGFB2,Tgfb2,one-to-one,Secreted to blood,Growth factor,,,,1.56755161325967
LINC02869,,human-specific,,,,,,0.00469222928176796
LINC01710,,human-specific,,,,,,0.00240474033149171
LYPLAL1-DT,,human-specific,,,,,,0.0671033508287293
LYPLAL1,Lyplal1,one-to-one,,,High,Approved,glandular cells,7.02512107734807
LYPLAL1-AS1,,human-specific,,,,,,8.77477881767956
ZC3H11B,Zc3h11a,one-to-many (mouse-to-human),,,,,,0.0323082458563536
SLC30A10,Slc30a10,one-to-one,,,Not detected,Enhanced,glandular cells,0.0856195110497238
EPRS1,Eprs1,one-to-one,,,Medium,Enhanced,glandular cells,28.6802460220994
BPNT1,Bpnt1,one-to-one,,,High,Approved,glandular cells,4.17224422375691
IARS2,Iars2,one-to-one,,,High,Enhanced,glandular cells,18.8587244751381
MIR215,Mir215,one-to-one,,,,,,0.0379843232044199
MIR194-1,Mir194-1,one-to-one,,,,,,0.0201800165745856
RAB3GAP2,Rab3gap2,one-to-one,,,Medium,Approved,glandular cells,3.6738185359116
MIR664A,,human-specific,,,,,,0
SNORA36B,,human-specific,,,,,,0.0014803729281768
AURKAP1,,human-specific,,,,,,0.202534682320442
LINC02779,,human-specific,,,,,,0.00319655801104972
MARK1,Mark1,one-to-one,,,,,,0.585115477900553
C1orf115,C130074G19Rik,one-to-one,,,,,,10.6964654419889
MTARC2,Mtarc2,one-to-one,,,Low,Enhanced,glandular cells,13.9221732596685
MTARC1,Mtarc1,one-to-one,,,Low,Approved,glandular cells,1.40698880110497
RNU6ATAC35P,,human-specific,,,,,,0.0540053259668508
LINC01352,,human-specific,,,,,,0.282177022099448
HLX-AS1,,human-specific,,,,,,0.310921251381215
HLX,Hlx,one-to-one,,,Medium,Uncertain,glandular cells,2.97230569060774
LINC02817,,human-specific,,,,,,0.00534317403314917
DUSP10,Dusp10,one-to-one,,,Medium,Approved,glandular cells,6.61467360773481
LINC01655,,human-specific,,,,,,0.00765140055248619
LINC02257,,human-specific,,,,,,0.00806713535911602
LINC02474,,human-specific,,,,,,0.000981508287292818
LINC01705,,human-specific,,,,,,0.00770027624309392
HHIPL2,Hhipl2,one-to-one,Secreted in other tissues,No annotated function,Not detected,Enhanced,glandular cells,0.0945404723756906
TAF1A,Taf1a,one-to-one,,,Medium,Approved,glandular cells,1.22632950552486
TAF1A-AS1,,human-specific,,,,,,0.392908817679558
MIA3,Mia3,one-to-one,,,Medium,Supported,glandular cells,12.0113835082873
AIDA,Aida,one-to-one,,,Not detected,Approved,glandular cells,5.97702267955801
BROX,Brox,one-to-one,,,Not detected,Uncertain,glandular cells,6.03138787292818
FAM177B,,human-specific,,,,,,0.0945153480662983
DISP1,Disp1,one-to-one,,,,,,1.21892223480663
TLR5,Tlr5,one-to-one,,,,,,1.31686191436464
SUSD4,Susd4,one-to-one,Intracellular and membrane,Complement pathway,Medium,Uncertain,glandular cells,3.7670228121547
CCDC185,Ccdc185,one-to-one,,,,,,0.00975246961325967
CAPN8,Capn8,one-to-one,,,,,,1.71734400276243
CAPN2,Capn2,one-to-one,,,Low,Approved,glandular cells,21.6712106906077
TP53BP2,Trp53bp2,one-to-one,,,Medium,Supported,glandular cells,6.39734270718232
GTF2IP20,,human-specific,,,,,,6.03341273480663
SEPTIN7P13,,human-specific,,,,,,1.56435350276243
FBXO28,Fbxo28,one-to-one,,,Medium,Approved,glandular cells,4.72879522099448
DEGS1,Degs1 | Degs1l,one-to-many (human-to-mouse),,,,,,12.1953691160221
NVL,Nvl,one-to-one,,,Low,Supported,glandular cells,5.53914906077348
MIR320B2,,human-specific,,,,,,0.0684298093922652
CNIH4,Cnih4,one-to-one,,,Medium,Approved,glandular cells,3.57612416298343
WDR26,Wdr26,one-to-one,,,Medium,Enhanced,glandular cells,14.0858806077348
MIR4742,,human-specific,,,,,,0.0509399861878453
CNIH3,Cnih3,one-to-one,,,,,,2.22638380939227
CNIH3-AS2,,human-specific,,,,,,0.161449723756906
CNIH3-AS1,,human-specific,,,,,,0.0583931298342541
LINC02813,,human-specific,,,,,,0.150935767955801
DNAH14,Dnah14,one-to-one,,,Not detected,Uncertain,glandular cells,0.673772038674033
LBR,Lbr,one-to-one,,,Not detected,Enhanced,glandular cells,8.90877544198895
LINC02765,,human-specific,,,,,,0.0045967955801105
ENAH,Enah,one-to-one,,,Medium,Enhanced,glandular cells,5.65559958563536
SRP9,Srp9,one-to-one,,,,,,40.754744198895
EPHX1,Ephx1,one-to-one,,,Not detected,Enhanced,glandular cells,109.908093370166
TMEM63A,Tmem63a,one-to-one,,,,,,20.0216440883978
LEFTY1,Lefty1,one-to-one,Secreted in other tissues,Cytokine,Not detected,Approved,glandular cells,34.2444753453039
PYCR2,Pycr2,one-to-one,,,Not detected,Approved,glandular cells,33.3607033149171
MIR6741,,human-specific,,,,,,0.00561653867403315
LEFTY2,Lefty2,one-to-one,Secreted in other tissues,Cytokine,Not detected,Approved,glandular cells,0.188004892265193
SDE2,Sde2,one-to-one,,,Medium,Approved,glandular cells,5.7204188121547
H3-3A-DT,,human-specific,,,,,,0.145141080110497
H3-3A,H3f3a | H3f3b,many-to-many,,,High,Supported,glandular cells,12.2787021546961
LINC01703,,human-specific,,,,,,0.704402342541436
ACBD3,Acbd3,one-to-one,,,Medium,Approved,glandular cells,12.8630021270718
ACBD3-AS1,,human-specific,,,,,,0.143087892265193
MIXL1,Mixl1,one-to-one,,,,,,0.0161308812154696
LIN9,Lin9,one-to-one,,,Low,Uncertain,glandular cells,0.616325654696133
PARP1,Parp1,one-to-one,,,Medium,Supported,glandular cells,28.5615377071823
STUM,Stum,one-to-one,,,,,,0.760630093922652
ITPKB,Itpkb,one-to-one,,,Not detected,Enhanced,glandular cells,3.45304624309392
ITPKB-IT1,,human-specific,,,,,,0.0170714944751381
PSEN2,Psen2,one-to-one,,,,,,6.94864372928177
COQ8A,Coq8a,one-to-one,,,,,,70.1121607734807
CDC42BPA,Cdc42bpa,one-to-one,,,Low,Approved,glandular cells,5.48411215469613
LINC01641,,human-specific,,,,,,0.00139230386740332
ZNF678,Gm10778 | Gm11007 | Gm14305 | Gm14308 | Gm14325 | Gm14326 | Gm14391 | Gm14399 | Gm14412 | Gm14430 | Gm14434 | Gm14443 | Gm14444 | Gm15446 | Gm19428 | Gm2007 | Gm2026 | Gm31714 | Gm32687 | Gm3604 | Gm45871 | Gm4631 | Gm4724 | Gm4767 | Gm6710 | Gm7762 | Rsl1 | Zfp1005 | Zfp1006 | Zfp1007 | Zfp11 | Zfp26 | Zfp273 | Zfp429 | Zfp433 | Zfp442 | Zfp455 | Zfp456 | Zfp457 | Zfp58 | Zfp595 | Zfp617 | Zfp696 | Zfp708 | Zfp712 | Zfp72 | Zfp799 | Zfp85 | Zfp866 | Zfp87 | Zfp874a | Zfp874b | Zfp930 | Zfp932 | Zfp936 | Zfp937 | Zfp950 | Zfp958 | Zfp966 | Zfp967 | Zfp970 | Zfp971 | Zfp975 | Zfp976 | Zfp997 | Zfp998,many-to-many,,,,,,1.57274331767956
ZNF847P,,human-specific,,,,,,0.0110840718232044
SNAP47,Snap47,one-to-one,,,High,Supported,glandular cells,2.80538007458564
JMJD4,Jmjd4,one-to-one,,,High,Uncertain,glandular cells,6.10924218232044
PRSS38,Prss38,one-to-one,Secreted in male reproductive system,Enzyme,,,,0.00353901933701657
WNT9A,Wnt9a,one-to-one,Secreted to extracellular matrix,Developmental protein,,,,2.12504888950276
MIR5008,,human-specific,,,,,,0.0109264419889503
WNT3A,Wnt3a,one-to-one,Secreted to extracellular matrix,Developmental protein,,,,0.0272364392265193
LINC02809,,human-specific,,,,,,0.0432288287292818
ARF1,Arf1,one-to-one,,,Medium,Uncertain,glandular cells,137.736322375691
C1orf35,2310033P09Rik,one-to-one,,,Medium,Approved,glandular cells,5.15245524861879
MRPL55,Mrpl55,one-to-one,Intracellular and membrane,Other,High,Supported,glandular cells,15.9174685082873
GUK1,Guk1,one-to-one,,,Medium,Approved,glandular cells,36.6258580110497
GJC2,Gjc2,one-to-one,,,,,,0.375794781767956
IBA57-DT,,human-specific,,,,,,0.202407546961326
IBA57,Iba57,one-to-one,,,Low,Approved,glandular cells,1.98383200276243
OBSCN-AS1,,human-specific,,,,,,0.580044165745856
OBSCN,Obscn,one-to-one,,,Medium,Enhanced,glandular cells,1.96743607458564
TRIM11,Trim11,one-to-one,,,Medium,Approved,glandular cells,2.71700619337017
TRIM17,Trim17,one-to-one,,,Medium,Approved,glandular cells,0.314658759668508
H3-4,,human-specific,,,,,,0.0340769392265193
RNF187,Rnf187,one-to-one,,,Medium,Approved,glandular cells,14.3709703867403
RNA5S1,,human-specific,,,,,,0
RNA5S2,,human-specific,,,,,,0
RNA5S3,,human-specific,,,,,,0
RNA5S4,,human-specific,,,,,,0
RNA5S5,,human-specific,,,,,,0
RNA5S6,,human-specific,,,,,,0
RNA5S7,,human-specific,,,,,,0
RNA5S8,,human-specific,,,,,,0
RNA5S9,,human-specific,,,,,,0.0223024502762431
RNA5S10,,human-specific,,,,,,0
RNA5S11,,human-specific,,,,,,0
RNA5S12,,human-specific,,,,,,0
RNA5S13,,human-specific,,,,,,0
RNA5S14,,human-specific,,,,,,0
RNA5S15,,human-specific,,,,,,0
RNA5S16,,human-specific,,,,,,0
RNA5S17,,human-specific,,,,,,0
DUSP5P1,,human-specific,,,,,,0.0901494116022099
RHOU,Rhou,one-to-one,,,Medium,Approved,glandular cells,10.4468848342541
LINC02815,,human-specific,,,,,,0.00269806629834254
TMEM78,,human-specific,,,,,,0.0315152044198895
RAB4A,Rab4a,one-to-one,,,,,,18.9544840331492
CCSAP,Ccsap,one-to-one,,,Not detected,Enhanced,glandular cells,1.4538062320442
ACTA1,Acta1,one-to-one,,,Not detected,Enhanced,glandular cells,2.35169451381216
NUP133,Nup133,one-to-one,,,Not detected,Approved,glandular cells,7.52085994475138
ABCB10,Abcb10,one-to-one,,,Medium,Uncertain,glandular cells,4.20300599447514
TAF5L,Taf5l,one-to-one,,,,,,2.91630931491713
URB2,Urb2,one-to-one,,,,,,1.99201306629834
LINC01682,,human-specific,,,,,,0.0015081408839779
LINC01736,,human-specific,,,,,,0.105645491712707
GALNT2,Galnt2,one-to-one,Intracellular and membrane,Enzyme,Not detected,Supported,glandular cells,28.3158747237569
PGBD5,Pgbd5,one-to-one,,,,,,3.57511399171271
LINC01737,,human-specific,,,,,,0
COG2,Cog2,one-to-one,,,,,,5.66112312154696
AGT,Agt,one-to-one,Secreted to blood,Other,Not detected,Supported,glandular cells,2.4587555801105
CAPN9,Capn9,one-to-one,,,Not detected,Enhanced,glandular cells,0.129872872928177
C1orf198,2310022B05Rik,one-to-one,,,Medium,Approved,glandular cells,15.8948106353591
TTC13,Ttc13,one-to-one,,,,,,7.19131502762431
ARV1,Arv1,one-to-one,,,Low,Approved,glandular cells,7.95323577348066
FAM89A,Fam89a,one-to-one,,,Medium,Approved,glandular cells,4.08571806629834
TRIM67,Trim67,one-to-one,,,,,,0.0484184392265193
TRIM67-AS1,,human-specific,,,,,,0.000508309392265193
C1orf131,,human-specific,,,,,,2.39286903867403
GNPAT,Gnpat,one-to-one,,,,,,17.5200813812155
EXOC8,Exoc8,one-to-one,,,Not detected,Approved,glandular cells,3.89395794198895
SPRTN,Sprtn,one-to-one,,,Not detected,Uncertain,glandular cells,1.25339841436464
EGLN1,Egln1,one-to-one,,,Medium,Approved,glandular cells,17.1860235359116
SNRPD2P2,,human-specific,,,,,,0.00508241436464088
TSNAX,Tsnax,one-to-one,,,Not detected,Approved,glandular cells,8.53836093922652
LINC00582,,human-specific,,,,,,0.039327544198895
DISC1,Disc1,one-to-one,,,,,,0.33067155801105
DISC1-IT1,,human-specific,,,,,,0.0067823591160221
SIPA1L2,Sipa1l2,one-to-one,,,Medium,Approved,glandular cells,2.01434012983425
LINC01745,,human-specific,,,,,,0.000174270718232044
LINC01744,,human-specific,,,,,,0.00293705801104972
MAP10,Map10,one-to-one,,,High,Approved,glandular cells,1.14283555248619
NTPCR,Ntpcr,one-to-one,,,Medium,Uncertain,glandular cells,1.82059270441989
PCNX2,Pcnx2,one-to-one,,,Medium,Uncertain,glandular cells,1.9379868121547
MAP3K21,Map3k21,one-to-one,,,Low,Uncertain,glandular cells,8.1911158839779
KCNK1,Kcnk1,one-to-one,,,Low,Approved,glandular cells,2.50080429005525
MIR4427,,human-specific,,,,,,0
SLC35F3,Slc35f3,one-to-one,,,,,,2.26969402209945
SLC35F3-AS1,,human-specific,,,,,,0.0453274834254144
MIR4671,,human-specific,,,,,,0.000512552486187845
COA6-AS1,,human-specific,,,,,,3.69031698895028
COA6,Coa6,one-to-one,,,Medium,Approved,glandular cells,2.97751871546961
TARBP1,Tarbp1,one-to-one,,,,,,9.37832491712707
LINC01354,,human-specific,,,,,,2.42920103038674
IRF2BP2,Irf2bp2,one-to-one,,,Medium,Approved,glandular cells,22.8603194751381
LINC00184,,human-specific,,,,,,0.0609716961325967
LINC01132,,human-specific,,,,,,0.0763748784530387
LINC01348,,human-specific,,,,,,0.196905964088398
TOMM20,Tomm20,one-to-one,,,Medium,Supported,glandular cells,64.7476544198895
SNORA14B,,human-specific,,,,,,0.113472657458564
RBM34,Rbm34,one-to-one,,,High,Approved,glandular cells,0.624633674033149
ARID4B,Arid4b,one-to-one,,,Low,Approved,glandular cells,8.4348470441989
MIR4753,,human-specific,,,,,,0.00358798342541436
GGPS1,Ggps1,one-to-one,,,Low,Enhanced,glandular cells,4.96208715469613
TBCE,Tbce,one-to-one,,,Medium,Approved,glandular cells,0.463002718232044
B3GALNT2,B3galnt2,one-to-one,Intracellular and membrane,Enzyme,Medium,Approved,glandular cells,11.6345708287293
GNG4,Gng4,one-to-one,,,,,,1.37873206629834
LYST,Lyst,one-to-one,,,,,,1.53078847237569
MIR1537,,human-specific,,,,,,0
LINC02768,,human-specific,,,,,,0.0275709861878453
NID1,Nid1,one-to-one,Secreted to extracellular matrix,Cell adhesion,Not detected,Approved,glandular cells,14.2301537292818
GPR137B,Gpr137b,one-to-one,,,Medium,Approved,glandular cells,2.56864182320442
ERO1B,Ero1b,one-to-one,Intracellular and membrane,Transport,Low,Enhanced,glandular cells,94.4425903314917
EDARADD,Edaradd,one-to-one,,,Low,Uncertain,glandular cells,0.795061267955801
LGALS8,Lgals8,one-to-one,,,Medium,Approved,glandular cells,12.850575359116
LGALS8-AS1,,human-specific,,,,,,0.191621127071823
HEATR1,Heatr1,one-to-one,,,Low,Approved,glandular cells,6.78526748618785
ACTN2,Actn2,one-to-one,,,Not detected,Enhanced,glandular cells,1.18954576519337
MTR,Mtr,one-to-one,,,Low,Approved,glandular cells,10.1375
MT1HL1,,human-specific,,,,,,0.0703530966850829
RYR2,Ryr2,one-to-one,,,Not detected,Approved,glandular cells,2.09393433149171
MIR4428,,human-specific,,,,,,0.00138084806629834
ZP4,,human-specific,,,,,,0.000889453038674033
LINC01139,,human-specific,,,,,,0.10713985359116
CHRM3,Chrm3,one-to-one,,,Low,Approved,glandular cells,3.25659947513812
CHRM3-AS2,,human-specific,,,,,,0.103575685082873
CHRM3-AS1,,human-specific,,,,,,0.218990370165746
RPS7P5,,human-specific,,,,,,0.00344972928176796
FMN2,Fmn2,one-to-one,,,,,,0.127555107734807
GREM2,Grem2,one-to-one,Secreted to blood,Cytokine,Not detected,Approved,glandular cells,0.110037571823204
RGS7,Rgs7,one-to-one,,,Not detected,Enhanced,glandular cells,0.0477718756906077
MIR3123,,human-specific,,,,,,0
FH,Fh1,one-to-one,,,Medium,Enhanced,glandular cells,11.9284249447514
KMO,Kmo,one-to-one,,,Not detected,Enhanced,glandular cells,0.0752635801104972
OPN3,Opn3,one-to-one,,,Medium,Uncertain,glandular cells,0.709550450276243
CHML,Chml,one-to-one,,,Low,Supported,glandular cells,1.48118590607735
WDR64,Wdr64,one-to-one,,,,,,0.0120398839779006
EXO1,Exo1,one-to-one,,,,,,0.0658855690607735
BECN2,Becn2,one-to-one,,,,,,0.00240364364640884
MAP1LC3C,,human-specific,,,,,,0.338619049723757
PLD5,Pld5,one-to-one,,,,,,0.0874608508287293
LINC01347,,human-specific,,,,,,0.262819936464088
CEP170,Cep170,one-to-one,,,Low,Uncertain,glandular cells,1.14006549723757
SDCCAG8,Sdccag8,one-to-one,,,Low,Approved,glandular cells,5.6183896961326
MIR4677,,human-specific,,,,,,0.0227060303867403
AKT3,Akt3,one-to-one,,,Not detected,Approved,glandular cells,1.71712088950276
AKT3-IT1,,human-specific,,,,,,0.0211629060773481
LINC02774,,human-specific,,,,,,0.0187862928176796
ZBTB18,Zbtb18,one-to-one,,,Not detected,Enhanced,glandular cells,17.018313038674
ADSS2,Adss2,one-to-one,,,Not detected,Supported,glandular cells,9.73341696132597
CATSPERE,Catspere1 | Catspere2,one-to-many (human-to-mouse),,,,,,0.306009933701658
DESI2,Desi2,one-to-one,,,,,,5.75769226519337
COX20,Cox20,one-to-one,,,Not detected,Approved,glandular cells,1.93548364917127
HNRNPU,Hnrnpu,one-to-one,,,High,Supported,glandular cells,29.3196141436464
EFCAB2,Efcab2,one-to-one,,,Low,Approved,glandular cells,2.16058105248619
KIF26B,Kif26b,one-to-one,,,Low,Enhanced,glandular cells,0.205479116022099
KIF26B-AS1,,human-specific,,,,,,0.064993135359116
SMYD3,Smyd3,one-to-one,,,High,Approved,glandular cells,1.28442358287293
SMYD3-AS1,,human-specific,,,,,,0.0119295
SMYD3-IT1,,human-specific,,,,,,0.0104003701657459
LINC01743,,human-specific,,,,,,0.00681957182320442
TFB2M,Tfb2m,one-to-one,,,Medium,Approved,glandular cells,9.48426908839779
CNST,Cnst,one-to-one,,,Not detected,Approved,glandular cells,4.0229088121547
SCCPDH,Sccpdh,one-to-one,,,Not detected,Enhanced,glandular cells,14.9814087569061
LINC01341,,human-specific,,,,,,0.211744350828729
AHCTF1,Ahctf1,one-to-one,,,Low,Uncertain,glandular cells,4.65830914364641
ZNF695,,human-specific,,,,,,0.0199230856353591
ZNF670,Gm6871,one-to-one,,,Low,Uncertain,glandular cells,0.877284254143646
ZNF669,Zfp963,one-to-one,,,,,,1.46126888121547
LINC02897,,human-specific,,,,,,0.282357698895028
ZNF124,Gm14322 | Gm20541 | Zfp101 | Zfp709 | Zfp81 | Zfp882 | Zfp952,many-to-many,,,,,,0.997154679558011
VN1R5,Vmn1r11 | Vmn1r26 | Vmn1r9,one-to-many (human-to-mouse),,,,,,0.0224168121546961
ZNF496,Zkscan17,one-to-one,,,,,,7.47114182320442
NLRP3,Nlrp3,one-to-one,,,Not detected,Uncertain,glandular cells,0.329504552486188
OR2B11,Or2b11,one-to-one,,,,,,0.00528073756906077
OR2W5P,,human-specific,,,,,,0.00110917127071823
GCSAML,,human-specific,,,,,,0.0504307624309392
OR2C3,,human-specific,,,,,,0.00814630939226519
OR2G2,,human-specific,,,,,,0.00204614917127072
OR2G3,,human-specific,,,,,,0.00207725690607735
OR13G1,Or13g1,one-to-one,,,,,,0.00432196961325967
OR6F1,Or6f1,one-to-one,,,,,,0.00481136187845304
OR14A2,Or14a256 | Or14a257 | Or14a258 | Or14a259 | Or14a260,one-to-many (human-to-mouse),,,,,,0.00126245856353591
OR14K1,,human-specific,,,,,,0.00799990883977901
OR1C1,Or1ad6,one-to-one,,,,,,0.00209285359116022
OR9H1P,,human-specific,,,,,,0.00712573480662983
OR14A16,Or14p1,one-to-many (mouse-to-human),,,,,,0.00160532320441989
OR11L1,Or11l3,one-to-one,,,,,,0.00254595580110497
TRIM58,Trim58,one-to-one,,,,,,0.126575198895028
OR2W3,Or2w3 | Or2w3b,one-to-many (human-to-mouse),,,,,,0.052844726519337
OR2T8,Or2t44,one-to-many (mouse-to-human),,,,,,0.0234124917127072
OR2AJ1,Or2aj4 | Or2aj5 | Or2aj6,one-to-many (human-to-mouse),,,,,,0.00130709668508287
OR2L8,Or2l5,one-to-many (mouse-to-human),,,,,,0.00152963535911602
OR2AK2,Or2ak4 | Or2ak5 | Or2ak6 | Or2ak7,one-to-many (human-to-mouse),,,,,,0.00316051104972376
OR2L1P,,human-specific,,,,,,0.00374903314917127
OR2L5,Or2l5,one-to-many (mouse-to-human),,,,,,0.00108592541436464
OR2L2,Or2l5,one-to-many (mouse-to-human),,,,,,0.00676516298342541
OR2L3,Or2l5,one-to-many (mouse-to-human),,,,,,0.00185979281767956
OR2L13,Or2l13 | Or2l13b,one-to-many (human-to-mouse),,,,,,0.00836352762430939
OR2M1P,,human-specific,,,,,,0.00241308287292818
OR2M5,Or2m12 | Or2m13,many-to-many,,,,,,0.00485942817679558
OR2M2,Or2m12 | Or2m13,many-to-many,,,,,,0.00150897513812155
OR2M3,Or2m12 | Or2m13,many-to-many,,,,,,0.000478825966850829
OR2M4,,human-specific,,,,,,0.000593411602209945
OR2T33,Or2t44,one-to-many (mouse-to-human),,,,,,0.00138061878453039
OR2T12,Or2t44,one-to-many (mouse-to-human),,,,,,0.000261508287292818
OR2M7,Or2m12 | Or2m13,many-to-many,,,,,,0.00202941436464088
OR14C36,Or14c39 | Or14c40 | Or14c41 | Or14c43 | Or14c44 | Or14c45 | Or14c46,one-to-many (human-to-mouse),,,,,,0.000667096685082873
OR2T4,Or2t29 | Or2t43 | Or2t46 | Or2t47 | Or2t48 | Or2t49,many-to-many,,,,,,0.00320847790055249
OR2T6,Or2t6,one-to-one,,,,,,0.000246027624309392
OR2T1,Or2t1,one-to-one,,,,,,0.000765776243093923
OR2T7,,human-specific,,,,,,0.000416414364640884
OR2T2,,human-specific,,,,,,0.00187580110497238
OR2T3,,human-specific,,,,,,0.00268354696132597
OR2T5,Or2t29 | Or2t43 | Or2t46 | Or2t47 | Or2t48 | Or2t49,many-to-many,,,,,,0.000173138121546961
OR2G6,Or2y1 | Or2y10 | Or2y11 | Or2y12 | Or2y13 | Or2y14 | Or2y15 | Or2y16 | Or2y17 | Or2y1b | Or2y1c | Or2y1d | Or2y1e | Or2y1f | Or2y1g | Or2y6 | Or2y8,many-to-many,,,,,,0.00140987845303867
OR2T29,Or2t29 | Or2t43 | Or2t46 | Or2t47 | Or2t48 | Or2t49,many-to-many,,,,,,0.000642267955801105
OR2T34,,human-specific,,,,,,0.00153333149171271
OR2T10,,human-specific,,,,,,0.0155627679558011
OR2T11,,human-specific,,,,,,0.00350080110497238
OR2T35,Or2t35,one-to-one,,,,,,0.00105197790055249
OR2T27,,human-specific,,,,,,0.000193342541436464
OR14I1,,human-specific,,,,,,0.000665776243093923
LYPD9P,Lypd9,one-to-one,,,,,,0.0271622430939227
LYPD8,Lypd8,one-to-one,Secreted to digestive system,No annotated function,,,,0.0221440303867403
SH3BP5L,Sh3bp5l,one-to-one,,,Medium,Approved,glandular cells,6.21027602209945
MIR3124,,human-specific,,,,,,0.000558453038674033
ZNF672,Zfp672,one-to-one,,,Medium,Approved,glandular cells,10.5541635082873
ZNF692,Zfp692,one-to-one,,,,,,22.3415373756906
PGBD2,,human-specific,,,,,,3.145876
FAM110C,Fam110c,one-to-one,,,Medium,Uncertain,glandular cells,10.6738970441989
SH3YL1,Sh3yl1,one-to-one,,,Medium,Enhanced,glandular cells,15.693671160221
ACP1,Acp1,one-to-one,,,Low,Approved,glandular cells,28.5428936464088
ALKAL2,Alkal2,one-to-one,Secreted to blood,Cytokine,,,,24.5152182044199
LINC01865,,human-specific,,,,,,0.0283599585635359
LINC01874,,human-specific,,,,,,0.000572364640883978
LINC01875,,human-specific,,,,,,0.0013627955801105
TMEM18,Tmem18,one-to-one,,,High,Approved,glandular cells,6.39949124309392
TMEM18-DT,,human-specific,,,,,,0.0300618950276243
LINC01115,,human-specific,,,,,,0.0395562251381215
LINC01939,,human-specific,,,,,,0.0439287182320442
SNTG2-AS1,,human-specific,,,,,,1.09781138121547
SNTG2,Sntg2,one-to-one,,,Not detected,Approved,glandular cells,0.397246693370166
TPO,Tpo,one-to-one,Intracellular and membrane,Enzyme,Not detected,Enhanced,glandular cells,0.540061093922652
PXDN,Pxdn,one-to-one,Secreted to extracellular matrix,Enzyme,Not detected,Approved,glandular cells,2.52150134254144
MYT1L,Myt1l,one-to-one,,,,,,0.0926586243093923
MYT1L-AS1,,human-specific,,,,,,0.00176037845303867
LINC01250,,human-specific,,,,,,0.00399518784530387
EIPR1,Eipr1,one-to-one,,,Medium,Approved,glandular cells,2.5732456519337
TRAPPC12,Trappc12,one-to-one,,,Medium,Uncertain,glandular cells,7.03110406077348
TRAPPC12-AS1,,human-specific,,,,,,1.03443327900552
ADI1,Adi1,one-to-one,,,Medium,Approved,glandular cells,10.8190996132597
RNASEH1,Rnaseh1,one-to-one,Intracellular and membrane,Enzyme,Not detected,Uncertain,glandular cells,6.57975198895028
RPS7,Rps7,one-to-one,,,High,Approved,glandular cells,606.84864640884
COLEC11,Colec11,one-to-one,Secreted to blood,Developmental protein,Not detected,Uncertain,glandular cells,5.05249715745856
ALLC,Allc,one-to-one,,,,,,0.133284848066298
DCDC2C,Dcdc2c,one-to-one,,,,,,0.011609226519337
LINC01304,,human-specific,,,,,,0.00213219889502762
LINC01249,,human-specific,,,,,,0.00118591160220994
LINC01248,,human-specific,,,,,,0.000594190607734807
SOX11,Sox11,one-to-one,,,Not detected,Approved,glandular cells,0.00582722099447514
