Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06
C4orf51,1700011L22Rik,one-to-one,NA,NA,NA,NA,NA,1.945071803205065,2.03823650293739,1.58718427486433,1.94115043146709,1.57023827517177,2.20474945311299,2.32887188167682
C4orf54,1110002E22Rik,one-to-one,NA,NA,NA,NA,NA,0.015908534766420165,0.0271966818800952,0,0,0.0195552639411414,0.0131046064992748,0.0355946562780096
C5,Hc,one-to-one,Secreted to blood,Complement pathway,Not detected,Supported,glandular cells,1.3334875962931165,2.03082989862518,1.06953588970951,1.31443459707036,0.965807558569459,1.33006364483857,1.29025398894562
C5-OT1,NA,human-specific,NA,NA,NA,NA,NA,0.07575830802078967,0,0,0.103101396543124,0,0.149039007319992,0.202409444261622
C5AR1,C5ar1,one-to-one,NA,NA,Not detected,Approved,glandular cells,1.737307227450575,1.36862379462711,1.62039776382587,2.61448836572696,1.57539645719038,1.35942471237088,1.88551227096225
C5AR2,C5ar2,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,0.1594686264541203,0.178130603617085,0.173906494051862,0.263893494094677,0.0609911757597858,0.122616400473925,0.157273590727387
C5orf15,9530068E07Rik,one-to-one,NA,NA,Low,Uncertain,glandular cells,10.934200867300607,11.4837715780292,7.97637077574389,13.8029900435386,9.93563814571485,11.3447770336568,11.0616576271203
C5orf22,6030458C11Rik,one-to-one,NA,NA,Medium,Approved,glandular cells,5.6770482205663635,5.55929450125038,4.78795737309029,7.88146377303515,5.01028503777769,4.6109159796328,6.21237265861187
C5orf24,B230219D22Rik,one-to-one,NA,NA,High,Approved,glandular cells,8.949528224976516,8.74441898873745,6.35719989830852,11.4324328173941,8.13165322885268,8.16175696957495,10.8697074469914
C5orf34,4833420G17Rik,one-to-one,NA,NA,Medium,Approved,glandular cells,0.6345898972339333,0.378840564687361,0.531669306342814,0.706557822849037,0.595871066035964,0.945310560141395,0.649290063347029
C5orf34-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.3971121504640487,0.350637630157521,0.299532420269148,0.779183819381084,0.45021323318417,0.120680902684874,0.382424897107495
C5orf46,Gm94,one-to-one,Secreted in other tissues,No annotated function,Medium,Supported,glandular cells,31.868218422003117,33.1742746180146,28.4925101388759,35.2032665489115,40.9716190701288,35.4300260353054,17.9376141207825
C5orf47,4930524B15Rik,one-to-one,NA,NA,NA,NA,NA,0.0184928457279601,0,0.0192257179306904,0.0375093829094977,0,0.0542219735275725,0
C5orf52,4921536K21Rik,one-to-one,NA,NA,NA,NA,NA,0.017871159058256834,0.107226954349541,0,0,0,0,0
C5orf58,4930469K13Rik,one-to-one,NA,NA,NA,NA,NA,0.3153663596364771,0.668569364226597,0,0.495229629237869,0.200300941705148,0.0767017450903866,0.451396477558862
C5orf63,C330018D20Rik,one-to-one,NA,NA,NA,NA,NA,1.6954947956950484,1.81868727806377,1.72845887905999,1.71535089712309,1.39284018291005,1.92312874287487,1.59450279413852
C5orf67,NA,human-specific,NA,NA,NA,NA,NA,0.1799564116103977,0,0.0933897303951692,0.30367233184179,0.0491294142729839,0.395078262420874,0.238468730731569
C6,C6,one-to-one,Secreted to blood,Complement pathway,Not detected,Enhanced,glandular cells,0.5301383087067452,0.428516478148712,0.73212095214899,0.312455555308382,0.457360779039466,0.403279020149044,0.847097067445877
C6orf118,1700010I14Rik,one-to-one,NA,NA,Low,Approved,glandular cells,0.003983380253914783,0,0,0,0,0,0.0239002815234887
C6orf120,1600012H06Rik,one-to-one,Secreted to blood,Other,NA,NA,NA,8.112831224935539,8.95503314028745,6.76170315510733,10.1039206311755,7.76212263255775,6.92996191828444,8.16424587220076
C6orf132,AI661453,one-to-one,NA,NA,Low,Enhanced,glandular cells,6.950028392639615,9.08077349844675,5.01089866068705,6.75027833203826,6.94504890215319,5.22190870541518,8.69126225709726
C6orf136,2310061I04Rik,one-to-one,NA,NA,Medium,Uncertain,glandular cells,0,0,0,0,0,0,0
C6orf136_1,NA,human-specific,NA,NA,NA,NA,NA,0.051497155707345164,0.308982934244071,0,0,0,0,0
C6orf136_2,NA,human-specific,NA,NA,NA,NA,NA,0.0124068436795327,0,0,0,0,0.0744410620771962,0
C6orf136_3,NA,human-specific,NA,NA,NA,NA,NA,0.0228936718174004,0,0,0.0693186151749377,0,0,0.0680434157294647
C6orf136_4,NA,human-specific,NA,NA,NA,NA,NA,0.0046285079762442664,0,0,0,0.0277710478574656,0,0
C6orf136_5,NA,human-specific,NA,NA,NA,NA,NA,0.021743083225612282,0.0617965868488143,0,0.0686619125048594,0,0,0
C6orf136_6,NA,human-specific,NA,NA,NA,NA,NA,0.016954958358111314,0,0,0.0343309562524297,0,0,0.0673987938962382
C6orf141,9130008F23Rik,one-to-one,NA,NA,NA,NA,NA,0.40866420925766184,1.4202479084997,0.122139028792513,0.211816258742057,0.162775584941469,0.160751116354394,0.374255358215838
C6orf147,NA,human-specific,NA,NA,NA,NA,NA,0.6226982367461519,0.8432571187646,0.171512603359117,0.669242307246407,0.252636755474893,0.967428303328816,0.832112332303078
C6orf15,2300002M23Rik,one-to-one,Secreted to extracellular matrix,No annotated function,NA,NA,NA,0,0,0,0,0,0,0
C6orf15_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C6orf15_2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C6orf15_3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C6orf15_4,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C6orf15_5,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C6orf163,Gm136,one-to-one,NA,NA,Medium,Uncertain,glandular cells,4.718388978214845,6.72681596427197,3.47022062921514,5.24160135639775,4.27930357982227,4.20946481984145,4.38292751974049
C6orf226,NA,human-specific,NA,NA,High,Approved,glandular cells,2.2659980112550966,2.31875882430919,0.720291349690569,3.27900695265576,2.17880572957136,1.65053342307607,3.44859178822763
C6orf47,D17H6S53E,one-to-one,NA,NA,Low,Uncertain,glandular cells,0.05775813660919089,0.0946501531743226,0,0.157748045658081,0.0425352607248567,0,0.051615360097885
C6orf47_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C6orf47_2,NA,human-specific,NA,NA,NA,NA,NA,0.021267630362428333,0,0,0,0.12760578217457,0,0
C6orf47_3,NA,human-specific,NA,NA,NA,NA,NA,0.08423325692641387,0.0473060092718562,0.0404111887366687,0.0525614962768867,0.127554369691824,0.0569855027988206,0.180580974782427
C6orf47_4,NA,human-specific,NA,NA,NA,NA,NA,0.0033689564169156164,0,0.0202137385014937,0,0,0,0
C6orf47_5,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C6orf47_6,NA,human-specific,NA,NA,NA,NA,NA,0.009501411927090751,0,0,0,0,0.0570084715625445,0
C6orf52,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C6orf52_1,NA,human-specific,NA,NA,NA,NA,NA,0.0058171578979759825,0.0349029473878559,0,0,0,0,0
C6orf58,2310057J18Rik,one-to-one,Secreted to digestive system,Developmental protein,Medium,Enhanced,glandular cells,105.03346510316335,268.499235079025,9.79660600766282,27.8700015595369,91.8014347587561,89.0600985823813,143.173414631618
C6orf62,BC005537,one-to-one,NA,NA,Medium,Supported,glandular cells,36.084147170474914,37.9733598384235,20.1620159746749,45.8211137441718,38.329285863653,37.480732622298,36.7383749796283
C6orf89,BC004004,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,19.122579206239465,19.4784824076469,17.8937744608251,21.0838829060389,18.7836769394501,18.4271224958388,19.068536027637
C7,C7,one-to-one,Secreted to blood,Complement pathway,Not detected,Approved,glandular cells,12.327254309173217,14.2658653212654,5.81694176037832,13.4885342112853,9.89574357524248,11.543183235151,18.9532577517168
C7orf25,AW209491,one-to-one,NA,NA,High,Approved,glandular cells,3.4960539224643816,3.29361251962952,3.15721281698683,3.77125922002065,3.20883456614314,3.81610069834706,3.72930371365909
C7orf33,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C7orf50,NA,human-specific,NA,NA,Medium,Approved,glandular cells,2.824658945962925,2.94906546738193,2.32918596097328,2.93482340096968,3.13986157924031,2.82260195466873,2.77241531254362
C7orf57,Gm11992,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.07752325412342355,0.0836278596956889,0.0476261018254566,0.0619456950423708,0.150327609484857,0,0.121612258692168
C7orf78,NA,human-specific,NA,NA,NA,NA,NA,0.03857872191317907,0.0992626334648829,0.0242271909286019,0.0315115057389451,0.0764710013466445,0,0
C8A,C8a,one-to-one,Secreted to blood,Complement pathway,NA,NA,NA,0,0,0,0,0,0,0
C8B,C8b,one-to-one,Secreted to blood,Complement pathway,Not detected,Supported,glandular cells,0.05470710919839023,0,0.0209746069519891,0.0818429320948763,0,0.118308672477351,0.107116443666125
C8G,C8g,one-to-one,Secreted to blood,Complement pathway,Not detected,Approved,glandular cells,1.0569689322236895,2.51877177420085,0.772391631585129,1.14814199128038,0.986804010776831,0,0.915704185498946
C8orf17,NA,human-specific,NA,NA,NA,NA,NA,0.6151970914677284,0.627755426800826,0.834182962111939,0.878328623329488,0.522425652764205,0.44812045290035,0.380369430899562
C8orf33,1110038F14Rik,one-to-one,NA,NA,Low,Approved,glandular cells,0.5047564094491022,0.294894840642526,0.116268049201405,0.428473681203045,1.12135799888144,0.300583113874305,0.766960772891892
C8orf33_1,NA,human-specific,NA,NA,NA,NA,NA,0.1258835970278242,0,0.0581340246007023,0.0756130025652431,0.0203883272523898,0.60116622774861,0
C8orf34,A830018L16Rik,one-to-one,NA,NA,NA,NA,NA,0.1382612972130084,0.0954855412943313,0.057577824594955,0.205946321950569,0.106014620121783,0.162385784094917,0.202157691221495
C8orf34-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.10395167952460274,0.330225510973351,0,0.0815360210995205,0.131912477322962,0,0.0800360677517829
C8orf44,NA,human-specific,NA,NA,NA,NA,NA,3.2599453701276784,3.92966125296213,2.19725387586135,3.1754393612795,3.96005002916802,3.41402112285072,2.88324657864435
C8orf44-SGK3,Sgk3,one-to-many (mouse-to-human),NA,NA,Medium,Approved,glandular cells,0.044996303737382115,0.0519643792930946,0.0221953021563204,0.0144343476166445,0.093410030412365,0.0312985213424813,0.0566752416033869
C8orf48,AI429214,one-to-one,NA,NA,Medium,Enhanced,glandular cells,0.19140783378053305,0.165371147905278,0.211902613614954,0.183743146139765,0.148633777265309,0.348614832967151,0.0901814847907413
C8orf58,9930012K11Rik,one-to-one,NA,NA,Medium,Uncertain,glandular cells,1.378971745315548,1.94166318600846,1.75623566926013,1.36422136470015,1.28319530469807,0.963099343994854,0.965415603231623
C8orf74,4930578I06Rik,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C8orf74_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C8orf76,9130401M01Rik,one-to-many (mouse-to-human),NA,NA,Low,Uncertain,glandular cells,1.341461169571858,0.851472055435953,0.880501190924225,1.29461773959544,1.57086614216657,1.3495994078881,2.10171048142086
C8orf82,C030006K11Rik,one-to-one,NA,NA,Medium,Uncertain,glandular cells,9.278540126050423,7.6282915049015,9.23337226901713,10.8404713999525,9.88671927797351,9.73646640854897,8.34591989590893
C8orf88,Gm11837,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.8269646390953015,0.797525762350735,0.492040534255605,0.590751549098413,1.19467903990607,0.533728369610086,1.3530625793509
C8orf89,4930444P10Rik,one-to-one,NA,NA,NA,NA,NA,0.1573785609536049,0.409310062295433,0,0.259875764460623,0,0.211311779800806,0.0637737591647673
C8orf90,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C8orf90_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
C9,C9,one-to-one,Secreted to blood,Complement pathway,Not detected,Uncertain,glandular cells,0.0038525183033349167,0,0,0,0,0,0.0231151098200095
C9orf152,D630039A03Rik,one-to-one,NA,NA,Medium,Approved,glandular cells,12.148568497682287,13.3493966640842,11.5530430042968,13.5943942882714,11.271717451936,9.15899334675142,13.9638662307539
C9orf153,4921517D22Rik,one-to-one,NA,NA,NA,NA,NA,0.15643462796323496,0.0595705301941893,0.0508881635943235,0.132377101734381,0,0.143519044085919,0.552252928170597
C9orf163,NA,human-specific,NA,NA,NA,NA,NA,0.20913956600038877,0.479145708369159,0.15592782035664501,0.0507025393545406,0.205071865251398,0.164910242456284,0.199079220214306
C9orf40,D030056L22Rik,one-to-one,NA,NA,Low,Enhanced,glandular cells,0.929963988186186,0.649245297816126,0.725269969185453,1.44274711941304,0.740640025803103,0.932492249329404,1.08938926756999
C9orf43,4933430I17Rik,one-to-one,NA,NA,NA,NA,NA,0.39690283072662,0.389241371922134,0.684578776434167,0.27984281812628,0.0411583392583344,0.661956402246519,0.324639276372286
C9orf50,1700001O22Rik,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.40693787115030494,0.544084870309301,0.395067121768999,0.332491652305737,0.684624534762359,0.4260181263454,0.0593409214100337
C9orf57,Gm3443,one-to-one,NA,NA,NA,NA,NA,0.05582997050380378,0.0777572947104286,0,0,0.0698874052042181,0.187335123108176,0
C9orf72,C9orf72,one-to-one,Intracellular and membrane,Other,Low,Uncertain,glandular cells,3.3952627880840818,3.08371759209303,3.21843588678772,4.40115313891038,3.46741368963214,2.92201619494225,3.27884022613897
C9orf78,BC005624,one-to-one,NA,NA,High,Enhanced,glandular cells,12.534170372426516,13.5074600836392,10.952040003958,13.2637984184178,10.6705803383254,13.4346418161046,13.3765015741141
C9orf85,1110059E24Rik,one-to-one,NA,NA,Medium,Approved,glandular cells,2.9411429447023334,2.80989608577515,2.62456456521209,2.97625239411268,3.02505404932604,3.35694441017416,2.85414616361388
CA1,Car1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.8201119656166633,2.1056943151497,2.66221026287176,2.99472330006847,3.78514999491999,2.73947380527989,2.63342011541017
CA10,Car10,one-to-one,Secreted in brain,No annotated function,Not detected,Supported,glandular cells,1.2515501408954077,0.338544866353924,0.565258784942294,1.47042680252871,0.276618563193629,2.39128496921636,2.46716685913753
CA11,Car11,one-to-one,Secreted in brain,No annotated function,NA,NA,NA,0.9853459884811449,0.695636567997656,1.01871082973588,1.35260771354262,0.937845797302479,1.25696080274233,0.650314219565904
CA12,Car12,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.0967487660154274,3.63991450120884,0.285640355211913,3.06771815756048,2.39567656130879,1.79530763219536,1.39623538860718
CA13,Car13,one-to-one,NA,NA,Medium,Enhanced,glandular cells,5.257287256312835,4.44381738076051,4.5708550382752,5.542098241574,6.15410424586011,5.7718655624479,5.06098306895929
CA14,Car14,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.8778268480251825,0.881388316449576,0.752926534167166,1.08423234491588,1.10339659315721,0.758380793279747,0.686636506181516
CA2,Car2,one-to-one,NA,NA,High,Enhanced,glandular cells,41.41004437063165,48.3334764104971,56.4431507174378,46.1445855646454,47.5628087248989,20.0113969053871,29.9648479009236
CA3,Car3,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.846707393562785,1.67148815677647,1.63185123326178,3.14584067461253,1.87022919621166,2.54769236278144,6.21314273773283
CA3-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.9965576765760766,2.04126416920631,2.51100176355968,1.45154529912916,1.98143915867592,2.21304270083459,1.7810529680508
CA4,Car4,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.7335672817863812,0.739651956125035,0.638947575028104,1.27428889147609,0.336130321604376,0.941051365160479,0.471333581324203
CA5A,Car5a,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CA5B,Car5b,one-to-one,NA,NA,Medium,Uncertain,glandular cells,0.02598331378823805,0.0343465013932272,0,0.0286216835803495,0.0308702594290974,0.0620614383267542,0
CA5BP1,NA,human-specific,NA,NA,NA,NA,NA,1.6085626799978345,2.19037102627306,1.56269851450908,2.19301475364024,0.865354504783677,1.15980334519617,1.68013393558478
CA5BP1-CA5B,NA,human-specific,NA,NA,NA,NA,NA,0.26693281392116436,0.259027609545928,0.147516334302108,0.452264094343385,0.199552439694364,0.267452917642621,0.27578348799858
CA6,Car6,one-to-one,Secreted to digestive system,Enzyme,High,Enhanced,glandular cells,2675.6236886346032,2009.30695587523,1192.66329287308,3424.51288617986,2482.43801150881,2883.5286867875,4061.29229858314
CA7,Car7,one-to-one,NA,NA,NA,NA,NA,0.10769724162308598,0,0.219957391325464,0.0715228255258952,0,0.0387713864985397,0.315931846388617
CA8,Car8,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,3.0288430468016916,1.61388407618555,2.29187746140015,5.17263291749778,2.63453020969261,4.27869943858885,2.18143417744521
CA9,Car9,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.32386317673672516,0.389255173339427,0.423209157993298,0.117954460903466,0.318052989326008,0,0.694707278858152
CAAP1,Caap1,one-to-one,NA,NA,Low,Uncertain,glandular cells,7.844324892447444,7.95558863404128,6.99693565516757,9.27485847487203,6.86860696341189,8.19075304197188,7.77920658522002
CAB39,Cab39,one-to-one,NA,NA,High,Approved,glandular cells,14.65952282643595,12.308442023839,12.1017611064928,17.1962541389549,12.7713287594788,17.2851437958978,16.2942071339524
CAB39L,Cab39l,one-to-one,NA,NA,Medium,Approved,glandular cells,8.74773509925567,7.20143527247027,9.62539289595975,9.3401337602809,9.19203550002355,8.5265223039214,8.60089086287816
CABCOCO1,Cabcoco1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.23598932048262217,0.153833625958398,0.114985914364704,0.192289338983475,0.190112970920744,0.32429286787642,0.440421204791992
CABIN1,Cabin1,one-to-one,NA,NA,Medium,Approved,glandular cells,12.67193587079416,16.3501877200536,8.17438485318666,13.1812870122796,12.6463705689785,12.2179638307879,13.4614212394787
CABIN1_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CABLES1,Cables1,one-to-one,NA,NA,NA,NA,NA,9.747107033338716,11.149815488706,5.68030595575909,12.23483607655,13.1673418828357,7.29233709783045,8.95800569835106
CABLES2,Cables2,one-to-one,NA,NA,NA,NA,NA,1.3782486935247413,1.7225614811545,1.02076974943427,1.79323207916471,1.17162549247991,0.953388701464488,1.60791465745057
CABP1,Cabp1,one-to-one,NA,NA,High,Uncertain,glandular cells,0.1270962674137705,0.136946395656366,0.264759025728036,0.040042244861643,0.103651302009448,0.052095034234502,0.165083601992628
CABP1-DT,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CABP2,Cabp2,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CABP4,Cabp4,one-to-one,NA,NA,NA,NA,NA,0.28230348962422547,0.296370476377192,0.202539735500038,0.301070552451713,0.304428045170545,0.275409381549125,0.31400274669674
CABP5,Cabp5,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0,0,0,0,0,0,0
CABP7,Cabp7,one-to-one,NA,NA,NA,NA,NA,0.21818445842360118,0.36977861656684,0.105294540058621,0.332600445996844,0.174089652135882,0.212114603999209,0.115228891784211
CABP7-DT,NA,human-specific,NA,NA,NA,NA,NA,0.04509374936713533,0.142492129869839,0,0,0.128070366332973,0,0
CABS1,Cabs1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.6419649589689008,1.19967665306367,0.330588564417969,0.25799136537752,0.591301810017231,0.839118102518165,0.63311325841885
CABYR,Cabyr,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.2406190310228316,2.70198465510506,1.75497384573714,2.40669274907676,2.78978080606948,1.96366970523148,1.82661242491707
CACFD1,Cacfd1,one-to-one,NA,NA,NA,NA,NA,0.0035514683961621663,0,0.021308810376973,0,0,0,0
CACFD1_1,NA,human-specific,NA,NA,NA,NA,NA,0.19787293219720697,0.0997777905355829,0.0426176207539459,0.124720491165615,0.313877150205475,0.225363317314648,0.380881223207975
CACHD1,Cachd1,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,6.429405224255961,5.987311692703,3.22526484799175,8.38039104281165,8.64274244358831,6.1404290352124304,6.20029228322863
CACNA1A,Cacna1a,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.35938664133838116,0.596313788868666,0.143090291092804,0.40200366485954,0.487784097838845,0.242133105364083,0.284994900006349
CACNA1B,Cacna1b,one-to-one,NA,NA,Low,Uncertain,glandular cells,0.020711245298067484,0.0119907592946024,0,0,0.0107771631799805,0.0361106050721693,0.0653889442416527
CACNA1B-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C,Cacna1c,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.034591960437759514,0.0642268896540046,0.0173260615727089,0.0375590584900192,0.045573493633775,0.0244322020982333,0.0184340571778161
CACNA1C-AS1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C-AS1_1,NA,human-specific,NA,NA,NA,NA,NA,0.015383449349983635,0,0.0449778342800052,0,0.0473228618198966,0,0
CACNA1C-AS2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C-AS2_1,NA,human-specific,NA,NA,NA,NA,NA,0.038707722481300666,0,0,0,0,0.232246334887804,0
CACNA1C-AS4,NA,human-specific,NA,NA,NA,NA,NA,0.0265521291299745,0.159312774779847,0,0,0,0,0
CACNA1C-AS4_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C-IT1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C-IT1_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C-IT2,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C-IT2_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C-IT3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C-IT3_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNA1C_1,NA,human-specific,NA,NA,NA,NA,NA,0.09018968384708023,0.0694567714514772,0.037757676424355,0.161361956249656,0.139041922857222,0.064653033210364,0.0688667428894072
CACNA1D,Cacna1d,one-to-one,NA,NA,Low,Uncertain,glandular cells,1.1428143562385233,0.786110839667563,1.68689764968105,1.11800864496397,0.833726423358837,1.16665531675349,1.26548726300623
CACNA1E,Cacna1e,one-to-one,NA,NA,NA,NA,NA,0.006632491042658952,0.0130358071514097,0,0.0108630204640196,0.00878733056442512,0,0.00710878807609929
CACNA1F,Cacna1f,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.11900514916658962,0.173831491218083,0.11549662660156,0.0214603773250918,0.164917721278912,0.0697999759565749,0.168524702619316
CACNA1G,Cacna1g,one-to-one,NA,NA,NA,NA,NA,0.04659151634541825,0.0816979114086145,0.023263497725713,0.0605161237431209,0.0367145941754735,0.0328048284695983,0.0445521425499893
CACNA1G-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.1239972011675127,0.163870921162243,0.0699934197099872,0,0.33139212725936,0,0.178726738873486
CACNA1H,Cacna1h,one-to-one,NA,NA,Low,Approved,glandular cells,1.329149302489865,1.22098094983544,0.878055715371813,2.50560608132652,1.75808649742827,0.810447046808185,0.801719524168963
CACNA1I,Cacna1i,one-to-one,NA,NA,NA,NA,NA,0.055169898539787335,0.176873909175608,0.0262773304805899,0.0769006224674545,0.0207355217169969,0.00926368993625052,0.0209683174618242
CACNA1S,Cacna1s,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.028849675634131784,0,0,0,0.0350132653810117,0,0.138084788423779
CACNA2D1,Cacna2d1,one-to-one,Intracellular and membrane,Transport,Not detected,Enhanced,glandular cells,1.1471164613788853,0.789640814881383,0.705684303178479,1.1608232284836,1.07549955644588,1.37559996761379,1.77545089767018
CACNA2D1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.16148455511628784,0.310031914405594,0.170257475292287,0.172237539855645,0.059711419384215,0.160058111595631,0.0966108701643551
CACNA2D2,Cacna2d2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.9354755751452242,1.27320653351674,0.739253611374434,1.02783462721185,1.03706183459597,0.635057179868999,0.900439664303352
CACNA2D3,Cacna2d3,one-to-one,NA,NA,NA,NA,NA,2.2823478177537013,0.449325934992038,1.31033999392937,1.51494744930226,4.58159989857529,4.01282315367309,1.82505047605016
CACNA2D3-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.4302427546661073,0,0.0724017592235888,0.0941705729734597,1.06647238644165,1.22516088692979,0.123250922428155
CACNA2D4,Cacna2d4,one-to-one,NA,NA,NA,NA,NA,0.025221984500084633,0.0612698808554951,0,0.0226922306069287,0.055068698134477,0.012301097403607,0
CACNA2D4_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNB1,Cacnb1,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.709132127252322,1.02527972359126,0.767716742297675,0.59068786307544,0.739483486502157,0.579414045059678,0.552210902987722
CACNB2,Cacnb2,one-to-one,NA,NA,Low,Enhanced,glandular cells,5.1802351113108305,4.05216185515213,4.53270950059517,5.99787117922864,6.75559977987993,6.28935798399287,3.45371036901624
CACNB3,Cacnb3,one-to-one,NA,NA,NA,NA,NA,1.0463327746605173,1.78548532561963,0.610100793457492,1.20353250933599,0.86657831818004,0.630907622633172,1.18139207873678
CACNB4,Cacnb4,one-to-one,NA,NA,Low,Approved,glandular cells,1.176643661593895,1.73460544175102,0.707965287115841,1.03860722871352,1.11298446066977,1.28854399147084,1.17715555984238
CACNG1,Cacng1,one-to-one,NA,NA,NA,NA,NA,0.06452467571013389,0.0901793510082543,0.0770357683904852,0,0.121578320113329,0,0.0983546147487348
CACNG2,Cacng2,one-to-one,NA,NA,NA,NA,NA,0.0014703503017662782,0,0,0,0.00882210181059767,0,0
CACNG2-DT,NA,human-specific,NA,NA,NA,NA,NA,1.5275913871389457,2.11175386713574,1.89416544904015,1.29049817567586,1.80312019362322,1.14473215964034,0.921278477718364
CACNG3,Cacng3,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.011133516640832267,0,0,0,0,0,0.0668010998449936
CACNG4,Cacng4,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.12883173680165566,0.114693637327551,0.139967304555417,0,0.161991320184491,0.177636360803803,0.178701797938672
CACNG5,Cacng5,one-to-one,NA,NA,NA,NA,NA,0.011513170635841065,0,0.00474189535005729,0,0,0.0401204665128611,0.024216661952128
CACNG6,Cacng6,one-to-one,NA,NA,NA,NA,NA,0.028036563381443717,0,0.118000671111073,0,0,0,0.0502187091775893
CACNG7,Cacng7,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
CACNG8,Cacng8,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.01910186794119049,0,0.034000193370987,0.014740975566015,0,0.00799084847156344,0.0578791902385775
CACTIN,Cactin,one-to-one,NA,NA,Medium,Approved,glandular cells,2.094163368359225,2.34351534159085,1.69730499594969,2.4057489592569,1.55684960219174,2.20932975676029,2.35223155440588
CACTIN-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.2556055351878764,0.368259848445626,0.0262155176279173,0.272781251979577,0.165493960049717,0.332708353768964,0.368174279255457
