Geneid,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Annotation,Tissue specificity,Subcellular location [CC],Gene Ontology (GO),Function [CC],Catalytic activity,DNA binding,Gene Ontology (molecular function),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology IDs,.secreted_match_cols,secreted
Cela1,Q91X79 | A0A2R8VHA6 | A0A2R8VHL3 | A0A2R8VK43,reviewed | unreviewed,CELA1_MOUSE | A0A2R8VHA6_MOUSE | A0A2R8VHL3_MOUSE | A0A2R8VK43_MOUSE,Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1) | Chymotrypsin-like elastase family member 1 (Elastase-1),Cela1 Ela1 | Cela1,Mus musculus (Mouse),266 | 46 | 69 | 154,5.0 | 2.0,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P00772}. | SUBCELLULAR LOCATION: Secreted {ECO:0000256|ARBA:ARBA00004613}.,collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252]; digestive system development [GO:0055123]; elastin catabolic process [GO:0060309]; exocrine pancreas development [GO:0031017]; inflammatory response [GO:0006954]; multicellular organism growth [GO:0035264]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pancreas morphogenesis [GO:0061113]; positive regulation of angiogenesis [GO:0045766]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic development [GO:0009791]; proteolysis [GO:0006508]; regulation of cell differentiation [GO:0045595]; regulation of cell population proliferation [GO:0042127]; tissue remodeling [GO:0048771]; transcription by RNA polymerase II [GO:0006366]; Wnt signaling pathway [GO:0016055] | extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508],FUNCTION: Serine proteases that hydrolyze many proteins in addition to elastin. {ECO:0000269|PubMed:35749514}. | FUNCTION: Serine proteases that hydrolyze many proteins in addition to elastin. {ECO:0000256|ARBA:ARBA00037778}.,"CATALYTIC ACTIVITY: Reaction=Hydrolysis of proteins, including elastin. Preferential cleavage: Ala-|-Xaa.; EC=3.4.21.36; Evidence={ECO:0000269|PubMed:35749514};",NA,metal ion binding [GO:0046872]; serine-type endopeptidase activity [GO:0004252] | serine-type endopeptidase activity [GO:0004252],digestive system development [GO:0055123]; elastin catabolic process [GO:0060309]; exocrine pancreas development [GO:0031017]; inflammatory response [GO:0006954]; multicellular organism growth [GO:0035264]; negative regulation of transcription by RNA polymerase II [GO:0000122]; pancreas morphogenesis [GO:0061113]; positive regulation of angiogenesis [GO:0045766]; positive regulation of transcription by RNA polymerase II [GO:0045944]; post-embryonic development [GO:0009791]; proteolysis [GO:0006508]; regulation of cell differentiation [GO:0045595]; regulation of cell population proliferation [GO:0042127]; tissue remodeling [GO:0048771]; transcription by RNA polymerase II [GO:0006366]; Wnt signaling pathway [GO:0016055] | proteolysis [GO:0006508],collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576] | extracellular region [GO:0005576],GO:0000122; GO:0004252; GO:0005576; GO:0006366; GO:0006508; GO:0006954; GO:0009791; GO:0016055; GO:0031017; GO:0035264; GO:0042127; GO:0045595; GO:0045766; GO:0045944; GO:0046872; GO:0048771; GO:0055123; GO:0060309; GO:0061113; GO:0062023 | GO:0004252; GO:0005576; GO:0006508,Subcellular location [CC],yes
Cela2a,P05208,reviewed,CEL2A_MOUSE,Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2) (Elastase-2A),Cela2a Ela-2 Ela2 Ela2a,Mus musculus (Mouse),271,5.0,TISSUE SPECIFICITY: Highly expressed in pancreas (at mRNA and protein levels). Also expressed in adrenal gland and small intestine. {ECO:0000269|PubMed:31358993}.,SUBCELLULAR LOCATION: Secreted {ECO:0000305|PubMed:31358993}.,collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; keratohyalin granule [GO:0036457]; endopeptidase activity [GO:0004175]; serine hydrolase activity [GO:0017171]; serine-type endopeptidase activity [GO:0004252]; establishment of skin barrier [GO:0061436]; insulin catabolic process [GO:1901143]; proteolysis [GO:0006508]; regulation of insulin secretion [GO:0050796]; regulation of platelet aggregation [GO:0090330]; response to insulin [GO:0032868],"FUNCTION: Elastase that enhances insulin signaling and might have a physiologic role in cellular glucose metabolism. Circulates in plasma and reduces platelet hyperactivation, triggers both insulin secretion and degradation, and increases insulin sensitivity. {ECO:0000269|PubMed:31358993}.","CATALYTIC ACTIVITY: Reaction=Preferential cleavage: Leu-|-Xaa, Met-|-Xaa and Phe-|-Xaa. Hydrolyzes elastin.; EC=3.4.21.71; Evidence={ECO:0000305|PubMed:31358993};",NA,endopeptidase activity [GO:0004175]; serine hydrolase activity [GO:0017171]; serine-type endopeptidase activity [GO:0004252],establishment of skin barrier [GO:0061436]; insulin catabolic process [GO:1901143]; proteolysis [GO:0006508]; regulation of insulin secretion [GO:0050796]; regulation of platelet aggregation [GO:0090330]; response to insulin [GO:0032868],collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; keratohyalin granule [GO:0036457],GO:0004175; GO:0004252; GO:0005576; GO:0006508; GO:0017171; GO:0032868; GO:0036457; GO:0050796; GO:0061436; GO:0062023; GO:0090330; GO:1901143,Subcellular location [CC],yes
Cela3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cela3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celf1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celf2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celf3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celf4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celf5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celf6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celrr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celsr1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celsr2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Celsr3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cemip,Q8BI06,reviewed,CEMIP_MOUSE,Cell migration-inducing and hyaluronan-binding protein (EC 3.2.1.35) (Hyaluronan binding protein involved in hyaluronan depolymerization) (Protein 12H19.01.T7),Cemip Hybid Kiaa1199,Mus musculus (Mouse),1361,5.0,"TISSUE SPECIFICITY: Expressed in Deiters' cells and various supporting cells in the organ of Corti including inner phalangeal, border, inner and outer pillar cells (at protein level). Weakly expressed in brain and testis. In ear, it is specifically expressed in inner ear. Expressed in Deiters' cells in the organ of Corti at P0 (postnatal day zero) before the onset of hearing, but disappears by day P7. Also expressed in fibrocytes of the spiral ligament and the spiral limbus through to P21, when the cochlea matures. {ECO:0000269|PubMed:11247670, ECO:0000269|PubMed:14577002, ECO:0000269|PubMed:18448257}.","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Cell membrane {ECO:0000250}. Membrane, clathrin-coated pit {ECO:0000269|PubMed:18448257, ECO:0000269|PubMed:24251095}. Secreted {ECO:0000250}. Note=Retained in the endoplasmic reticulum (ER) in a HSPA5/BIP-dependent manner. Strongly detected in the cytoplasm of breast carcinoma cells, whereas poorly detected in adjacent normal epithelial cells, stromal cells, or benign breast tissues. Localized in the nucleus and cytoplasm of colon adenocarcinomas (By similarity). Colocalized with clathrin heavy chain/CLTC in clathrin-coated vesicles. {ECO:0000250}.",clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle membrane [GO:0030665]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; fibrillar center [GO:0001650]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]; clathrin heavy chain binding [GO:0032050]; ER retention sequence binding [GO:0046923]; hyaluronic acid binding [GO:0005540]; hyalurononglucosaminidase activity [GO:0004415]; hyaluronan catabolic process [GO:0030214]; hyaluronan metabolic process [GO:0030212]; positive regulation of cell migration [GO:0030335]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of protein kinase C activity [GO:1900020]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; sensory perception of sound [GO:0007605],"FUNCTION: Mediates depolymerization of hyaluronic acid (HA) via the cell membrane-associated clathrin-coated pit endocytic pathway. Binds to hyaluronic acid. Hydrolyzes high molecular weight hyaluronic acid to produce an intermediate-sized product, a process that may occur through rapid vesicle endocytosis and recycling without intracytoplasmic accumulation or digestion in lysosomes. Involved in hyaluronan catabolism in the dermis of the skin and arthritic synovium. Positively regulates epithelial-mesenchymal transition (EMT), and hence tumor cell growth, invasion and cancer dissemination. In collaboration with HSPA5/BIP, promotes cancer cell migration in a calcium and PKC-dependent manner. May be involved in hearing. {ECO:0000269|PubMed:24251095}.",CATALYTIC ACTIVITY: Reaction=Random hydrolysis of (1->4)-linkages between N-acetyl-beta-D-glucosamine and D-glucuronate residues in hyaluronate.; EC=3.2.1.35; Evidence={ECO:0000269|PubMed:24251095};,NA,carbohydrate binding [GO:0030246]; clathrin heavy chain binding [GO:0032050]; ER retention sequence binding [GO:0046923]; hyaluronic acid binding [GO:0005540]; hyalurononglucosaminidase activity [GO:0004415],hyaluronan catabolic process [GO:0030214]; hyaluronan metabolic process [GO:0030212]; positive regulation of cell migration [GO:0030335]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of protein kinase C activity [GO:1900020]; positive regulation of protein targeting to membrane [GO:0090314]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; sensory perception of sound [GO:0007605],clathrin-coated endocytic vesicle [GO:0045334]; clathrin-coated pit [GO:0005905]; clathrin-coated vesicle membrane [GO:0030665]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; fibrillar center [GO:0001650]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886],GO:0001650; GO:0004415; GO:0005540; GO:0005576; GO:0005737; GO:0005783; GO:0005886; GO:0005905; GO:0007605; GO:0010800; GO:0030212; GO:0030214; GO:0030246; GO:0030335; GO:0030665; GO:0031965; GO:0032050; GO:0045334; GO:0046923; GO:0051281; GO:0090314; GO:1900020,Subcellular location [CC],yes
Cemip2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenatac,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cend1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cenpx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep112it,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep112os1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep170b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep295nl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep57l1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep68,Q8R555,reviewed,CRAC1_MOUSE,Cartilage acidic protein 1 (68 kDa chondrocyte-expressed protein) (CEP-68) (ASPIC) (Protein CRTAC1-B),Crtac1 Aspic1 Cep68,Mus musculus (Mouse),646,4.0,NA,"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.",extracellular region [GO:0005576]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; postsynaptic density [GO:0014069]; calcium ion binding [GO:0005509]; axonal fasciculation [GO:0007413]; olfactory bulb development [GO:0021772]; regulation of synapse assembly [GO:0051963],NA,NA,NA,calcium ion binding [GO:0005509],axonal fasciculation [GO:0007413]; olfactory bulb development [GO:0021772]; regulation of synapse assembly [GO:0051963],extracellular region [GO:0005576]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; postsynaptic density [GO:0014069],GO:0005509; GO:0005576; GO:0007413; GO:0014069; GO:0021772; GO:0030426; GO:0051963; GO:0098978,Subcellular location [CC],yes
Cep70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep83os,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep85l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cep97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cept1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cer1,O55233,reviewed,CER1_MOUSE,Cerberus (Cerberus-like protein) (Cer-l) (Cerberus-related protein),Cer1 Cerl Cerr1,Mus musculus (Mouse),272,5.0,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:9431803}.,extracellular region [GO:0005576]; extracellular space [GO:0005615]; BMP binding [GO:0036122]; cytokine activity [GO:0005125]; morphogen activity [GO:0016015]; protein homodimerization activity [GO:0042803]; anterior/posterior axis specification [GO:0009948]; anterior/posterior pattern specification [GO:0009952]; bone mineralization [GO:0030282]; cell migration involved in gastrulation [GO:0042074]; cell population proliferation [GO:0008283]; cellular response to cadmium ion [GO:0071276]; determination of dorsal identity [GO:0048263]; gastrulation [GO:0007369]; growth plate cartilage chondrocyte proliferation [GO:0003419]; negative regulation of activin receptor signaling pathway [GO:0032926]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of mesoderm development [GO:2000381]; nervous system development [GO:0007399]; sequestering of BMP in extracellular matrix [GO:0035582]; signal transduction involved in regulation of gene expression [GO:0023019]; ureteric bud development [GO:0001657],"FUNCTION: Cytokine that may play a role in anterior neural induction and somite formation during embryogenesis in part, through a BMP-inhibitory mechanism. Can regulate Nodal signaling during gastrulation as well as the formation and patterning of the primitive streak. {ECO:0000269|PubMed:12431380, ECO:0000269|PubMed:9431803, ECO:0000269|PubMed:9501024, ECO:0000269|PubMed:9600941}.",NA,NA,BMP binding [GO:0036122]; cytokine activity [GO:0005125]; morphogen activity [GO:0016015]; protein homodimerization activity [GO:0042803],anterior/posterior axis specification [GO:0009948]; anterior/posterior pattern specification [GO:0009952]; bone mineralization [GO:0030282]; cell migration involved in gastrulation [GO:0042074]; cell population proliferation [GO:0008283]; cellular response to cadmium ion [GO:0071276]; determination of dorsal identity [GO:0048263]; gastrulation [GO:0007369]; growth plate cartilage chondrocyte proliferation [GO:0003419]; negative regulation of activin receptor signaling pathway [GO:0032926]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of mesoderm development [GO:2000381]; nervous system development [GO:0007399]; sequestering of BMP in extracellular matrix [GO:0035582]; signal transduction involved in regulation of gene expression [GO:0023019]; ureteric bud development [GO:0001657],extracellular region [GO:0005576]; extracellular space [GO:0005615],GO:0001657; GO:0003419; GO:0005125; GO:0005576; GO:0005615; GO:0007369; GO:0007399; GO:0008283; GO:0008285; GO:0009948; GO:0009952; GO:0016015; GO:0023019; GO:0030282; GO:0030514; GO:0032926; GO:0035582; GO:0036122; GO:0042074; GO:0042803; GO:0048263; GO:0071276; GO:2000381,Subcellular location [CC],yes
Cercam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cerk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cerkl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cerox1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cers1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cers2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cers3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cers4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cers5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cers6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Cert1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces1a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces1b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces1c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces1d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces1e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces1f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces1g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces1h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces2a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces2c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces2d-ps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces2e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces2f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces2g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces2h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
Ces3a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation
