Geneid,mouse_gene,ortholog_type,Secretome location,Secretome function,Level,Reliability,Cell type,Mean_TPM,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04
B4GALNT2,B4galnt2,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.1156301559530821,0.203085415955306,0.0229016269439674,0.070086670054842,0.166446910858213
B4GALNT3,B4galnt3,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,1.07083301365864,1.04834145661518,0.871693262413894,0.588457531936886,1.7748398036686
B4GALNT4,B4galnt4,one-to-one,NA,NA,Low,Uncertain,glandular cells,0.8026286296459217,1.08426903482966,0.697841278217399,0.418911780368198,1.00949242516843
B4GALT1,B4galt1,one-to-one,Intracellular and membrane,Enzyme,Medium,Enhanced,glandular cells,26.0794298669279,29.4536619927625,22.5672046160328,24.6721423147361,27.6247105441802
B4GALT1-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.1747350056888983,1.75254074652576,1.04628334289824,0.816504499105474,1.08361143422612
B4GALT2,B4galt2,one-to-one,NA,NA,Medium,Supported,glandular cells,14.8191020358847,15.9484611086757,16.7532961213517,10.0719623613015,16.5026885522099
B4GALT3,B4galt3,one-to-one,NA,NA,Low,Approved,glandular cells,14.42056656525385,14.152258936297,14.5601126211717,12.6676552012808,16.3022395022659
B4GALT4,B4galt4,one-to-one,Intracellular and membrane,Enzyme,Not detected,Approved,glandular cells,4.678365155040162,5.56997611998713,4.99077506018069,4.10428669891596,4.04842274107687
B4GALT4-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.9671100280653058,1.27536756316159,1.55326916861144,0.475352532783723,0.56445084770447
B4GALT5,B4galt5,one-to-one,NA,NA,NA,NA,NA,12.777357445015136,17.7416015180349,13.9441234139578,6.68584783261654,12.7378570154513
B4GALT6,B4galt6,one-to-one,NA,NA,Medium,Approved,glandular cells,1.657221113261965,1.70238529157158,2.39863700721756,1.01684255619743,1.51101959806129
B4GALT7,B4galt7,one-to-one,NA,NA,Medium,Supported,glandular cells,6.552704776867845,7.18026036064519,6.8133865648809,5.54824596952108,6.66892621242421
B4GAT1,B4gat1,one-to-one,Intracellular and membrane,Enzyme,Medium,Uncertain,glandular cells,11.688759962199915,10.7509609270518,13.5777550045436,8.50376548932077,13.9225584278835
B4GAT1-DT,NA,human-specific,NA,NA,NA,NA,NA,0.52402983352605,0.481805523861044,0.611240182092463,0.336708044055137,0.666365584095556
B9D1,B9d1,one-to-one,NA,NA,Low,Approved,glandular cells,1.7574310969225124,1.67106144225846,1.94724436957057,1.2543200642054,2.15709851165562
B9D2,B9d2,one-to-one,NA,NA,Medium,Enhanced,glandular cells,1.7131724110901574,1.72114616564903,1.50587829292241,2.37798255921233,1.24768262657686
BAALC,Baalc,one-to-one,NA,NA,Not detected,Approved,glandular cells,1.1059143750832516,1.25843249764117,1.63867593786431,0.68586114928685,0.840687915540676
BAALC-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.3542881019007014,1.33790624807695,1.35786248716078,0.712374043620786,2.00900962874429
BAALC-AS2,NA,human-specific,NA,NA,NA,NA,NA,0.034969755764108,0.139879023056432,0,0,0
BAAT,Baat,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.05113733751722883,0.0936302232604458,0.0760214509873703,0.0348976758210992,0
BAAT_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
BABAM1,Babam1,one-to-one,NA,NA,Low,Approved,glandular cells,29.7148106372108,29.4681111357104,31.9977107789712,27.2298055811431,30.1636150530185
BABAM2,Babam2,one-to-one,NA,NA,Medium,Enhanced,glandular cells,8.95381246089423,9.74760266456063,8.42283121735069,8.29540827111047,9.34940769055513
BABAM2-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.7403504709634385,1.21279075807337,0.594218303603812,0.506584254346969,0.647808567829603
BACE1,Bace1,one-to-one,NA,NA,Not detected,Approved,glandular cells,13.350682958126374,14.1170789243295,14.7746534305341,12.8410300636918,11.6699694139501
BACE1-AS,NA,human-specific,NA,NA,NA,NA,NA,4.95384817125137,4.96172088572537,5.37713544915668,4.54494639830061,4.93158995182282
BACE2,Bace2,one-to-one,Intracellular and membrane,Enzyme,Not detected,Approved,glandular cells,14.242154398574796,19.116830382341,13.7552480859793,9.83880548790678,14.2577336380721
BACH1,Bach1,one-to-one,NA,NA,Not detected,Approved,glandular cells,30.84152492571785,31.4573114075008,44.58293237798,22.4580591483971,24.8677967689935
BACH1-IT2,NA,human-specific,NA,NA,NA,NA,NA,4.288718903761837,3.71987506701694,6.32153437200465,2.90190274377694,4.21156343224882
BACH1-IT3,NA,human-specific,NA,NA,NA,NA,NA,5.352818599049913,3.41773376531972,9.36552444522363,2.38847085438127,6.23954533127503
BACH2,Bach2,one-to-one,NA,NA,Low,Enhanced,glandular cells,1.070473731301975,1.671444274204,1.29902634032543,0.603334044865808,0.708090265812662
BACH2_1,NA,human-specific,NA,NA,NA,NA,NA,0.04658350221194644,0.0844552592038836,0.0428574978557832,0.059021251788119,0
BAD,Bad,one-to-one,NA,NA,Medium,Approved,glandular cells,28.21841166464033,28.6815994204339,28.4190729368166,23.661992743012,32.1109815582988
BAG1,Bag1,one-to-one,NA,NA,Medium,Supported,glandular cells,14.40233354461505,15.5650932169224,15.0783672312116,13.2003656224339,13.7655081078923
BAG2,Bag2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.26807555543600603,0.261247965600824,0.236736380369324,0.130408709908391,0.443909165865485
BAG3,Bag3,one-to-one,NA,NA,Medium,Enhanced,glandular cells,20.6029587162268,30.2335317870227,21.5561332596676,11.2584862274617,19.3636835907552
BAG4,Bag4,one-to-one,NA,NA,Medium,Approved,glandular cells,7.7955842718404975,7.67031638844401,8.9591470178093,6.66965926866044,7.88321441244824
BAG5,Bag5,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,15.1948172331673,16.908989461128,18.3504578029355,12.645198876817,12.8746227917887
BAG6,Bag6,one-to-one,Intracellular and membrane,Transport,Medium,Enhanced,glandular cells,0.1561561333969338,0.159274553342494,0.290970532963024,0.103887881361365,0.0704915659208522
BAG6_1,NA,human-specific,NA,NA,NA,NA,NA,0.06765494490480145,0.175041272888966,0.0807509965333163,0.0148275101969235,0
BAG6_2,NA,human-specific,NA,NA,NA,NA,NA,0.10644797699159476,0.0318256859798121,0.193802391679959,0.0593100407876939,0.140853789518914
BAG6_3,NA,human-specific,NA,NA,NA,NA,NA,0.0634157976388718,0.0318549106684988,0.0808251480452844,0,0.140983131841704
BAG6_4,NA,human-specific,NA,NA,NA,NA,NA,0.30449452790055376,0.286299843614816,0.371284270167857,0.29641423410631,0.263979763713232
BAG6_5,NA,human-specific,NA,NA,NA,NA,NA,0.4212680464947962,0.953021915329538,0.24180930280581,0.103602475093888,0.386638492749949
BAG6_6,NA,human-specific,NA,NA,NA,NA,NA,0.08602467352898535,0.127186059461027,0.0484061885726754,0.13332527500625,0.035181171075989
BAGE2,NA,human-specific,NA,NA,NA,NA,NA,0.0673323180326489,0.0660761861295146,0.0502963349836084,0.0615694709129393,0.0913872801045333
BAGE5,NA,human-specific,NA,NA,NA,NA,NA,0.1533209558697626,0.188532596293452,0.0382689505310064,0.386482276654592,0
BAHCC1,Bahcc1,one-to-one,NA,NA,Medium,Approved,glandular cells,1.5300962754457266,2.22518077467403,1.26108500726445,0.691137564113176,1.94298175573125
BAHCC1_1,NA,human-specific,NA,NA,NA,NA,NA,0.5824062280278023,0.794265437570107,0.695349138722962,0.672297945518813,0.167712390299327
BAHD1,Bahd1,one-to-one,NA,NA,NA,NA,NA,2.7426220116643725,3.48368509538663,2.64966581287119,2.02975084318468,2.80738629521499
BAIAP2,Baiap2,one-to-one,NA,NA,Medium,Enhanced,glandular cells,11.2716817845231,12.4095108548692,12.6147789045241,8.9153616659915,11.1470757127076
BAIAP2-DT,NA,human-specific,NA,NA,NA,NA,NA,4.599481076337975,5.63388788996167,4.30038783619181,3.20242022990961,5.26122834928881
BAIAP2L1,Baiap2l1,one-to-one,NA,NA,Medium,Enhanced,glandular cells,11.79689024765605,12.7149072568564,12.9238813019609,11.4397597190091,10.1090127127978
BAIAP2L2,Baiap2l2,one-to-one,NA,NA,Not detected,Approved,glandular cells,2.801059833302838,3.89386355028631,2.52924448308692,2.1769699431053,2.60416135673282
BAIAP3,Baiap3,one-to-one,NA,NA,High,Uncertain,glandular cells,3.3782674961654675,2.79558139609092,2.73944309636803,2.55358097404896,5.42446451815396
BAK1,Bak1,one-to-one,NA,NA,Medium,Enhanced,glandular cells,3.8557073092993326,5.06228845347088,3.81278668424128,2.65642475309859,3.89132934638658
BALR6,NA,human-specific,NA,NA,NA,NA,NA,0.0325967368525725,0,0,0,0.13038694741029
BAMBI,Bambi,one-to-one,NA,NA,Not detected,Approved,glandular cells,5.634301028171513,6.89286767193754,7.45373243459034,2.56145019439697,5.6291538117612
BANCR,NA,human-specific,NA,NA,NA,NA,NA,0.11099108937015326,0.102785178423689,0,0,0.341179179056924
BANF1,Banf1,one-to-one,NA,NA,Medium,Enhanced,glandular cells,7.01152004178395,5.03245280668553,8.83772601667969,6.48060078924704,7.69530055452354
BANF2,Banf2,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.13820716222308824,0.552828648892353,0,0,0
BANK1,Bank1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.9197813406966052,0.547897009877666,0.803211433198309,0.756337460761466,1.57167945894898
BANP,Banp,one-to-one,NA,NA,Low,Approved,glandular cells,4.01943302567361,3.80319545776947,4.02417609036102,2.98583928220203,5.26452127236192
BAP1,Bap1,one-to-one,NA,NA,Medium,Approved,glandular cells,24.100663482510875,24.6205380369745,26.3887830044825,19.1353686786658,26.2579642099207
BARD1,Bard1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,2.54254382082243,1.70528891831747,4.86098701025012,1.40261812434803,2.2012812303741
BARHL1,Barhl1,one-to-one,NA,NA,NA,NA,NA,0.41733235428376025,0.436810044717673,0.554156891214993,0.678362481202375,0
BARHL2,Barhl2,one-to-one,NA,NA,NA,NA,NA,0.02840338241102225,0.113613529644089,0,0,0
BARX1,Barx1,one-to-one,NA,NA,NA,NA,NA,1.5654869446577682,0.4591660849503,1.86406006557384,0.941267225737193,2.99745440236974
BARX1-DT,NA,human-specific,NA,NA,NA,NA,NA,0.0243650065664539,0,0.0974600262658156,0,0
BARX2,Barx2,one-to-one,NA,NA,High,Enhanced,glandular cells,93.91233490029892,90.8523443884428,103.994709170488,78.1123338640729,102.689952178192
BASP1,Basp1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,1.2175495081096257,1.62206152985312,0.785713203250843,0.79006520857996,1.67235809075458
BASP1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.03757176007634028,0.0418455943522258,0,0.0389915225926335,0.0694499233605018
BASP1P1,NA,human-specific,NA,NA,NA,NA,NA,0.17907239374114575,0.481805523861044,0.122248036418493,0.112236014685046,0
BATF,Batf,one-to-one,NA,NA,Not detected,Approved,glandular cells,1.9463967611644777,2.7356843764465,1.46536967203065,1.06212395057918,2.52240904560158
BATF2,Batf2,one-to-one,NA,NA,Medium,Approved,glandular cells,2.62647780281572,2.75074871772649,2.76075918015754,2.22138311355495,2.7730201998239
BATF3,Batf3,one-to-one,NA,NA,NA,NA,NA,0.27591399931393024,0.298794123324678,0.60650188610725,0,0.198359987823793
BAX,Bax,one-to-one,NA,NA,Medium,Approved,glandular cells,3.2754137418915024,3.30818521284192,3.17100072214538,2.91129816104892,3.71117087152979
BAZ1A,Baz1a,one-to-one,NA,NA,Low,Supported,glandular cells,4.720604936217359,4.64822200104084,5.17322790733574,3.78158893483166,5.2793809016612
BAZ1A-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.7128948817268412,0.854658984693238,0.89838592183656,0.625717016317157,0.47281760406041
BAZ1B,Baz1b,one-to-one,NA,NA,Medium,Supported,glandular cells,15.8000631220198,16.2464909210793,18.0280619779546,13.2025447284791,15.7231548605662
BAZ2A,Baz2a,one-to-one,NA,NA,NA,NA,NA,11.4656258304584,11.5808439294132,12.1031109978224,9.6814185711159,12.4971298234821
BAZ2B,Baz2b,one-to-one,NA,NA,Low,Uncertain,glandular cells,18.553724750594675,18.3844610348481,23.5399886021732,16.1749317090004,16.115517656357
BAZ2B-AS1,NA,human-specific,NA,NA,NA,NA,NA,1.2956909820432927,0.988721433330481,1.23283361808356,1.71095944210428,1.25024943465485
BBC3,Bbc3,one-to-one,NA,NA,Medium,Approved,glandular cells,1.2286210837107767,2.1222850605701,0.760214509873703,0.581627930351654,1.45035683404765
BBIP1,Bbip1,one-to-one,NA,NA,Not detected,Approved,glandular cells,5.455291723642695,3.94711792524429,7.39201130473622,5.51685811160303,4.96517955298724
BBLN,Bbln,one-to-one,NA,NA,Medium,Uncertain,glandular cells,18.977523777995575,20.794288404821,17.4036750028509,17.539428113054,20.1727035912564
BBOF1,Bbof1,one-to-one,NA,NA,Medium,Approved,glandular cells,1.0807851642455937,0.869829947030053,1.09228334792282,0.892927409648982,1.46809995238052
BBOX1,Bbox1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.09601663105422877,0.167652022801427,0,0,0.216414501415488
BBOX1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.1385491956165925,0,0.119347235554325,0.109572787217943,0.325276759694102
BBS1,Bbs1,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,15.996285291878277,15.8000167753577,15.8057128701458,14.7607687911677,17.6186427308419
BBS10,Bbs10,one-to-one,NA,NA,Not detected,Approved,glandular cells,7.373258804484543,6.22242111533546,9.45311721973313,6.97574512795844,6.84175175491114
BBS12,Bbs12,one-to-one,NA,NA,Not detected,Approved,glandular cells,0.7373347345133305,0.752252781612617,0.656021588734881,0.758059584848896,0.783004982856928
BBS2,Bbs2,one-to-one,NA,NA,Not detected,Approved,glandular cells,17.199308420531626,15.9458995035204,19.4321696431146,17.0906306206815,16.32853391481
BBS4,Bbs4,one-to-one,NA,NA,High,Approved,glandular cells,5.320000060109118,5.00277842573972,5.52322046496045,5.4347023304967,5.3192990192396
BBS5,Bbs5,one-to-one,NA,NA,Low,Uncertain,glandular cells,2.776724461855435,3.0308450048011,3.1429238764686,2.33297425396608,2.60015471218596
BBS7,Bbs7,one-to-one,NA,NA,Not detected,Approved,glandular cells,1.90487265645012,1.82027849646318,2.0599659835404,1.63608682284326,2.10315932295364
BBS7-DT,NA,human-specific,NA,NA,NA,NA,NA,0.078652986975213,0,0,0,0.314611947900852
BBS9,Bbs9,one-to-one,NA,NA,Medium,Uncertain,glandular cells,5.92036830885087,6.99707427954264,5.63585422465334,5.06419091879938,5.98435381240812
BBX,Bbx,one-to-one,NA,NA,Medium,Enhanced,glandular cells,10.29446974183395,10.2787367578111,11.5178521414159,8.8782148975329,10.5030751705759
BCAM,Bcam,one-to-one,NA,NA,Low,Enhanced,glandular cells,17.5246739390027,19.1497684867044,17.9372181538745,10.9285362244186,22.0831728910133
BCAN,Bcan,one-to-one,Secreted in brain,No annotated function,Not detected,Enhanced,glandular cells,0.39027177746792874,0.505194141524202,0.221177486792567,0.166142632817612,0.668572848737334
BCAN-AS2,NA,human-specific,NA,NA,NA,NA,NA,0.02278798348771902,0,0.0911519339508761,0,0
BCAN-AS2_1,NA,human-specific,NA,NA,NA,NA,NA,0.02442957585774307,0.0977183034309723,0,0,0
BCAN_1,NA,human-specific,NA,NA,NA,NA,NA,0.08366201411921115,0.107067894191343,0,0.0498826731933536,0.177697489092148
BCAP29,Bcap29,one-to-one,NA,NA,Medium,Supported,glandular cells,0.00309054024653492,0,0.0123621609861397,0,0
BCAP29_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
BCAP31,Bcap31,one-to-one,NA,NA,Low,Supported,glandular cells,50.286660313607726,54.8023626197881,50.9876935400841,44.9711032389871,50.3854818555716
BCAR1,Bcar1,one-to-one,NA,NA,Medium,Approved,glandular cells,2.65832642397636,2.88981703309837,3.67543340706228,1.5451881276569,2.52286712808789
BCAR1_1,NA,human-specific,NA,NA,NA,NA,NA,1.9477786585491472,2.90386329899509,1.36023571752193,2.19239648518065,1.33461913249892
BCAR3,Bcar3,one-to-one,NA,NA,Low,Approved,glandular cells,5.029148179058852,4.79160317063376,7.01591868093791,4.4178442799949,3.89122658466884
BCAR3-AS1,NA,human-specific,NA,NA,NA,NA,NA,5.628599832169635,4.66382811829641,9.0610682870598,3.97324114470185,4.81626177862048
BCAR4,NA,human-specific,NA,NA,NA,NA,NA,0.1790213635862035,0.31680363212781,0.107176360695665,0,0.292105461521339
BCAS1,Bcas1,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.5014547554490345,0.438105596897758,0.323374828826874,0.296890674895919,0.947447921175587
BCAS2,Bcas2,one-to-one,NA,NA,Low,Supported,glandular cells,21.189003754399724,19.8073085009416,26.3986724478673,18.8619885008581,19.6880455679319
BCAS3,Bcas3,one-to-one,NA,NA,Medium,Approved,glandular cells,11.730417098696888,12.4406765247523,14.7521831041447,9.14813390999685,10.5806748558937
BCAS3-AS1,NA,human-specific,NA,NA,NA,NA,NA,3.41702599265191,3.66535824944855,3.76431689499962,2.52086324303921,3.71756558312026
BCAS4,NA,human-specific,NA,NA,Medium,Uncertain,glandular cells,0.8904351681151003,1.13368237448316,0.956516578288527,0.655452138914695,0.816089580774019
BCAT1,Bcat1,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,1.7355774318463475,2.09172776893885,2.8128796350358,0.974530913263031,1.06317141014771
BCAT2,Bcat2,one-to-one,NA,NA,High,Enhanced,glandular cells,14.769601252625623,15.8514960218236,15.3989463956664,11.8289291719723,15.9990334210402
BCCIP,Bccip,one-to-one,NA,NA,NA,NA,NA,9.492362411680803,9.02167551747444,10.0592669967217,9.89096197651499,8.99754515601209
BCDIN3D,Bcdin3d,one-to-one,NA,NA,High,Approved,glandular cells,1.657417380510225,1.52696208182124,2.05176617602073,1.24245894495733,1.8084823192416
BCDIN3D-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.7174888403891947,0.404417071841913,1.45937552284045,0.334963442790603,0.671199324083813
BCHE,Bche,one-to-one,Secreted to blood,Enzyme,Not detected,Approved,glandular cells,1.2728332990653026,1.25688397528968,1.0205053474935,1.14513267156916,1.66881120190887
BCKDHA,Bckdha,one-to-one,NA,NA,High,Supported,glandular cells,27.495132489948027,27.0828914445887,26.4763141102003,22.4894686233658,33.9318557816373
BCKDHB,Bckdhb,one-to-one,NA,NA,Medium,Approved,glandular cells,3.89972002582304,4.15760612340208,4.76515844998606,3.33172283512947,3.34439269477455
BCKDK,Bckdk,one-to-one,NA,NA,Medium,Supported,glandular cells,37.67258660014163,38.108892990117,38.467936068177,31.1979884897851,42.9155288524874
BCL10,Bcl10,one-to-one,NA,NA,Low,Approved,glandular cells,4.7111920696281,4.67081663676486,5.02456074647142,3.43941408995505,5.70997680532107
BCL10-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.61557215910124,0.859436880400781,0.79296023622806,0.291206957020659,0.51868456275546
BCL11A,Bcl11a,one-to-one,NA,NA,Low,Enhanced,glandular cells,3.980087939398093,3.80976595763444,4.84188686482674,3.06093410894289,4.2077648261883
BCL11B,Bcl11b,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.6135313539390803,0.494124894523691,0.633035015905778,0.332108529617957,0.994856975708895
BCL2,Bcl2,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,4.295319080356737,4.87029987365986,4.76612456379314,3.12872143025232,4.41613045372163
BCL2A1,Bcl2a1a | Bcl2a1b | Bcl2a1c | Bcl2a1d,one-to-many (mouse-to-human),NA,NA,NA,NA,NA,0.4857141838673005,0.829904251626679,0.252684936520521,0.309320308414289,0.550947238907713
BCL2L1,Bcl2l1,one-to-one,NA,NA,Low,Approved,glandular cells,10.10079879255184,10.2591403087317,13.5519764227965,8.16047823493631,8.43160020374284
BCL2L1-AS1,NA,human-specific,NA,NA,NA,NA,NA,9.42471321533611,9.43029064178509,12.2078482969923,8.60777069074103,7.45294323182602
BCL2L10,NA,human-specific,NA,NA,Not detected,Enhanced,glandular cells,0.04224992911516419,0.0526004514298638,0,0,0.116399265030793
BCL2L11,Bcl2l11,one-to-one,NA,NA,Medium,Approved,glandular cells,2.651719748016785,2.49933156786224,3.10275396348709,2.07910273501562,2.92569072570219
BCL2L12,Bcl2l12,one-to-one,NA,NA,Medium,Approved,glandular cells,2.957052026870655,2.91512585865506,2.44085155067511,2.68234643499386,3.78988426315859
BCL2L13,Bcl2l13,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,8.826318899396876,8.39387738882816,9.34323652615604,8.35412348073455,9.21403820186875
BCL2L14,Bcl2l14,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0,0,0,0,0
BCL2L14_1,NA,human-specific,NA,NA,NA,NA,NA,0.06575559137532047,0.0509772192769951,0.051737596603271,0.0475003265676608,0.112807223053355
BCL2L15,Bcl2l15,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,0.27497902401313984,0.263380602054709,0.337653717372476,0.0387500166584933,0.460131759966881
BCL2L2,Bcl2l2,one-to-one,NA,NA,Medium,Approved,glandular cells,35.2279782901858,35.9015790856256,39.368581397899,29.8222286395993,35.8195240376193
BCL2L2-PABPN1,NA,human-specific,NA,NA,Medium,Approved,glandular cells,0.22878627549808409,0.297950900645357,0.302395142846235,0.0793226312375292,0.235476427263215
BCL3,Bcl3,one-to-one,NA,NA,Not detected,Approved,glandular cells,5.732078973060824,10.8664253888231,5.67643857396579,1.9357158033665,4.44973612608791
BCL6,Bcl6,one-to-one,NA,NA,Not detected,Enhanced,glandular cells,20.28268876598375,22.4752097891236,26.02730891947,19.4597550401703,13.1684813151711
BCL6-AS1,NA,human-specific,NA,NA,NA,NA,NA,2.0144310733784225,2.0353061646451,2.06566483625519,2.56583731242016,1.39091598019324
BCL6B,Bcl6b,one-to-one,NA,NA,NA,NA,NA,1.240878353283805,1.00322647213936,1.63709080128105,1.19141377652626,1.13178236318855
BCL7A,Bcl7a,one-to-one,NA,NA,Low,Approved,glandular cells,1.144410870855037,0.879851989677024,1.39527481460472,0.700281564808993,1.60223511432941
BCL7A_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
BCL7B,Bcl7b,one-to-one,NA,NA,Not detected,Approved,glandular cells,10.865982288233848,12.0828361561922,11.4810715192265,8.77854470437139,11.1214767731453
BCL7C,Bcl7c,one-to-one,NA,NA,Not detected,Uncertain,glandular cells,3.540442044518635,3.26323469518638,4.21348445146194,3.07445150025156,3.61059753117466
BCL9,Bcl9,one-to-one,NA,NA,Low,Approved,glandular cells,5.5491938937577,5.95262200299093,5.73422103157765,4.5438448601527,5.96608768030952
BCL9L,Bcl9l,one-to-one,NA,NA,Medium,Uncertain,glandular cells,7.886033251226968,9.87488135630246,6.7506880287734,6.4429999428806,8.47556367695141
BCLAF1,Bclaf1,one-to-one,NA,NA,High,Enhanced,glandular cells,36.14168034234187,44.6222017502004,47.6754680090002,27.6208541983972,24.6481974117697
BCLAF3,Bclaf3,one-to-one,NA,NA,Low,Approved,glandular cells,3.475200087272385,3.89167136360867,3.92356253586841,2.47352833552541,3.61203811408705
BCO1,Bco1,one-to-one,NA,NA,NA,NA,NA,0.01449462103274017,0,0.0579784841309607,0,0
BCO1_1,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
BCO2,Bco2,one-to-one,NA,NA,Medium,Supported,glandular cells,1.542269965132175,1.36675116217811,1.19905119126198,1.42462916002227,2.17864834706634
BCOR,Bcor,one-to-one,NA,NA,NA,NA,NA,5.859753769922097,6.31918531358233,6.60555014328272,4.1990637586427,6.31521586418064
BCORL1,Bcorl1,one-to-one,NA,NA,NA,NA,NA,1.9661150860528724,2.05247857408129,1.42029094754251,1.53578711622818,2.85590370635951
BCORP1,NA,human-specific,NA,NA,NA,NA,NA,0.08694325616733775,0.189149387775328,0,0.158623636894023,0
BCR,Bcr,one-to-one,NA,NA,Medium,Approved,glandular cells,18.51262520367855,23.2391787749624,19.5890988883527,13.8388346386359,17.3833885127632
BCRP2,NA,human-specific,NA,NA,NA,NA,NA,0.02229434300642362,0.0891773720256945,0,0,0
BCRP3,NA,human-specific,NA,NA,NA,NA,NA,0.02693519834659925,0,0,0,0.107740793386397
BCS1L,Bcs1l,one-to-one,NA,NA,Medium,Supported,glandular cells,7.455469868353918,7.61293759287808,7.14988843199674,5.78083486314905,9.2782185853918
BCYRN1,NA,human-specific,NA,NA,NA,NA,NA,7.19150383379966,7.97869947513889,9.85808165678725,5.1718355566869,5.7573986465856
BDH1,Bdh1,one-to-one,NA,NA,Low,Enhanced,glandular cells,0.35476547241518425,0.420779071923431,0.443480630366316,0.256359938370881,0.298442249000109
BDH1_1,NA,human-specific,NA,NA,NA,NA,NA,0.6075734517556217,1.21960865240471,0.319432351469472,0.586542166905234,0.304710636243071
BDH2,Bdh2,one-to-one,NA,NA,Medium,Enhanced,glandular cells,5.347666669256895,3.91754185379969,5.27902695059273,7.6227825375842,4.57131533505096
BDKRB1,Bdkrb1,one-to-one,NA,NA,High,Approved,glandular cells,0.06858927092739868,0.106656411123736,0,0.0496909642264307,0.118009708359428
BDKRB2,Bdkrb2,one-to-one,NA,NA,Low,Approved,glandular cells,0.8135112156482179,1.23272764663546,0.33480543307407,0.533879421204542,1.1526323616788
BDNF,Bdnf,one-to-one,Secreted to blood,Growth factor,Not detected,Enhanced,glandular cells,0.3314526490869945,0.250235089069161,0.348029675681394,0.276347077568095,0.451198754029328
BDNF-AS,NA,human-specific,NA,NA,NA,NA,NA,1.1917798634358638,1.22796452099098,1.43091506934684,0.699240303878515,1.40899955952712
BDP1,Bdp1,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0
BDP1_1,NA,human-specific,NA,NA,NA,NA,NA,0.03793051006533597,0.0983035937136464,0.0136049853114675,0.0249814946062677,0.0148319666299623
BDP1_2,NA,human-specific,NA,NA,NA,NA,NA,0.1758902355520861,0.0716920645166524,0.218284274793237,0.121079203648864,0.292505399249591
BDP1_3,NA,human-specific,NA,NA,NA,NA,NA,0,0,0,0,0
BEAN1,Bean1,one-to-one,NA,NA,NA,NA,NA,0.625007008608481,0.71073474520238,0.783673766280581,0.384273857285134,0.621345665665829
BEAN1-AS1,NA,human-specific,NA,NA,NA,NA,NA,0.46043670908045176,0.143643882890249,0,0.267693351795388,1.43040960163617
BECN1,Becn1,one-to-one,NA,NA,Low,Supported,glandular cells,14.786271026191525,16.7513819266456,15.3176273817872,13.1841799528763,13.891894843457
BECN2,Becn2,one-to-one,NA,NA,NA,NA,NA,0,0,0,0,0
BEGAIN,Begain,one-to-one,NA,NA,NA,NA,NA,0.6469678438689578,0.568265040801112,0.865111942011433,0.397129964097794,0.757364428565492
BEND2,Bend2,many-to-many,NA,NA,Not detected,Enhanced,glandular cells,0.0203859452113363,0,0,0,0.0815437808453452
BEND3,Bend3,one-to-one,NA,NA,Low,Uncertain,glandular cells,0.8224999957051865,0.714853869700395,0.805025319285984,0.729969732771617,1.04015106106275
BEND3P3,NA,human-specific,NA,NA,NA,NA,NA,2.5944817356189875,3.10411932982229,2.30634553124228,3.02338014773399,1.94408193367739
BEND4,Bend4,one-to-one,NA,NA,NA,NA,NA,0.03784007657159565,0,0.0325957037273703,0.029926140242373,0.0888384623166393
BEND5,Bend5,one-to-one,NA,NA,NA,NA,NA,0.9608233753512516,0.89075600417106,0.731843961245087,1.17254270568865,1.04815083030021
BEND6,Bend6,one-to-one,NA,NA,Low,Enhanced,glandular cells,0.1012561043939947,0.123627931995706,0.0250943937908239,0.0921567276672649,0.164145364122184
