Geneid,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Annotation,Tissue specificity,Subcellular location [CC],Gene Ontology (GO),Function [CC],Catalytic activity,DNA binding,Gene Ontology (molecular function),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology IDs,.secreted_match_cols,secreted,Reference,Function
Chia1,Q91XA9,reviewed,CHIA_MOUSE,Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (YNL),Chia Chia1,Mus musculus (Mouse),473,5,"TISSUE SPECIFICITY: Detected in macrophages and lung epithelial cells. Detected in the acinar cells of parotid gland and von Ebner's gland but not in submandibular and sublingual glands. Detected in gastric chief cells. Also present in parotid glandular saliva and gastric juice (at protein level). Highly expressed in submandibular gland (PubMed:11085997) and stomach. Highly expressed in parotid gland but not in submandibular and sublingual glands (PubMed:12133911). In tongue, expressed only in von Ebner's gland. Expressed at lower levels in lung. {ECO:0000269|PubMed:11085997, ECO:0000269|PubMed:12133911, ECO:0000269|PubMed:12971947, ECO:0000269|PubMed:15192232, ECO:0000269|PubMed:18824549}.","SUBCELLULAR LOCATION: Secreted. Cytoplasm. Cytoplasmic granule. Note=Detected in secretory granules of parotid acinar cells and gastric chief cells and secreted from them into saliva and gastric juice, respectively.",cytoplasm [GO:0005737]; extracellular space [GO:0005615]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; endochitinase activity [GO:0008843]; apoptotic process [GO:0006915]; chitin catabolic process [GO:0006032]; immune system process [GO:0002376]; polysaccharide catabolic process [GO:0000272]; positive regulation of chemokine production [GO:0032722]; production of molecular mediator involved in inflammatory response [GO:0002532],"FUNCTION: Degrades chitin and chitotriose. May participate in the defense against nematodes, fungi and other pathogens. Plays a role in T-helper cell type 2 (Th2) immune response. Contributes to the response to IL-13 and inflammation in response to IL-13. Stimulates chemokine production by pulmonary epithelial cells. Protects lung epithelial cells against apoptosis and promotes phosphorylation of AKT1. Its function in the inflammatory response and in protecting cells against apoptosis is inhibited by allosamidin, suggesting that the function of this protein depends on carbohydrate binding. Presence in saliva and gastric juice suggests a function as a digestive enzyme. {ECO:0000269|PubMed:11085997, ECO:0000269|PubMed:12133911, ECO:0000269|PubMed:15192232, ECO:0000269|PubMed:19076793}.",CATALYTIC ACTIVITY: Reaction=Random endo-hydrolysis of N-acetyl-beta-D-glucosaminide (1->4)-beta-linkages in chitin and chitodextrins.; EC=3.2.1.14; Evidence={ECO:0000269|PubMed:18294964};,NA,chitin binding [GO:0008061]; chitinase activity [GO:0004568]; endochitinase activity [GO:0008843],apoptotic process [GO:0006915]; chitin catabolic process [GO:0006032]; immune system process [GO:0002376]; polysaccharide catabolic process [GO:0000272]; positive regulation of chemokine production [GO:0032722]; production of molecular mediator involved in inflammatory response [GO:0002532],cytoplasm [GO:0005737]; extracellular space [GO:0005615],GO:0000272; GO:0002376; GO:0002532; GO:0004568; GO:0005615; GO:0005737; GO:0006032; GO:0006915; GO:0008061; GO:0008843; GO:0032722,Subcellular location [CC],yes,https://doi.org/10.1186/s12953-015-0068-3,immunity
Ggh,Q9Z0L8,reviewed,GGH_MOUSE,Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (FGPH) (Folylpolyglutamate hydrolase) (GH) (Gamma-Glu-x carboxypeptidase),Ggh,Mus musculus (Mouse),317,5,"TISSUE SPECIFICITY: Isoform I (more expressed than isoform II in all tissues) is highly expressed in salivary gland, followed by kidney, liver, lung, stomach and uterus, and weakly expressed in small intestine, brain and fetal liver. Also expressed at a lower level in thymus, spleen and skeletal muscle. Also expressed in tumors.","SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000250|UniProtKB:Q92820}. Lysosome {ECO:0000250|UniProtKB:Q92820}. Melanosome {ECO:0000250|UniProtKB:Q92820}. Note=While its intracellular location is primarily the lysosome, most of the enzyme activity is secreted. Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000250|UniProtKB:Q92820}.",extracellular space [GO:0005615]; lysosome [GO:0005764]; melanosome [GO:0042470]; gamma-glutamyl-peptidase activity [GO:0034722],FUNCTION: Hydrolyzes the polyglutamate sidechains of pteroylpolyglutamates. Progressively removes gamma-glutamyl residues from pteroylpoly-gamma-glutamate to yield pteroyl-alpha-glutamate (folic acid) and free glutamate. May play an important role in the bioavailability of dietary pteroylpolyglutamates and in the metabolism of pteroylpolyglutamates and antifolates. {ECO:0000250|UniProtKB:Q92820}.,"CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)(n) + (n-1) H2O = (6S)-5,6,7,8-tetrahydrofolate + (n-1) L-glutamate; Xref=Rhea:RHEA:56784, Rhea:RHEA-COMP:14738, ChEBI:CHEBI:15377, ChEBI:CHEBI:29985, ChEBI:CHEBI:57453, ChEBI:CHEBI:141005; EC=3.4.19.9; Evidence={ECO:0000250|UniProtKB:Q92820}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:56785; Evidence={ECO:0000250|UniProtKB:Q92820};",NA,gamma-glutamyl-peptidase activity [GO:0034722],NA,extracellular space [GO:0005615]; lysosome [GO:0005764]; melanosome [GO:0042470],GO:0005615; GO:0005764; GO:0034722; GO:0042470,Subcellular location [CC],yes,https://doi.org/10.1016/S0163-7258(99)00063-7,digestion
Amy1,P00687,reviewed,AMY1_MOUSE,"Alpha-amylase 1 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary and hepatic alpha-amylase)",Amy1 Amy-1-a Amy1a,Mus musculus (Mouse),511,5,TISSUE SPECIFICITY: Expressed in liver and saliva.,SUBCELLULAR LOCATION: Secreted.,extracellular space [GO:0005615]; alpha-amylase activity [GO:0004556]; amylase activity [GO:0016160]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]; response to bacterium [GO:0009617],NA,CATALYTIC ACTIVITY: Reaction=Endohydrolysis of (1->4)-alpha-D-glucosidic linkages in polysaccharides containing three or more (1->4)-alpha-linked D-glucose units.; EC=3.2.1.1; Evidence={ECO:0000250|UniProtKB:P04746};,NA,alpha-amylase activity [GO:0004556]; amylase activity [GO:0016160]; metal ion binding [GO:0046872],carbohydrate metabolic process [GO:0005975]; response to bacterium [GO:0009617],extracellular space [GO:0005615],GO:0004556; GO:0005615; GO:0005975; GO:0009617; GO:0016160; GO:0046872,Subcellular location [CC],yes,https://doi.org/10.1126/science.adn0609,digestion
Ctrb1,Q9CR35,reviewed,CTRB1_MOUSE,Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C],Ctrb1,Mus musculus (Mouse),263,4,NA,"SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000250}.",extracellular region [GO:0005576]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; digestion [GO:0007586]; proteolysis [GO:0006508],NA,"CATALYTIC ACTIVITY: Reaction=Preferential cleavage: Tyr-|-Xaa, Trp-|-Xaa, Phe-|-Xaa, Leu-|-Xaa.; EC=3.4.21.1; Evidence={ECO:0000255|PROSITE-ProRule:PRU10078, ECO:0000255|PROSITE-ProRule:PRU10079};",NA,peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236],digestion [GO:0007586]; proteolysis [GO:0006508],extracellular region [GO:0005576],GO:0004252; GO:0005576; GO:0006508; GO:0007586; GO:0008233; GO:0008236,Subcellular location [CC],yes,https://doi.org/10.1038/s41598-020-68616-9,digestion
Crisp1,Q03401,reviewed,CRIS1_MOUSE,Cysteine-rich secretory protein 1 (CRISP-1) (Acidic epididymal glycoprotein 1) (Sperm-coating glycoprotein 1) (SCP 1),Crisp1 Aeg-1 Aeg1,Mus musculus (Mouse),244,4,TISSUE SPECIFICITY: Mainly found in the cauda epididymis where it is synthesized by the principal cells and secreted into the lumen. Binds to the heads of spermatozoa. Also expressed in the submandibular gland.,"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle. Note=Stored in secretory granules of granular convoluted tubules cells.",extracellular region [GO:0005576]; transport vesicle [GO:0030133],FUNCTION: This protein is supposed to help spermatozoa undergo functional maturation while they move from the testis to the ductus deferens.,NA,NA,NA,NA,extracellular region [GO:0005576]; transport vesicle [GO:0030133],GO:0005576; GO:0030133,Tissue specificity,yes,https://doi.org/10.1210/en.133.1.192,immunity
A2ml1,Q3UU35,reviewed,OVOS_MOUSE,Alpha-2-macroglobulin-like protein 1 (Ovostatin homolog),A2ml1 mOH Ovos,Mus musculus (Mouse),1456,4,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:30899053}. Note=Secreted into uterine luminal fluid. {ECO:0000269|PubMed:30899053}.,extracellular space [GO:0005615]; protein-containing complex [GO:0032991]; serine-type endopeptidase inhibitor activity [GO:0004867],FUNCTION: Inhibits protease gelatinolytic complex activity against type 1 collagen. {ECO:0000269|PubMed:30899053}.,NA,NA,serine-type endopeptidase inhibitor activity [GO:0004867],NA,extracellular space [GO:0005615]; protein-containing complex [GO:0032991],GO:0004867; GO:0005615; GO:0032991,Subcellular location [CC],yes,https://doi.org/10.1038/s41467-022-30758-x,immunity
Cd24a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,https://doi.org/10.1186/s12929-025-01165-3,immunity
Crisp3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,https://doi.org/10.2164/jandrol.04132,immunity
Mucl1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,https://doi.org/10.3892/ijo.2022.5312,saliva_homeostasis
Mucl2,P02815,reviewed,MUCL2_MOUSE,Mucin-like protein 2 (16.5 kDa submandibular gland glycoprotein) (Salivary protein 1),Mucl2 Spt-1 Spt1,Mus musculus (Mouse),138,2,TISSUE SPECIFICITY: Expressed in submandibular gland and lacrimal gland. Not detected in other tissues. {ECO:0000269|PubMed:2482730}.,"SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000305}.",extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1016/j.archoralbio.2020.104967,saliva_homeostasis
Smgc,Q6JHY2,reviewed,SMGC_MOUSE,Submandibular gland protein C,Muc19 Smgc,Mus musculus (Mouse),733,3,"TISSUE SPECIFICITY: Detected in terminal tubule cells of the submandibular gland (at protein level). Expressed in submandibular salivary glands of 3-day-old males but not adults. Expression in adult submandibular glands is restricted to females. Isoform 5 is expressed in both 3-day-old and adult sublingual glands. {ECO:0000269|PubMed:15256252, ECO:0000269|PubMed:15340121}.",SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1016/j.archoralbio.2020.104967,saliva_homeostasis
BC037156,H9CWD5,unreviewed,H9CWD5_MOUSE,Follicular dendritic cell secreted peptide (cDNA sequence BC037156),Fdcsp BC037156 FDC-SP,Mus musculus (Mouse),84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protein names,yes,https://doi.org/10.1038/mi.2013.113,immunity
Cd63,P41731,reviewed,CD63_MOUSE,CD63 antigen (CD antigen CD63),Cd63,Mus musculus (Mouse),238,5,"TISSUE SPECIFICITY: Ubiquitous. Strongly expressed in kidney. Detected in spleen, bone marrow, peripheral blood mononuclear cells and macrophages.","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P08962}; Multi-pass membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:19075008, ECO:0000269|PubMed:21041449, ECO:0000269|PubMed:23945142}; Multi-pass membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:23945142}; Multi-pass membrane protein {ECO:0000255}. Endosome, multivesicular body {ECO:0000250|UniProtKB:P08962}. Melanosome {ECO:0000250|UniProtKB:P08962}. Secreted, extracellular exosome {ECO:0000269|PubMed:26109643}. Cell surface {ECO:0000250|UniProtKB:P08962}. Note=Also found in Weibel-Palade bodies of endothelial cells. Located in platelet dense granules. Detected in a subset of pre-melanosomes. Detected on intralumenal vesicles (ILVs) within multivesicular bodies. {ECO:0000250|UniProtKB:P08962}.","cell surface [GO:0009986]; endosome lumen [GO:0031904]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; multivesicular body membrane [GO:0032585]; multivesicular body, internal vesicle [GO:0097487]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; protein-containing complex binding [GO:0044877]; cell migration [GO:0016477]; cell-matrix adhesion [GO:0007160]; endosome to melanosome transport [GO:0035646]; epithelial cell differentiation [GO:0030855]; negative regulation of epithelial cell migration [GO:0010633]; pigment cell differentiation [GO:0050931]; pigment granule maturation [GO:0048757]; pigmentation [GO:0043473]; positive regulation of cell adhesion [GO:0045785]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of receptor internalization [GO:0002092]; protein localization [GO:0008104]; protein transport [GO:0015031]; regulation of potassium ion transmembrane transport [GO:1901379]; regulation of vascular endothelial growth factor signaling pathway [GO:1900746]","FUNCTION: Functions as a cell surface receptor for TIMP1 and plays a role in the activation of cellular signaling cascades. Plays a role in the activation of ITGB1 and integrin signaling, leading to the activation of AKT, FAK/PTK2 and MAP kinases. Promotes cell survival, reorganization of the actin cytoskeleton, cell adhesion, spreading and migration, via its role in the activation of AKT and FAK/PTK2. Plays a role in VEGFA signaling via its role in regulating the internalization of KDR/VEGFR2. Plays a role in intracellular vesicular transport processes, and is required for normal trafficking of the PMEL luminal domain that is essential for the development and maturation of melanocytes. Plays a role in the adhesion of leukocytes onto endothelial cells via its role in the regulation of SELP trafficking. May play a role in mast cell degranulation in response to Ms4a2/FceRI stimulation, but not in mast cell degranulation in response to other stimuli. {ECO:0000269|PubMed:19075008, ECO:0000269|PubMed:21803846, ECO:0000269|PubMed:21962903, ECO:0000269|PubMed:23632027, ECO:0000269|PubMed:23945142}.",NA,NA,protein-containing complex binding [GO:0044877],cell migration [GO:0016477]; cell-matrix adhesion [GO:0007160]; endosome to melanosome transport [GO:0035646]; epithelial cell differentiation [GO:0030855]; negative regulation of epithelial cell migration [GO:0010633]; pigment cell differentiation [GO:0050931]; pigment granule maturation [GO:0048757]; pigmentation [GO:0043473]; positive regulation of cell adhesion [GO:0045785]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of receptor internalization [GO:0002092]; protein localization [GO:0008104]; protein transport [GO:0015031]; regulation of potassium ion transmembrane transport [GO:1901379]; regulation of vascular endothelial growth factor signaling pathway [GO:1900746],"cell surface [GO:0009986]; endosome lumen [GO:0031904]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; multivesicular body membrane [GO:0032585]; multivesicular body, internal vesicle [GO:0097487]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]",GO:0002092; GO:0005654; GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0007160; GO:0008104; GO:0009986; GO:0010008; GO:0010633; GO:0015031; GO:0016477; GO:0030855; GO:0031902; GO:0031904; GO:0032585; GO:0032991; GO:0035646; GO:0042470; GO:0043473; GO:0044877; GO:0045785; GO:0048757; GO:0050931; GO:0070062; GO:0097487; GO:1900746; GO:1901379; GO:2001046,Subcellular location [CC],yes,https://doi.org/10.3389/fmed.2022.904295,immunity
Dnase1,P49183 | E9Q797 | H3BKL7 | H3BJN9,reviewed | unreviewed,DNAS1_MOUSE | E9Q797_MOUSE | H3BKL7_MOUSE | H3BJN9_MOUSE,Deoxyribonuclease-1 (EC 3.1.21.1) (Deoxyribonuclease I) (DNase I) | Deoxyribonuclease-1 (EC 3.1.21.1) (Deoxyribonuclease I) | Deoxyribonuclease I,Dnase1 Dnl1 | Dnase1,Mus musculus (Mouse),284 | 225 | 203 | 63,5.0 | 3.0 | 1.0,"TISSUE SPECIFICITY: Highly expressed in the parotid and submandibular gland as well as in the kidney and duodenum (at protein level) (PubMed:15015938). Expressed at intermediate level in the ileum, mesenterial lymph nodes, liver, ventral prostate, epididymis, ovary and stomach (at protein level) (PubMed:15015938). Expressed at low level in the sublingual, preputial, coagulation and pituitary gland (at protein level) (PubMed:15015938). Also present in the lachrymal and thyroid glands, striated muscle, intestine, the urinary bladder and the eye (PubMed:15015938, PubMed:7857306, PubMed:9192086). {ECO:0000269|PubMed:15015938, ECO:0000269|PubMed:7857306, ECO:0000269|PubMed:9192086}.","SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P24855}. Zymogen granule {ECO:0000250|UniProtKB:P24855}. Nucleus envelope {ECO:0000250|UniProtKB:P24855}. Note=Secretory protein, stored in zymogen granules and found in the nuclear envelope. {ECO:0000250|UniProtKB:P24855}. | SUBCELLULAR LOCATION: Nucleus envelope {ECO:0000256|ARBA:ARBA00004259}. Secreted {ECO:0000256|ARBA:ARBA00004613}. Zymogen granule {ECO:0000256|ARBA:ARBA00024324}.",extracellular region [GO:0005576]; nuclear envelope [GO:0005635]; zymogen granule [GO:0042588]; actin binding [GO:0003779]; deoxyribonuclease I activity [GO:0004530]; apoptotic process [GO:0006915]; DNA catabolic process [GO:0006308]; neutrophil activation involved in immune response [GO:0002283]; regulation of acute inflammatory response [GO:0002673]; regulation of neutrophil mediated cytotoxicity [GO:0070948] | extracellular region [GO:0005576]; nuclear envelope [GO:0005635]; zymogen granule [GO:0042588]; actin binding [GO:0003779]; DNA nuclease activity [GO:0004536]; endonuclease activity [GO:0004519]; apoptotic process [GO:0006915]; DNA catabolic process [GO:0006308] | DNA nuclease activity [GO:0004536]; DNA catabolic process [GO:0006308],"FUNCTION: Serum endocuclease secreted into body fluids by a wide variety of exocrine and endocrine organs (PubMed:29191910). Expressed by non-hematopoietic tissues and preferentially cleaves protein-free DNA. Among other functions, seems to be involved in cell death by apoptosis. Binds specifically to G-actin and blocks actin polymerization (By similarity). Together with DNASE1L3, plays a key role in degrading neutrophil extracellular traps (NETs) (PubMed:29191910). NETs are mainly composed of DNA fibers and are released by neutrophils to bind pathogens during inflammation (PubMed:29191910). Degradation of intravascular NETs by DNASE1 and DNASE1L3 is required to prevent formation of clots that obstruct blood vessels and cause organ damage following inflammation (PubMed:29191910). {ECO:0000250|UniProtKB:P00639, ECO:0000250|UniProtKB:P21704, ECO:0000250|UniProtKB:P24855, ECO:0000269|PubMed:29191910}. | FUNCTION: Serum endocuclease secreted into body fluids by a wide variety of exocrine and endocrine organs. Expressed by non-hematopoietic tissues and preferentially cleaves protein-free DNA. Among other functions, seems to be involved in cell death by apoptosis. Binds specifically to G-actin and blocks actin polymerization. Together with DNASE1L3, plays a key role in degrading neutrophil extracellular traps (NETs). NETs are mainly composed of DNA fibers and are released by neutrophils to bind pathogens during inflammation. Degradation of intravascular NETs by DNASE1 and DNASE1L3 is required to prevent formation of clots that obstruct blood vessels and cause organ damage following inflammation. {ECO:0000256|ARBA:ARBA00046065}.",CATALYTIC ACTIVITY: Reaction=Endonucleolytic cleavage to 5'-phosphodinucleotide and 5'-phosphooligonucleotide end-products.; EC=3.1.21.1; Evidence={ECO:0000250|UniProtKB:P24855}; | CATALYTIC ACTIVITY: Reaction=Endonucleolytic cleavage to 5'-phosphodinucleotide and 5'-phosphooligonucleotide end-products.; EC=3.1.21.1; Evidence={ECO:0000256|ARBA:ARBA00000688};,NA,actin binding [GO:0003779]; deoxyribonuclease I activity [GO:0004530] | actin binding [GO:0003779]; DNA nuclease activity [GO:0004536]; endonuclease activity [GO:0004519] | DNA nuclease activity [GO:0004536],apoptotic process [GO:0006915]; DNA catabolic process [GO:0006308]; neutrophil activation involved in immune response [GO:0002283]; regulation of acute inflammatory response [GO:0002673]; regulation of neutrophil mediated cytotoxicity [GO:0070948] | apoptotic process [GO:0006915]; DNA catabolic process [GO:0006308] | DNA catabolic process [GO:0006308],extracellular region [GO:0005576]; nuclear envelope [GO:0005635]; zymogen granule [GO:0042588],GO:0002283; GO:0002673; GO:0003779; GO:0004530; GO:0005576; GO:0005635; GO:0006308; GO:0006915; GO:0042588; GO:0070948 | GO:0003779; GO:0004519; GO:0004536; GO:0005576; GO:0005635; GO:0006308; GO:0006915; GO:0042588 | GO:0004536; GO:0006308,Subcellular location [CC] | Function [CC] | Subcellular location [CC] | Function [CC],yes,https://doi.org/10.1042/bj20040046,immunity
