Geneid,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Annotation,Tissue specificity,Subcellular location [CC],Gene Ontology (GO),Function [CC],Catalytic activity,DNA binding,Gene Ontology (molecular function),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology IDs,.secreted_match_cols,secreted,Reference,Function
Chia1,Q91XA9,reviewed,CHIA_MOUSE,Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (YNL),Chia Chia1,Mus musculus (Mouse),473,5,"TISSUE SPECIFICITY: Detected in macrophages and lung epithelial cells. Detected in the acinar cells of parotid gland and von Ebner's gland but not in submandibular and sublingual glands. Detected in gastric chief cells. Also present in parotid glandular saliva and gastric juice (at protein level). Highly expressed in submandibular gland (PubMed:11085997) and stomach. Highly expressed in parotid gland but not in submandibular and sublingual glands (PubMed:12133911). In tongue, expressed only in von Ebner's gland. Expressed at lower levels in lung. {ECO:0000269|PubMed:11085997, ECO:0000269|PubMed:12133911, ECO:0000269|PubMed:12971947, ECO:0000269|PubMed:15192232, ECO:0000269|PubMed:18824549}.","SUBCELLULAR LOCATION: Secreted. Cytoplasm. Cytoplasmic granule. Note=Detected in secretory granules of parotid acinar cells and gastric chief cells and secreted from them into saliva and gastric juice, respectively.",cytoplasm [GO:0005737]; extracellular space [GO:0005615]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; endochitinase activity [GO:0008843]; apoptotic process [GO:0006915]; chitin catabolic process [GO:0006032]; immune system process [GO:0002376]; polysaccharide catabolic process [GO:0000272]; positive regulation of chemokine production [GO:0032722]; production of molecular mediator involved in inflammatory response [GO:0002532],"FUNCTION: Degrades chitin and chitotriose. May participate in the defense against nematodes, fungi and other pathogens. Plays a role in T-helper cell type 2 (Th2) immune response. Contributes to the response to IL-13 and inflammation in response to IL-13. Stimulates chemokine production by pulmonary epithelial cells. Protects lung epithelial cells against apoptosis and promotes phosphorylation of AKT1. Its function in the inflammatory response and in protecting cells against apoptosis is inhibited by allosamidin, suggesting that the function of this protein depends on carbohydrate binding. Presence in saliva and gastric juice suggests a function as a digestive enzyme. {ECO:0000269|PubMed:11085997, ECO:0000269|PubMed:12133911, ECO:0000269|PubMed:15192232, ECO:0000269|PubMed:19076793}.",CATALYTIC ACTIVITY: Reaction=Random endo-hydrolysis of N-acetyl-beta-D-glucosaminide (1->4)-beta-linkages in chitin and chitodextrins.; EC=3.2.1.14; Evidence={ECO:0000269|PubMed:18294964};,NA,chitin binding [GO:0008061]; chitinase activity [GO:0004568]; endochitinase activity [GO:0008843],apoptotic process [GO:0006915]; chitin catabolic process [GO:0006032]; immune system process [GO:0002376]; polysaccharide catabolic process [GO:0000272]; positive regulation of chemokine production [GO:0032722]; production of molecular mediator involved in inflammatory response [GO:0002532],cytoplasm [GO:0005737]; extracellular space [GO:0005615],GO:0000272; GO:0002376; GO:0002532; GO:0004568; GO:0005615; GO:0005737; GO:0006032; GO:0006915; GO:0008061; GO:0008843; GO:0032722,Subcellular location [CC],yes,https://doi.org/10.1186/s12953-015-0068-3,immunity
Ggh,Q9Z0L8,reviewed,GGH_MOUSE,Gamma-glutamyl hydrolase (EC 3.4.19.9) (Conjugase) (FGPH) (Folylpolyglutamate hydrolase) (GH) (Gamma-Glu-x carboxypeptidase),Ggh,Mus musculus (Mouse),317,5,"TISSUE SPECIFICITY: Isoform I (more expressed than isoform II in all tissues) is highly expressed in salivary gland, followed by kidney, liver, lung, stomach and uterus, and weakly expressed in small intestine, brain and fetal liver. Also expressed at a lower level in thymus, spleen and skeletal muscle. Also expressed in tumors.","SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000250|UniProtKB:Q92820}. Lysosome {ECO:0000250|UniProtKB:Q92820}. Melanosome {ECO:0000250|UniProtKB:Q92820}. Note=While its intracellular location is primarily the lysosome, most of the enzyme activity is secreted. Identified by mass spectrometry in melanosome fractions from stage I to stage IV. {ECO:0000250|UniProtKB:Q92820}.",extracellular space [GO:0005615]; lysosome [GO:0005764]; melanosome [GO:0042470]; gamma-glutamyl-peptidase activity [GO:0034722],FUNCTION: Hydrolyzes the polyglutamate sidechains of pteroylpolyglutamates. Progressively removes gamma-glutamyl residues from pteroylpoly-gamma-glutamate to yield pteroyl-alpha-glutamate (folic acid) and free glutamate. May play an important role in the bioavailability of dietary pteroylpolyglutamates and in the metabolism of pteroylpolyglutamates and antifolates. {ECO:0000250|UniProtKB:Q92820}.,"CATALYTIC ACTIVITY: Reaction=(6S)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)(n) + (n-1) H2O = (6S)-5,6,7,8-tetrahydrofolate + (n-1) L-glutamate; Xref=Rhea:RHEA:56784, Rhea:RHEA-COMP:14738, ChEBI:CHEBI:15377, ChEBI:CHEBI:29985, ChEBI:CHEBI:57453, ChEBI:CHEBI:141005; EC=3.4.19.9; Evidence={ECO:0000250|UniProtKB:Q92820}; PhysiologicalDirection=left-to-right; Xref=Rhea:RHEA:56785; Evidence={ECO:0000250|UniProtKB:Q92820};",NA,gamma-glutamyl-peptidase activity [GO:0034722],NA,extracellular space [GO:0005615]; lysosome [GO:0005764]; melanosome [GO:0042470],GO:0005615; GO:0005764; GO:0034722; GO:0042470,Subcellular location [CC],yes,https://doi.org/10.1016/S0163-7258(99)00063-7,digestion
Amy1,P00687,reviewed,AMY1_MOUSE,"Alpha-amylase 1 (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase 1) (Salivary and hepatic alpha-amylase)",Amy1 Amy-1-a Amy1a,Mus musculus (Mouse),511,5,TISSUE SPECIFICITY: Expressed in liver and saliva.,SUBCELLULAR LOCATION: Secreted.,extracellular space [GO:0005615]; alpha-amylase activity [GO:0004556]; amylase activity [GO:0016160]; metal ion binding [GO:0046872]; carbohydrate metabolic process [GO:0005975]; response to bacterium [GO:0009617],NA,CATALYTIC ACTIVITY: Reaction=Endohydrolysis of (1->4)-alpha-D-glucosidic linkages in polysaccharides containing three or more (1->4)-alpha-linked D-glucose units.; EC=3.2.1.1; Evidence={ECO:0000250|UniProtKB:P04746};,NA,alpha-amylase activity [GO:0004556]; amylase activity [GO:0016160]; metal ion binding [GO:0046872],carbohydrate metabolic process [GO:0005975]; response to bacterium [GO:0009617],extracellular space [GO:0005615],GO:0004556; GO:0005615; GO:0005975; GO:0009617; GO:0016160; GO:0046872,Subcellular location [CC],yes,https://doi.org/10.1126/science.adn0609,digestion
Cela2a,P05208,reviewed,CEL2A_MOUSE,Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2) (Elastase-2A),Cela2a Ela-2 Ela2 Ela2a,Mus musculus (Mouse),271,5,TISSUE SPECIFICITY: Highly expressed in pancreas (at mRNA and protein levels). Also expressed in adrenal gland and small intestine. {ECO:0000269|PubMed:31358993}.,SUBCELLULAR LOCATION: Secreted {ECO:0000305|PubMed:31358993}.,collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; keratohyalin granule [GO:0036457]; endopeptidase activity [GO:0004175]; serine hydrolase activity [GO:0017171]; serine-type endopeptidase activity [GO:0004252]; establishment of skin barrier [GO:0061436]; insulin catabolic process [GO:1901143]; proteolysis [GO:0006508]; regulation of insulin secretion [GO:0050796]; regulation of platelet aggregation [GO:0090330]; response to insulin [GO:0032868],"FUNCTION: Elastase that enhances insulin signaling and might have a physiologic role in cellular glucose metabolism. Circulates in plasma and reduces platelet hyperactivation, triggers both insulin secretion and degradation, and increases insulin sensitivity. {ECO:0000269|PubMed:31358993}.","CATALYTIC ACTIVITY: Reaction=Preferential cleavage: Leu-|-Xaa, Met-|-Xaa and Phe-|-Xaa. Hydrolyzes elastin.; EC=3.4.21.71; Evidence={ECO:0000305|PubMed:31358993};",NA,endopeptidase activity [GO:0004175]; serine hydrolase activity [GO:0017171]; serine-type endopeptidase activity [GO:0004252],establishment of skin barrier [GO:0061436]; insulin catabolic process [GO:1901143]; proteolysis [GO:0006508]; regulation of insulin secretion [GO:0050796]; regulation of platelet aggregation [GO:0090330]; response to insulin [GO:0032868],collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; keratohyalin granule [GO:0036457],GO:0004175; GO:0004252; GO:0005576; GO:0006508; GO:0017171; GO:0032868; GO:0036457; GO:0050796; GO:0061436; GO:0062023; GO:0090330; GO:1901143,Subcellular location [CC],yes,NA,digestion
Ctrb1,Q9CR35,reviewed,CTRB1_MOUSE,Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C],Ctrb1,Mus musculus (Mouse),263,4,NA,"SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000250}.",extracellular region [GO:0005576]; peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; digestion [GO:0007586]; proteolysis [GO:0006508],NA,"CATALYTIC ACTIVITY: Reaction=Preferential cleavage: Tyr-|-Xaa, Trp-|-Xaa, Phe-|-Xaa, Leu-|-Xaa.; EC=3.4.21.1; Evidence={ECO:0000255|PROSITE-ProRule:PRU10078, ECO:0000255|PROSITE-ProRule:PRU10079};",NA,peptidase activity [GO:0008233]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236],digestion [GO:0007586]; proteolysis [GO:0006508],extracellular region [GO:0005576],GO:0004252; GO:0005576; GO:0006508; GO:0007586; GO:0008233; GO:0008236,Subcellular location [CC],yes,https://doi.org/10.1038/s41598-020-68616-9,digestion
Lyz2,P08905,reviewed,LYZ2_MOUSE,"Lysozyme C-2 (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C) (Lysozyme C type M)",Lyz2 Lyz Lyzs,Mus musculus (Mouse),148,5,"TISSUE SPECIFICITY: Expressed weakly in myeloblasts, moderately in immature macrophages, and strongly in both mature macrophages and macrophage-rich tissues.",SUBCELLULAR LOCATION: Secreted.,extracellular region [GO:0005576]; lysozyme activity [GO:0003796]; defense response to bacterium [GO:0042742]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; killing of cells of another organism [GO:0031640],"FUNCTION: Lysozymes have primarily a bacteriolytic function; those in tissues and body fluids are associated with the monocyte-macrophage system and enhance the activity of immunoagents. Lyz2 is active against a range of Gram-positive and Gram-negative bacteria. More effective than Lyz1 in killing Gram-negative bacteria. Lyz1 and Lyz2 are equally effective in killing Gram-positive bacteria. {ECO:0000255|PROSITE-ProRule:PRU00680, ECO:0000269|PubMed:14977423}.",CATALYTIC ACTIVITY: Reaction=Hydrolysis of (1->4)-beta-linkages between N-acetylmuramic acid and N-acetyl-D-glucosamine residues in a peptidoglycan and between N-acetyl-D-glucosamine residues in chitodextrins.; EC=3.2.1.17;,NA,lysozyme activity [GO:0003796],defense response to bacterium [GO:0042742]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; killing of cells of another organism [GO:0031640],extracellular region [GO:0005576],GO:0003796; GO:0005576; GO:0031640; GO:0042742; GO:0050829; GO:0050830,Subcellular location [CC],yes,NA,digestion
Tcn2,O88968,reviewed,TCO2_MOUSE,Transcobalamin-2 (TC-2) (Transcobalamin II) (TC II) (TCII),Tcn2,Mus musculus (Mouse),430,4,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P20062}.,external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; cargo receptor ligand activity [GO:0140355]; cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]; molecular carrier activity [GO:0140104]; cobalamin transport [GO:0015889]; cobalt ion transport [GO:0006824],FUNCTION: Primary vitamin B12-binding and transport protein. Delivers cobalamin to cells. {ECO:0000250|UniProtKB:P20062}.,NA,NA,cargo receptor ligand activity [GO:0140355]; cobalamin binding [GO:0031419]; metal ion binding [GO:0046872]; molecular carrier activity [GO:0140104],cobalamin transport [GO:0015889]; cobalt ion transport [GO:0006824],external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615],GO:0005615; GO:0006824; GO:0009897; GO:0015889; GO:0031419; GO:0046872; GO:0140104; GO:0140355,Subcellular location [CC],yes,NA,digestion
Crisp1,Q03401,reviewed,CRIS1_MOUSE,Cysteine-rich secretory protein 1 (CRISP-1) (Acidic epididymal glycoprotein 1) (Sperm-coating glycoprotein 1) (SCP 1),Crisp1 Aeg-1 Aeg1,Mus musculus (Mouse),244,4,TISSUE SPECIFICITY: Mainly found in the cauda epididymis where it is synthesized by the principal cells and secreted into the lumen. Binds to the heads of spermatozoa. Also expressed in the submandibular gland.,"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle. Note=Stored in secretory granules of granular convoluted tubules cells.",extracellular region [GO:0005576]; transport vesicle [GO:0030133],FUNCTION: This protein is supposed to help spermatozoa undergo functional maturation while they move from the testis to the ductus deferens.,NA,NA,NA,NA,extracellular region [GO:0005576]; transport vesicle [GO:0030133],GO:0005576; GO:0030133,Tissue specificity,yes,https://doi.org/10.1210/en.133.1.192,immunity
Muc19,Q6PZE0 | Q6JHY2,reviewed,MUC19_MOUSE | SMGC_MOUSE,Mucin-19 (MUC-19) (Gel-forming secreted mucin-19) (Sublingual apomucin) | Submandibular gland protein C,Muc19 | Muc19 Smgc,Mus musculus (Mouse),7524 | 733,5.0 | 3.0,"TISSUE SPECIFICITY: Specifically expressed in sublingual salivary glands. Expressed by mucous cells of the submandibular gland and submucosal gland of the trachea. Expression is altered in sld (sublingual gland differentiation arrest) mutants. {ECO:0000269|PubMed:12847143, ECO:0000269|PubMed:12882755, ECO:0000269|PubMed:15340121}. | TISSUE SPECIFICITY: Detected in terminal tubule cells of the submandibular gland (at protein level). Expressed in submandibular salivary glands of 3-day-old males but not adults. Expression in adult submandibular glands is restricted to females. Isoform 5 is expressed in both 3-day-old and adult sublingual glands. {ECO:0000269|PubMed:15256252, ECO:0000269|PubMed:15340121}.",SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,extracellular region [GO:0005576]; hydroxyapatite binding [GO:0046848]; antibacterial innate immune response [GO:0140367]; B cell differentiation [GO:0030183]; B cell proliferation [GO:0042100]; cell differentiation involved in salivary gland development [GO:0060689]; chemokine-mediated signaling pathway [GO:0070098]; digestive tract development [GO:0048565]; follicular B cell differentiation [GO:0002316]; gene expression [GO:0010467]; hematopoietic progenitor cell differentiation [GO:0002244]; homeostasis of number of cells [GO:0048872]; immune response [GO:0006955]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; lacrimal gland development [GO:0032808]; lung development [GO:0030324]; negative regulation of inflammatory response [GO:0050728]; odontogenesis [GO:0042476]; response to Gram-positive bacterium [GO:0140459]; response to virus [GO:0009615]; salivary gland development [GO:0007431]; T cell differentiation [GO:0030217]; T cell proliferation [GO:0042098]; type 2 immune response [GO:0042092] | extracellular region [GO:0005576],FUNCTION: May function in ocular mucus homeostasis. {ECO:0000250}.,NA,NA,hydroxyapatite binding [GO:0046848],antibacterial innate immune response [GO:0140367]; B cell differentiation [GO:0030183]; B cell proliferation [GO:0042100]; cell differentiation involved in salivary gland development [GO:0060689]; chemokine-mediated signaling pathway [GO:0070098]; digestive tract development [GO:0048565]; follicular B cell differentiation [GO:0002316]; gene expression [GO:0010467]; hematopoietic progenitor cell differentiation [GO:0002244]; homeostasis of number of cells [GO:0048872]; immune response [GO:0006955]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; lacrimal gland development [GO:0032808]; lung development [GO:0030324]; negative regulation of inflammatory response [GO:0050728]; odontogenesis [GO:0042476]; response to Gram-positive bacterium [GO:0140459]; response to virus [GO:0009615]; salivary gland development [GO:0007431]; T cell differentiation [GO:0030217]; T cell proliferation [GO:0042098]; type 2 immune response [GO:0042092],extracellular region [GO:0005576],GO:0002244; GO:0002316; GO:0005576; GO:0006954; GO:0006955; GO:0007431; GO:0009615; GO:0010467; GO:0030183; GO:0030217; GO:0030324; GO:0032808; GO:0042092; GO:0042098; GO:0042100; GO:0042476; GO:0045087; GO:0046848; GO:0048565; GO:0048872; GO:0050728; GO:0060689; GO:0070098; GO:0140367; GO:0140459 | GO:0005576,Protein names | Subcellular location [CC] | Subcellular location [CC],yes,NA,glycoprotein
A2ml1,Q3UU35,reviewed,OVOS_MOUSE,Alpha-2-macroglobulin-like protein 1 (Ovostatin homolog),A2ml1 mOH Ovos,Mus musculus (Mouse),1456,4,NA,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:30899053}. Note=Secreted into uterine luminal fluid. {ECO:0000269|PubMed:30899053}.,extracellular space [GO:0005615]; protein-containing complex [GO:0032991]; serine-type endopeptidase inhibitor activity [GO:0004867],FUNCTION: Inhibits protease gelatinolytic complex activity against type 1 collagen. {ECO:0000269|PubMed:30899053}.,NA,NA,serine-type endopeptidase inhibitor activity [GO:0004867],NA,extracellular space [GO:0005615]; protein-containing complex [GO:0032991],GO:0004867; GO:0005615; GO:0032991,Subcellular location [CC],yes,https://doi.org/10.1038/s41467-022-30758-x,immunity
Cd24a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.1186/s12929-025-01165-3,immunity
Crisp3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No_annotation,https://doi.org/10.2164/jandrol.04132,immunity
Mucl1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manual_annotation,https://doi.org/10.3892/ijo.2022.5312,saliva_homeostasis
Mucl2,P02815,reviewed,MUCL2_MOUSE,Mucin-like protein 2 (16.5 kDa submandibular gland glycoprotein) (Salivary protein 1),Mucl2 Spt-1 Spt1,Mus musculus (Mouse),138,2,TISSUE SPECIFICITY: Expressed in submandibular gland and lacrimal gland. Not detected in other tissues. {ECO:0000269|PubMed:2482730}.,"SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000305}.",extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1016/j.archoralbio.2020.104967,saliva_homeostasis
Smgc,Q6JHY2,reviewed,SMGC_MOUSE,Submandibular gland protein C,Muc19 Smgc,Mus musculus (Mouse),733,3,"TISSUE SPECIFICITY: Detected in terminal tubule cells of the submandibular gland (at protein level). Expressed in submandibular salivary glands of 3-day-old males but not adults. Expression in adult submandibular glands is restricted to females. Isoform 5 is expressed in both 3-day-old and adult sublingual glands. {ECO:0000269|PubMed:15256252, ECO:0000269|PubMed:15340121}.",SUBCELLULAR LOCATION: Secreted {ECO:0000305}.,extracellular region [GO:0005576],NA,NA,NA,NA,NA,extracellular region [GO:0005576],GO:0005576,Subcellular location [CC],yes,https://doi.org/10.1016/j.archoralbio.2020.104967,saliva_homeostasis
BC037156,H9CWD5,unreviewed,H9CWD5_MOUSE,Follicular dendritic cell secreted peptide (cDNA sequence BC037156),Fdcsp BC037156 FDC-SP,Mus musculus (Mouse),84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protein names,yes,https://doi.org/10.1038/mi.2013.113,immunity
Cd63,P41731,reviewed,CD63_MOUSE,CD63 antigen (CD antigen CD63),Cd63,Mus musculus (Mouse),238,5,"TISSUE SPECIFICITY: Ubiquitous. Strongly expressed in kidney. Detected in spleen, bone marrow, peripheral blood mononuclear cells and macrophages.","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P08962}; Multi-pass membrane protein {ECO:0000255}. Lysosome membrane {ECO:0000269|PubMed:19075008, ECO:0000269|PubMed:21041449, ECO:0000269|PubMed:23945142}; Multi-pass membrane protein {ECO:0000255}. Late endosome membrane {ECO:0000269|PubMed:23945142}; Multi-pass membrane protein {ECO:0000255}. Endosome, multivesicular body {ECO:0000250|UniProtKB:P08962}. Melanosome {ECO:0000250|UniProtKB:P08962}. Secreted, extracellular exosome {ECO:0000269|PubMed:26109643}. Cell surface {ECO:0000250|UniProtKB:P08962}. Note=Also found in Weibel-Palade bodies of endothelial cells. Located in platelet dense granules. Detected in a subset of pre-melanosomes. Detected on intralumenal vesicles (ILVs) within multivesicular bodies. {ECO:0000250|UniProtKB:P08962}.","cell surface [GO:0009986]; endosome lumen [GO:0031904]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; multivesicular body membrane [GO:0032585]; multivesicular body, internal vesicle [GO:0097487]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; protein-containing complex binding [GO:0044877]; cell migration [GO:0016477]; cell-matrix adhesion [GO:0007160]; endosome to melanosome transport [GO:0035646]; epithelial cell differentiation [GO:0030855]; negative regulation of epithelial cell migration [GO:0010633]; pigment cell differentiation [GO:0050931]; pigment granule maturation [GO:0048757]; pigmentation [GO:0043473]; positive regulation of cell adhesion [GO:0045785]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of receptor internalization [GO:0002092]; protein localization [GO:0008104]; protein transport [GO:0015031]; regulation of potassium ion transmembrane transport [GO:1901379]; regulation of vascular endothelial growth factor signaling pathway [GO:1900746]","FUNCTION: Functions as a cell surface receptor for TIMP1 and plays a role in the activation of cellular signaling cascades. Plays a role in the activation of ITGB1 and integrin signaling, leading to the activation of AKT, FAK/PTK2 and MAP kinases. Promotes cell survival, reorganization of the actin cytoskeleton, cell adhesion, spreading and migration, via its role in the activation of AKT and FAK/PTK2. Plays a role in VEGFA signaling via its role in regulating the internalization of KDR/VEGFR2. Plays a role in intracellular vesicular transport processes, and is required for normal trafficking of the PMEL luminal domain that is essential for the development and maturation of melanocytes. Plays a role in the adhesion of leukocytes onto endothelial cells via its role in the regulation of SELP trafficking. May play a role in mast cell degranulation in response to Ms4a2/FceRI stimulation, but not in mast cell degranulation in response to other stimuli. {ECO:0000269|PubMed:19075008, ECO:0000269|PubMed:21803846, ECO:0000269|PubMed:21962903, ECO:0000269|PubMed:23632027, ECO:0000269|PubMed:23945142}.",NA,NA,protein-containing complex binding [GO:0044877],cell migration [GO:0016477]; cell-matrix adhesion [GO:0007160]; endosome to melanosome transport [GO:0035646]; epithelial cell differentiation [GO:0030855]; negative regulation of epithelial cell migration [GO:0010633]; pigment cell differentiation [GO:0050931]; pigment granule maturation [GO:0048757]; pigmentation [GO:0043473]; positive regulation of cell adhesion [GO:0045785]; positive regulation of integrin-mediated signaling pathway [GO:2001046]; positive regulation of receptor internalization [GO:0002092]; protein localization [GO:0008104]; protein transport [GO:0015031]; regulation of potassium ion transmembrane transport [GO:1901379]; regulation of vascular endothelial growth factor signaling pathway [GO:1900746],"cell surface [GO:0009986]; endosome lumen [GO:0031904]; endosome membrane [GO:0010008]; extracellular exosome [GO:0070062]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; melanosome [GO:0042470]; multivesicular body membrane [GO:0032585]; multivesicular body, internal vesicle [GO:0097487]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]",GO:0002092; GO:0005654; GO:0005764; GO:0005765; GO:0005770; GO:0005886; GO:0007160; GO:0008104; GO:0009986; GO:0010008; GO:0010633; GO:0015031; GO:0016477; GO:0030855; GO:0031902; GO:0031904; GO:0032585; GO:0032991; GO:0035646; GO:0042470; GO:0043473; GO:0044877; GO:0045785; GO:0048757; GO:0050931; GO:0070062; GO:0097487; GO:1900746; GO:1901379; GO:2001046,Subcellular location [CC],yes,https://doi.org/10.3389/fmed.2022.904295,immunity
