gene_id,gene_name,human_gene,ortholog_type,secreted,Reference,Function,mean_tpm,sd_tpm,Mous-1A-LIV-Mal,Mous-1B-LIV-Mal,Mous-2A-LIV-Mal,Mous-2B-LIV-Mal,Mous-3A-LIV-Mal,Mous-3B-LIV-Mal,Mous-4A-LIV-Fem,Mous-4B-LIV-Fem,Mous-5A-LIV-Fem,Mous-5B-LIV-Fem,Mous-6A-LIV-Fem,Mous-6B-LIV-Fem
ENSMUSG00000031516,Dctn6,DCTN6,one-to-one,No_annotation,NA,NA,22.300735416666665,3.187027350562175,23.988778,22.65838,20.812399,22.122149,17.670478000000003,19.251887999999997,26.094818,24.279372999999996,19.552011,19.171801,28.522752,23.483998
ENSMUSG00000031517,Gpm6a,GPM6A,one-to-one,No_annotation,NA,NA,0.8429969166666667,0.661783697068551,1.225635,0.166739,0.846485,0.220351,0.305187,0.280896,1.866559,0.793457,0.379461,1.912488,1.658715,0.45999
ENSMUSG00000031518,Spata4,SPATA4,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031519,Asb5,ASB5,one-to-one,No_annotation,NA,NA,0.15433783333333334,0.11166978895250484,0.136698,0.109785,0.159641,0.244251,0.25645300000000004,0.098093,0.117631,0.27796299999999996,0.036103,0.370572,0.044864,0
ENSMUSG00000031520,Vegfc,VEGFC,one-to-one,yes,NA,NA,1.44311875,0.33564546202723683,1.54532,1.018867,1.01536,1.428395,1.40044,1.002715,1.75972,2.005499,1.816202,1.186948,1.660703,1.477256
ENSMUSG00000031521,Aga,AGA,one-to-one,No_annotation,NA,NA,17.217330416666666,4.782833151431243,17.618111999999996,17.612644,10.710608,17.350483000000004,21.268445,20.495219,19.425955,19.576204,5.390103,19.29595,15.670604,22.193638
ENSMUSG00000031523,Dlc1,DLC1,one-to-one,No_annotation,NA,NA,8.101465833333334,2.0898937610340966,6.824807,6.737909999999999,4.737861,7.882799,6.78068,7.212942,8.787471,10.528968,10.741532,6.656951,8.326936,11.998733
ENSMUSG00000031527,Eri1,ERI1,one-to-one,No_annotation,NA,NA,2.582936,0.4948931984157611,2.301593,2.540038,2.459445,2.4916389999999997,2.962796,2.529733,2.933518,2.87967,1.5336309999999995,2.125979,3.535571,2.701619
ENSMUSG00000031529,Tnks,TNKS,one-to-one,No_annotation,NA,NA,2.01493125,0.40329047394541023,1.783312,1.820803,1.424897,1.7937420000000002,2.176194,1.916191,2.044582,2.590868,1.728162,1.734905,2.330936,2.834583
ENSMUSG00000031530,Dusp4,DUSP4,one-to-one,No_annotation,NA,NA,0.48559441666666664,0.18601722273071108,0.247988,0.461101,0.776016,0.592326,0.808809,0.493338,0.353155,0.240067,0.354443,0.436619,0.635662,0.427609
ENSMUSG00000031532,Saraf,SARAF,one-to-one,No_annotation,NA,NA,102.71407825,16.155831358346852,99.244043,85.11038,119.291821,102.684576,119.561746,100.183183,100.644966,113.266316,62.759973,116.377797,101.558253,111.885885
ENSMUSG00000031533,Mrps31,MRPS31,one-to-one,No_annotation,NA,NA,20.554287333333335,4.344747371438138,20.798121,21.705895,18.257291,24.295845,24.345068,22.614142,22.347457,21.132476,8.023704,19.188484,22.952152,20.990813
ENSMUSG00000031534,Smim19,SMIM19,one-to-one,No_annotation,NA,NA,13.818285833333332,2.04103608671197,14.534109,15.682360999999998,10.525379,13.113383,11.740035,12.1146,16.379547,16.109068999999998,11.101796,14.900393,15.499519,14.119239
ENSMUSG00000031535,Dkk4,DKK4,one-to-one,yes,NA,NA,0.02210575,0.03610052850060131,0.096691,0,0.038823,0,0,0.086385,0,0,0,0.04337,0,0
ENSMUSG00000031536,Polb,POLB,one-to-one,No_annotation,NA,NA,10.005551833333334,1.2849407634101506,9.834807,9.723914,8.290562,10.36105,11.555328,9.79631,10.43582,9.559634999999998,9.207048,8.534609,13.050495,9.717044
ENSMUSG00000031537,Ikbkb,IKBKB,one-to-one,No_annotation,NA,NA,25.4196415,4.740628676120663,18.812997,18.560825,21.090224,26.861451,25.061724,25.492622000000004,24.778487,31.093476,24.610605000000003,29.668465000000005,24.456946999999992,34.547875
ENSMUSG00000031538,Plat,PLAT,one-to-one,yes,NA,NA,0.21582075,0.10269954167475404,0.233667,0.096013,0.4295389999999999,0.060939,0.222171,0.249465,0.347263,0.127387,0.244528,0.148964,0.207287,0.222626
ENSMUSG00000031539,Ap3m2,AP3M2,one-to-one,No_annotation,NA,NA,0.6960330833333334,0.23822090581889377,0.815649,0.494891,0.79397,0.566279,0.512491,0.642579,1.291257,0.463357,0.7979719999999999,0.448964,0.8568439999999999,0.668144
ENSMUSG00000031540,Kat6a,KAT6A,one-to-one,No_annotation,NA,NA,2.336204416666667,0.4534386538777291,2.325464,1.792726,2.182965,1.755689,2.588832,1.914662,2.733304,2.421959,2.937161,1.76566,2.991409,2.624622
ENSMUSG00000031543,Ank1,ANK1,one-to-one,No_annotation,NA,NA,0.133502,0.17228198672947367,0.463405,0.005923,0.108774,0.059833,0.27259999999999995,0.212144,0.014237,0,0,0.436012,0.022485,0.006611
ENSMUSG00000031545,Gpat4,GPAT4,one-to-one,No_annotation,NA,NA,41.50322825,13.053402381377488,33.33053,25.688417,40.521786000000006,32.957094000000005,55.769747,45.214928,37.632323,53.990801,20.394699,46.924464,39.303999,66.309951
ENSMUSG00000031546,Gins4,GINS4,one-to-one,No_annotation,NA,NA,12.85931875,1.878358437153624,10.144058,14.058226,13.721145,13.58745,14.596415,14.259204,13.479432,13.2861,8.090266,12.556465,13.357364,13.1757
ENSMUSG00000031548,Sfrp1,SFRP1,one-to-one,yes,NA,NA,0.33073225,0.1035690611657265,0.448367,0.186797,0.281704,0.272888,0.449243,0.207493,0.399032,0.294129,0.416049,0.216314,0.478776,0.31799500000000003
ENSMUSG00000031549,Ido2,IDO2,one-to-one,No_annotation,NA,NA,45.70058,10.331783289541567,52.522054999999995,37.668631999999995,41.261171,40.839433,56.80617099999999,47.081104,46.546606999999995,47.643653,26.582322,35.817626000000004,49.658491999999995,65.97969400000001
ENSMUSG00000031551,Ido1,IDO1,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031552,Adam18,ADAM18,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031553,Adam3,ADAM3A,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031554,Adam5,ADAM5,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031555,Adam9,ADAM9,one-to-one,No_annotation,NA,NA,19.151790666666667,4.526482566000576,19.784897,15.080863,19.533308,15.22588,24.127478,17.654237,21.336322,23.551341,9.072566,19.550018,19.437028,25.467550000000003
ENSMUSG00000031556,Tm2d2,TM2D2,one-to-one,No_annotation,NA,NA,47.17013525,5.823676753989561,49.538088,46.891142,41.07436,47.435865,46.863641,49.005183,52.695912,46.14478,34.029177,53.288804,55.61089,43.463781
ENSMUSG00000031557,Plekha2,PLEKHA2,one-to-one,No_annotation,NA,NA,1.0457084166666666,0.3150795492265574,0.487258,0.629363,1.261387,1.145333,1.261304,0.656242,1.178572,1.122936,1.405961,0.909415,1.469539,1.021191
ENSMUSG00000031558,Slit2,SLIT2,one-to-one,yes,NA,NA,0.17299325,0.17223137232493915,0.199349,0.082963,0.239017,0.206023,0.676881,0.037955,0.061199,0.039277,0.146623,0.17358400000000002,0.105606,0.107442
ENSMUSG00000031561,Tenm3,TENM3,one-to-one,No_annotation,NA,NA,1.7368740833333334,0.7565191196562966,1.101309,1.038281,0.926391,1.348806,1.457901,1.79987,1.742371,2.949657,1.18586,1.522691,2.712889,3.056463
ENSMUSG00000031562,Dctd,DCTD,one-to-one,No_annotation,NA,NA,0.33301491666666666,0.1712241178468938,0.150012,0.079319,0.628431,0.333561,0.435782,0.222697,0.309898,0.548251,0.540072,0.259256,0.200979,0.287921
ENSMUSG00000031563,Wwc2,WWC2,one-to-one,No_annotation,NA,NA,1.9104555,0.44084761738486133,1.85712,1.211051,2.4052089999999997,1.424705,2.012857,1.356998,2.3503450000000004,1.984823,1.6416510000000002,2.009936,2.656282,2.014489
ENSMUSG00000031565,Fgfr1,FGFR1,one-to-one,No_annotation,NA,NA,1.2080034166666669,0.4596038105947059,1.005664,0.912238,0.54333,1.091149,1.531278,1.7452530000000002,0.597843,1.606669,1.260645,0.752354,1.9129460000000005,1.536672
ENSMUSG00000031568,Rwdd4a,RWDD4,one-to-one,No_annotation,NA,NA,8.894355416666667,1.342599588743315,8.861194,6.690832,7.973334,7.967302,10.708699,7.945603,10.452868,7.879654,8.944665999999998,8.545955,11.112113999999998,9.650044
ENSMUSG00000031570,Plpp5,PLPP5,one-to-one,No_annotation,NA,NA,21.37161175,4.488717696904461,15.233385000000002,15.501537,28.557456,21.431011,25.856975999999996,20.234032,17.536925999999998,28.167700999999997,17.652466,22.283996,22.220617999999995,21.783237
ENSMUSG00000031574,Star,STAR,one-to-one,No_annotation,NA,NA,0.5692064166666667,0.1769720448496461,0.444713,0.405184,0.530675,0.457395,0.502458,0.335649,0.617747,0.509236,0.591152,0.699954,0.752301,0.984013
ENSMUSG00000031575,Ash2l,ASH2L,one-to-one,No_annotation,NA,NA,8.19936025,1.1972338666120883,6.866613,7.884476,6.321062,8.637061,7.698145,8.110152000000001,9.616668,8.261560999999999,6.908366,8.444354,10.495776,9.148089
ENSMUSG00000031576,Kcnu1,KCNU1,one-to-one,No_annotation,NA,NA,0.053069,0.07726716110412567,0,0.013951,0,0,0,0,0,0.192965,0.157006,0,0.145065,0.127841
ENSMUSG00000031577,Tti2,TTI2,one-to-one,No_annotation,NA,NA,2.81942075,0.6583108708440696,2.012856,3.138626,2.519172,3.480674,2.224019,3.376537,2.522855,2.7036409999999997,2.044802,2.664076,2.879567,4.266224
ENSMUSG00000031578,Mak16,MAK16,one-to-one,No_annotation,NA,NA,7.690814666666666,2.0154524387091364,6.7023779999999995,7.936948999999999,10.167161,6.597647,10.769276,6.215703,9.36734,4.927795,6.027616,6.114339,10.57583,6.887742
ENSMUSG00000031583,Wrn,WRN,one-to-one,No_annotation,NA,NA,1.6236899166666667,0.30525649769257635,1.616793,1.248248,1.4833500000000002,1.293499,1.705708,1.632245,1.7378209999999998,1.977873,1.508834,1.356305,1.576656,2.346947
ENSMUSG00000031584,Gsr,GSR,one-to-one,No_annotation,NA,NA,27.036943916666665,2.3370203881293516,30.073321999999997,25.118603,28.037543,29.120445,28.747942,27.274438,26.677581,27.036529,21.766609,29.376681,24.775516,26.438118
ENSMUSG00000031585,Gtf2e2,GTF2E2,one-to-one,No_annotation,NA,NA,8.0717545,1.8583415597409576,6.908703,5.900561,8.108712,6.350321999999999,10.339615,7.665102,9.725387,8.758583000000002,4.867611,7.86123,10.954729,9.420499
ENSMUSG00000031586,Rbpms,RBPMS,one-to-one,No_annotation,NA,NA,21.232193,3.718881870260152,25.612247,18.46014,21.8888,21.501355,21.411854,16.229930999999997,23.017432,20.296154,28.138941000000003,15.639430999999998,24.180321,18.409709999999997
ENSMUSG00000031590,Frg1,FRG1,one-to-one,No_annotation,NA,NA,17.363596416666667,2.634804151134351,14.083631,15.661363,12.954707,17.751989,16.370659,18.064211,19.797488,22.414467,16.546958,16.043054,19.285221,19.389409
ENSMUSG00000031591,Asah1,ASAH1,one-to-one,yes,NA,NA,16.852056166666667,6.288491469282046,11.037391,16.095563,12.866249,19.555546,11.935049,16.730030000000003,15.191739,28.575844,6.347829,24.592514,15.965437,23.331483
ENSMUSG00000031592,Pcm1,PCM1,one-to-one,No_annotation,NA,NA,1.6861045833333337,0.46687583728039,1.268539,1.189239,1.508234,1.237413,1.6530460000000002,1.886473,1.862527,2.7398550000000004,1.229424,1.5115630000000002,1.969494,2.177448
ENSMUSG00000031594,Fgl1,FGL1,one-to-one,yes,NA,NA,891.30774,458.9330806774227,552.9572929999999,530.813181,1614.095261,917.579342,545.904232,745.7463479999999,601.088634,1313.200771,289.508931,1751.342939,1064.102769,769.353179
ENSMUSG00000031595,Pdgfrl,PDGFRL,one-to-one,yes,NA,NA,0.31512008333333336,0.20525445193863345,0.571843,0.153256,0.32352600000000004,0.336624,0.190409,0.189047,0.035993,0.263312,0.254309,0.780929,0.205607,0.476586
ENSMUSG00000031596,Slc7a2,SLC7A2,one-to-one,No_annotation,NA,NA,48.37741141666667,14.879853491929394,40.044857,51.674702999999994,25.657715,48.636053,54.913746999999994,57.942854,32.34602699999999,67.32093300000001,39.429441,38.626245,45.471178,78.465184
ENSMUSG00000031600,Vps37a,VPS37A,one-to-one,No_annotation,NA,NA,13.012808666666666,4.44993389636331,10.7237,8.214463,16.981453000000002,8.352072,16.581735000000002,10.922551,14.856494,9.108427,21.869231,9.11139,17.620819,11.811369
ENSMUSG00000031601,Cnot7,CNOT7,one-to-one,No_annotation,NA,NA,18.124248333333338,4.522220731192873,19.454304,13.659284,21.341093,13.781681,21.502162,14.697696,27.841218,15.305538,19.506159,11.553183,19.252353,19.596309
ENSMUSG00000031603,Fgf20,FGF20,one-to-one,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031604,Msmo1,MSMO1,one-to-one,No_annotation,NA,NA,108.99766941666668,60.28166830342147,97.679654,103.278623,27.116453,134.59523,57.550393,139.018106,66.964932,163.13863999999998,30.044732000000003,239.420403,109.14496099999998,140.019906
ENSMUSG00000031605,Klhl2,KLHL2,one-to-one,No_annotation,NA,NA,13.032367583333333,2.643333704536357,12.04228,12.758804,14.771437,13.007779,15.045881,12.008556,11.900313999999998,13.551377,6.895797,11.855064999999998,14.536914,18.014207
ENSMUSG00000031608,Galnt7,GALNT7,one-to-one,No_annotation,NA,NA,1.8554876666666664,0.36077757782231057,1.618429,1.351119,1.792915,1.691845,2.557073,2.094519,1.855633,2.447305,1.475356,1.643003,1.848741,1.889914
ENSMUSG00000031609,Sap30,SAP30,one-to-one,No_annotation,NA,NA,3.5966396666666665,1.1290597200631824,3.610149,3.239896,4.012928,2.509047,5.994163,2.861816,4.468031,3.13476,3.046525,3.21269,5.087335,1.982336
ENSMUSG00000031610,Scrg1,SCRG1,one-to-one,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031613,Hpgd,HPGD,one-to-one,No_annotation,NA,NA,110.21364766666666,55.35119277634955,66.85569,70.740701,53.713793,112.284736,81.849288,102.725588,102.535377,187.998246,40.731252,164.746581,117.527047,220.855473
ENSMUSG00000031616,Ednra,EDNRA,one-to-one,No_annotation,NA,NA,0.8963668333333333,0.3490567821929246,0.761227,0.244741,1.016073,0.471966,0.895483,0.7495679999999999,0.910159,1.608905,0.757182,1.0239330000000002,1.1461089999999998,1.171056
ENSMUSG00000031617,Tmem184c,TMEM184C,one-to-one,No_annotation,NA,NA,7.608634416666667,3.906736005183901,4.544967,6.538894,4.847481,8.162997,5.379542,5.6195770000000005,4.311488,11.298191,3.739923,13.200085,7.698497,15.961971
ENSMUSG00000031618,Nr3c2,NR3C2,one-to-one,No_annotation,NA,NA,2.4198853333333332,0.5248969800997895,2.145532,2.160728,2.4855479999999996,2.179033,2.412754,2.810254,1.736835,3.289053,1.933935,1.780251,2.996769,3.107932
ENSMUSG00000031620,Iqcm,IQCM,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031621,Isx,ISX,one-to-one,No_annotation,NA,NA,0.04764416666666667,0.0742412375421361,0,0,0.175206,0,0,0,0.186748,0.117013,0.092763,0,0,0
ENSMUSG00000031622,Sin3b,SIN3B,one-to-one,No_annotation,NA,NA,42.226089333333334,3.945180958104788,40.427329,43.672298999999995,47.42661600000001,42.757572999999994,41.474006,39.20911,44.640103,44.575058000000006,33.310274,46.381887999999996,44.540078,38.298738
ENSMUSG00000031626,Sorbs2,SORBS2,one-to-one,No_annotation,NA,NA,16.719907666666668,3.9210688697265215,16.485543,11.820005000000002,14.137371000000002,15.049225,18.612677,12.637724,20.86556,17.162123000000005,13.671333,14.198069999999998,24.312232,21.687028999999995
ENSMUSG00000031627,Irf2,IRF2,one-to-one,No_annotation,NA,NA,24.656213583333333,5.557172557938702,28.372500999999996,23.387461,20.512998999999997,20.528987,32.238971,22.968768,24.223286,24.670999,33.95294799999999,13.433716,23.090466,28.493461
ENSMUSG00000031628,Casp3,CASP3,one-to-one,No_annotation,NA,NA,12.272315333333331,3.730741222259784,11.314955,12.103916,7.379985,10.243643,10.80361,13.342198,13.227182,18.570454,5.130668,13.096709,15.611413,16.443051
ENSMUSG00000031629,Cenpu,CENPU,one-to-one,No_annotation,NA,NA,0.18373975,0.19577977069569544,0.072031,0.17629699999999998,0.248626,0.042477,0.294444,0.021754,0.041709,0.190367,0.07117,0.225653,0.086723,0.733626
ENSMUSG00000031631,Cfap97,CFAP97,one-to-one,No_annotation,NA,NA,2.929263583333334,0.7259660423988612,2.692049,2.223474,2.584979,2.567272,3.682494,3.096535,2.707021,3.996794,1.718425,2.34861,3.804788,3.728722
ENSMUSG00000031633,Slc25a4,SLC25A4,one-to-one,No_annotation,NA,NA,5.335251416666667,1.2237135910034045,6.22485,3.405931,6.783681,3.957032,6.630762,5.057833,4.487911,6.073553,4.27875,5.325569,7.16186,4.635285
ENSMUSG00000031634,Ufsp2,UFSP2,one-to-one,No_annotation,NA,NA,28.466422166666668,4.55525591014581,23.938811,27.163838,31.223768999999997,27.560440999999997,32.894290000000005,30.324758000000003,28.392461000000004,31.921138,17.590210000000003,29.614494,26.311305000000004,34.661551
ENSMUSG00000031635,Anxa10,ANXA10,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031636,Pdlim3,PDLIM3,one-to-one,No_annotation,NA,NA,0.6959645,0.3833121618400003,1.230734,0.381519,0.7679279999999999,0.370783,1.632803,0.61792,0.6864169999999999,0.685812,0.457841,0.5745100000000001,0.653337,0.29197
ENSMUSG00000031637,Lrp2bp,LRP2BP,one-to-one,No_annotation,NA,NA,0.5205359166666667,0.23730987171492895,0.623487,0.38762,0.468158,0.070817,0.454257,0.25963800000000004,0.707935,0.818453,0.847394,0.301975,0.652221,0.654476
ENSMUSG00000031639,Tlr3,TLR3,one-to-one,No_annotation,NA,NA,2.23199475,1.027577780827066,1.661399,2.415486,1.11359,1.185293,3.352773,1.534934,1.7156859999999998,4.401137,2.03899,1.297999,3.003617,3.063033
ENSMUSG00000031640,Gm45753,NA,NA,NA,NA,NA,0.16479558333333333,0.20024110043892696,0.091877,0,0.153687,0,0,0.170127,0.152782,0.144691,0,0.710122,0.233573,0.320688
ENSMUSG00000031641,Cbr4,CBR4,one-to-one,No_annotation,NA,NA,39.3759325,6.930887400747134,35.153602,40.381784999999994,36.730798,39.06717,39.948928,42.216017,45.693034,38.719526,20.810962,44.172359,48.486599000000005,41.13041
ENSMUSG00000031642,Sh3rf1,SH3RF1,one-to-one,No_annotation,NA,NA,0.88801975,0.3965494384283514,1.5061209999999998,0.414945,0.989521,0.383985,1.060863,0.522325,1.126935,0.744643,1.477315,0.425028,1.125928,0.878628
ENSMUSG00000031644,Nek1,NEK1,one-to-one,No_annotation,NA,NA,2.129541666666667,0.5510439146135326,2.1408400000000003,1.469595,2.153295,1.790519,3.5608350000000004,2.087409,2.568312,1.807895,2.185206,1.471581,2.110378,2.2086349999999997
ENSMUSG00000031645,F11,F11,one-to-one,yes,NA,NA,51.30003583333333,17.788618327370816,69.754086,51.804965,39.263748,39.744402,77.966436,42.668316,64.763108,37.761288,38.96896,22.534274,78.343778,52.027069
ENSMUSG00000031647,Mfap3l,MFAP3L,one-to-one,No_annotation,NA,NA,0.13421558333333333,0.02584411386285202,0.129504,0.146907,0.179084,0.111253,0.134965,0.125014,0.110096,0.151315,0.097724,0.130916,0.178523,0.115286
ENSMUSG00000031651,Triml1,TRIML1,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031652,N4bp1,N4BP1,one-to-one,No_annotation,NA,NA,2.92302,0.5361592647667974,2.6821789999999996,2.28211,3.002875,2.357747,3.0923640000000003,2.632215,3.1133270000000004,2.573323,3.575479,2.381205,4.003698,3.379718
ENSMUSG00000031654,Cbln1,CBLN1,one-to-one,yes,NA,NA,0.04747291666666667,0.05713070405093973,0,0.053973,0,0.014285,0.10064,0.028221,0.120263,0,0,0.16231400000000001,0,0.089979
ENSMUSG00000031657,Heatr3,HEATR3,one-to-one,No_annotation,NA,NA,7.842932333333333,1.6212868677581864,7.877445,6.044954000000001,7.423654,7.216302999999999,9.662053,5.442986,9.918266999999998,7.30528,7.503411999999999,6.893552,11.071355,7.755927
ENSMUSG00000031659,Adcy7,ADCY7,one-to-one,No_annotation,NA,NA,0.62876675,0.23557210853854377,0.476654,0.476575,0.698614,0.3004,0.47555,0.521109,0.539988,1.001241,0.851648,0.432033,0.7286210000000001,1.042768
ENSMUSG00000031660,Brd7,BRD7,one-to-one,No_annotation,NA,NA,13.1471525,3.2891680039092366,9.390487,13.349303,9.469703,14.383290999999998,8.437948,13.063368,13.385288,11.642945,13.125552,14.051994,19.751503,17.714448
ENSMUSG00000031661,Nkd1,NKD1,one-to-one,No_annotation,NA,NA,2.766871,1.2008216643077052,1.484457,1.74527,2.6605869999999996,1.863648,2.288915,2.091538,2.613944,2.5440620000000003,4.780111,1.922922,4.799713,4.407285
ENSMUSG00000031662,Snx20,SNX20,one-to-one,No_annotation,NA,NA,0.41539866666666664,0.1408691756181363,0.184201,0.441874,0.661682,0.293866,0.375067,0.301293,0.485998,0.41609,0.664515,0.340027,0.43537,0.384801
ENSMUSG00000031665,Sall1,SALL1,one-to-one,No_annotation,NA,NA,5.50745625,2.9921836062717,3.854087,3.035979,2.821587,3.037547,2.72548,3.844541,5.169051,6.66664,11.240435,6.107991,6.608174,10.977963
ENSMUSG00000031666,Rbl2,RBL2,one-to-one,No_annotation,NA,NA,7.038988,1.5695186732391446,5.868495,7.321065000000001,6.286059,5.759975,8.165363,6.792339,6.716644,10.212721000000002,4.828729,5.722123,7.494361000000001,9.299982
ENSMUSG00000031667,Aktip,AKTIP,one-to-one,No_annotation,NA,NA,8.988395416666666,1.321468199407796,8.454354,8.42896,9.280772,8.550832,9.570978,10.397955,7.814839,10.985877999999998,6.092529999999999,9.585616,8.444109000000001,10.253922
ENSMUSG00000031668,Eif2ak3,EIF2AK3,one-to-one,No_annotation,NA,NA,3.707743083333334,1.3439465383092952,3.5711690000000003,2.82162,5.682672000000001,2.891098,5.982730999999999,2.301596,4.532383,2.932791,2.823853,2.620912,5.522705,2.809387
ENSMUSG00000031669,Gins3,GINS3,one-to-one,No_annotation,NA,NA,0.4289438333333333,0.16133903205972724,0.719587,0.334575,0.381648,0.248779,0.56294,0.361398,0.588268,0.210686,0.420961,0.463187,0.602977,0.25232
ENSMUSG00000031671,Setd6,SETD6,one-to-one,No_annotation,NA,NA,17.74582008333333,3.232554841302055,19.795489000000003,18.246323,15.759642,15.91283,17.844621,18.032531,18.322566,12.849869,23.967453999999996,12.50204,18.505167,21.211309
ENSMUSG00000031672,Got2,GOT2,one-to-one,No_annotation,NA,NA,298.7661293333333,54.32245892168152,265.67637099999996,309.115861,215.754583,313.332985,319.55787799999996,306.927541,275.330036,308.65128999999996,205.327227,334.48628299999996,320.28874099999996,410.744756
ENSMUSG00000031673,Cdh11,CDH11,one-to-one,No_annotation,NA,NA,0.09409641666666668,0.06737436529565548,0.049824,0.071639,0.116437,0.037917,0.04123,0.038647,0.13141,0.108368,0.065503,0.129611,0.276434,0.062137
ENSMUSG00000031681,Smad1,SMAD1,one-to-one,No_annotation,NA,NA,4.947337583333334,0.6773242784962363,5.298147,4.2397160000000005,4.521627,4.35557,4.884829,4.670157,4.987738,4.642699,6.218411000000001,4.0805299999999995,5.499348,5.969279
ENSMUSG00000031682,1700011L22Rik,C4orf51,one-to-one,No_annotation,NA,NA,0.01127766666666666,0.0263469489257669,0,0.066144,0,0,0,0,0.069188,0,0,0,0,0
ENSMUSG00000031683,Lsm6,LSM6,one-to-one,No_annotation,NA,NA,29.130011,4.7293364903470145,27.945602,31.729495,29.292309000000003,30.560316,29.149244000000003,19.212881000000003,24.504538000000004,28.930224,37.627478,32.639471,32.949771,25.018803
ENSMUSG00000031684,Slc10a7,SLC10A7,one-to-one,No_annotation,NA,NA,2.965156833333334,0.5542366717245741,3.227223,2.3504129999999996,2.440411,2.967187,3.922937,2.804383,3.187712,2.705882,2.3904789999999996,3.006645,4.015578,2.563032
ENSMUSG00000031688,Pou4f2,POU4F2,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031691,Tnpo2,TNPO2,one-to-one,No_annotation,NA,NA,9.51130875,1.78615192782494,9.509055,7.101531,9.411008,7.916985,10.08846,8.556144999999999,10.659167,8.631327999999998,11.788674,7.240678,13.064255,10.168419
ENSMUSG00000031696,Vps35,VPS35,one-to-one,No_annotation,NA,NA,23.278038,5.049135091697965,18.850812,21.328428,21.804574,22.165792,24.798806,24.844603999999997,24.249208,31.022723,11.136162,25.195924,24.782088,29.157335000000003
ENSMUSG00000031697,Orc6,ORC6,one-to-one,No_annotation,NA,NA,3.4530985,1.143360874288405,2.246695,3.146389,2.151941,3.283848,3.270306,2.763829,3.99655,5.374345,2.059655,3.291859,5.318296,4.533469
ENSMUSG00000031698,Mylk3,MYLK3,one-to-one,No_annotation,NA,NA,0.16964233333333334,0.10539938239799504,0.141449,0.038791,0.192175,0.136341,0.056566,0.088062,0.232815,0.151482,0.31414,0.065772,0.373717,0.244398
ENSMUSG00000031700,Gpt2,GPT2,one-to-one,No_annotation,NA,NA,92.72750983333334,27.02696720647735,80.907639,107.518797,63.153521000000005,90.81311200000002,96.499769,127.66478200000002,64.848563,94.767169,44.076078,109.927327,93.803496,138.749865
ENSMUSG00000031701,Dnaja2,DNAJA2,one-to-one,No_annotation,NA,NA,45.90394775,9.012252697653931,42.360387,38.951509,50.971294,38.541999,54.145663,42.049167,47.386158,50.352798,25.185977,48.510499,56.149835,56.242087
ENSMUSG00000031703,Itfg1,ITFG1,one-to-one,yes,NA,NA,20.37986108333333,4.144255475419274,19.468182,18.958766,19.347459,19.294437,24.258732,20.53709,22.234024,22.762022,8.863033999999999,21.268919,25.019274,22.546394
ENSMUSG00000031706,Rfx1,RFX1,one-to-one,No_annotation,NA,NA,2.7142780833333333,0.925578072321534,2.5118780000000003,1.824033,3.026396,1.759525,2.3652719999999996,1.835937,2.667997,2.972045,4.823217,1.808242,3.212491,3.764304
ENSMUSG00000031708,Tecr,TECR,one-to-one,No_annotation,NA,NA,333.6040366666667,49.31072841987263,411.0143120000001,309.641145,283.62053000000003,274.18378599999994,321.078968,310.13662099999993,392.77292,321.899065,400.45861900000006,301.51581099999987,384.6118110000001,292.314852
ENSMUSG00000031709,Tbc1d9,TBC1D9,one-to-one,No_annotation,NA,NA,0.2734666666666667,0.15990038119707436,0.12593300000000002,0.090145,0.653006,0.261181,0.150667,0.220216,0.225089,0.453054,0.226104,0.226888,0.225881,0.423436
ENSMUSG00000031710,Ucp1,UCP1,one-to-one,No_annotation,NA,NA,1.7656563333333333,1.418313577244169,4.016682,0.987633,1.403695,0.481688,1.785068,4.218294,1.344598,2.718244,1.310651,2.886246,0.035077,0
ENSMUSG00000031711,Zfp330,ZNF330,one-to-one,No_annotation,NA,NA,12.307267583333331,3.0737927035511463,9.706885000000002,9.022222,16.010608,9.769156999999998,15.275822,9.334448,16.267934,13.36613,9.393323,10.789302000000005,16.866663,11.884716999999998
