gene_id,gene_name,human_gene,ortholog_type,secreted,Reference,Function,mean_tpm,sd_tpm,Mous-1A-PAR-Mal-L,Mous-1B-PAR-Mal-L,Mous-2A-PAR-Mal-L,Mous-2B-PAR-Mal-L,Mous-3A-PAR-Mal-L,Mous-3B-PAR-Mal-L,Mous-4A-PAR-Fem-L,Mous-4B-PAR-Fem-L,Mous-5A-PAR-Fem-L,Mous-5B-PAR-Fem-L,Mous-6A-PAR-Fem-L,Mous-6B-PAR-Fem-L
ENSMUSG00000031467,Agpat5,AGPAT5,one-to-one,No_annotation,NA,NA,4.12409275,1.503701477728156,4.693313,3.459326,3.517462,2.4473000000000003,4.16615,3.524346,3.339417,3.338608,8.171088,5.228963,4.67496,2.92818
ENSMUSG00000031471,Defb8,DEFB4A | DEFB4B,many-to-many,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031478,Nek3,NEK3,one-to-one,No_annotation,NA,NA,0.6259121666666667,0.27705419538088844,0.661607,0.786989,0.403107,0.803404,0.557802,0.549355,0.206349,0.315881,1.258693,0.7941199999999999,0.48297,0.690669
ENSMUSG00000031479,Vps36,VPS36,one-to-one,No_annotation,NA,NA,5.055827916666667,2.2599474801206596,6.266013,5.387687,3.962024,3.181166,4.436187,5.117848,3.338669,3.33923,11.242411,5.952392,5.47776,2.968548
ENSMUSG00000031480,Thsd1,THSD1,one-to-one,No_annotation,NA,NA,0.4618656666666667,0.321679193908616,0.8005500000000001,0.731792,0.270789,0.154485,0.403514,0.22591,0.229674,0.18499,1.136707,0.714303,0.54918,0.140494
ENSMUSG00000031481,Tpte,TPTE | TPTE2,one-to-many (mouse-to-human),No_annotation,NA,NA,0.01274866666666666,0.02008290584431235,0,0,0.017498,0,0.010324,0.050004,0,0,0.01956,0.055598,0,0
ENSMUSG00000031482,Slc25a15,SLC25A15,one-to-one,No_annotation,NA,NA,3.4628053333333333,0.4507302439370085,3.751804,3.5931659999999996,4.361998,2.594807,3.326805,3.390952,3.120262,3.173258,4.004186,3.462785,3.5330730000000004,3.240568
ENSMUSG00000031483,Erlin2,ERLIN2,one-to-one,No_annotation,NA,NA,6.530967416666667,1.7236612703252268,8.882325000000002,6.086531000000001,7.524921,4.041714,7.128076999999999,6.724883,5.231573000000001,4.924778,8.58011,7.98291,7.527171,3.736616
ENSMUSG00000031485,Plpbp,PLPBP,one-to-one,No_annotation,NA,NA,8.064972333333333,2.782794592568228,11.759122,8.377312,7.402817000000001,5.0498330000000005,7.248634000000001,9.329767,5.041004,5.333081,13.00224,11.131423,8.081805,5.02263
ENSMUSG00000031486,Adgra2,ADGRA2,one-to-one,No_annotation,NA,NA,0.8465064999999999,0.5619554866136479,1.653479,1.333935,0.525836,0.306666,0.7946719999999999,0.512492,0.392313,0.210972,1.860309,1.124184,1.127897,0.315323
ENSMUSG00000031487,Brf2,BRF2,one-to-one,No_annotation,NA,NA,1.7912838333333334,1.1478839850210418,2.299385,2.11466,1.249516,0.678998,1.339521,1.592228,0.982786,1.044052,4.9817599999999995,2.2307360000000003,2.03499,0.946774
ENSMUSG00000031488,Rab11fip1,RAB11FIP1,one-to-one,No_annotation,NA,NA,3.94290975,0.6551710497067473,4.325531,3.888903,5.490147,2.8158529999999997,3.930563,4.05801,3.818869999999999,4.117042,3.339662,4.20226,4.0262579999999994,3.3018179999999995
ENSMUSG00000031489,Adrb3,ADRB3,one-to-one,No_annotation,NA,NA,5.208413166666666,13.296286541552698,1.14393,1.584763,0.069525,0.306331,0.286186,6.128391,0.32576499999999997,0.34189499999999995,4.234332,47.010118,0.553248,0.516474
ENSMUSG00000031490,Eif4ebp1,EIF4EBP1,one-to-one,No_annotation,NA,NA,65.89491533333333,11.267616482728991,53.871091,63.107354,89.829917,52.262957,72.873661,69.434079,78.386696,64.905169,66.708055,69.939332,54.582492,54.838181
ENSMUSG00000031491,Chrna6,CHRNA6,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031492,Chrnb3,CHRNB3,one-to-one,No_annotation,NA,NA,0.00182141666666666,0.00461577064300078,0.01513,0,0,0,0.006727,0,0,0,0,0,0,0
ENSMUSG00000031493,Ggn,GGN,one-to-one,No_annotation,NA,NA,0.09475941666666668,0.08916246188274762,0.175897,0.152636,0.014648,0,0.03552,0.058411,0.036975,0.045255,0.162524,0.159787,0.283867,0.011593
ENSMUSG00000031494,Cd209a,CD209 | CLEC4M,many-to-many,No_annotation,NA,NA,2.0627066666666667,1.436879034814966,4.152279,1.691694,1.317454,0.64979,3.424833,1.779186,0.917945,0.480006,5.043448000000001,2.355152,1.810802,1.129891
ENSMUSG00000031495,Cd209d,CD209 | CLEC4M,many-to-many,No_annotation,NA,NA,5.1998855,4.448374966524241,13.141401,11.792477,2.52209,1.885458,4.629975,4.339294,1.686702,0.376758,11.540109,4.875763,4.309441,1.299158
ENSMUSG00000031497,Tnfsf13b,TNFSF13B,one-to-one,yes,NA,NA,1.3973160833333331,1.9606993318345491,1.645025,1.641571,0.688715,0.303887,1.347705,0.912682,0.422723,0.212213,7.416914,0.7474729999999999,1.093202,0.335683
ENSMUSG00000031502,Col4a1,COL4A1,one-to-one,yes,NA,NA,8.964397333333332,5.272847748018269,12.544421000000002,9.654947,7.324388,4.141569,7.827889,8.914591,5.463151,3.777183,9.677064,23.339336,10.139325,4.768904
ENSMUSG00000031503,Col4a2,COL4A2,one-to-one,yes,NA,NA,5.941975666666666,3.340815634899802,8.854204,6.222447,4.3736,2.526093,5.319059,5.039756,3.662542,2.735427,6.841426,14.475181,7.815697,3.438276
ENSMUSG00000031504,Rab20,RAB20,one-to-one,No_annotation,NA,NA,4.500378416666667,1.2674754517240137,5.342736,3.810476,7.363581,2.749645,4.790187,4.286091,4.584149,3.556273,6.050112,4.027095,4.144906,3.29929
ENSMUSG00000031505,Naxd,NAXD,one-to-one,No_annotation,NA,NA,28.801036166666663,5.105972383584093,32.434374,29.863599,33.723873,25.798308,28.411828999999997,26.170692999999996,24.937811,24.789933,37.344369,34.998825,27.751217000000008,19.387603
ENSMUSG00000031506,Ptpn7,PTPN7,one-to-one,No_annotation,NA,NA,3.6716599166666666,5.235029980927077,7.687800000000001,5.2361379999999995,1.1264789999999998,0.253495,3.081631,1.5781630000000002,0.226124,0.111356,18.068357,0.338511,6.054956,0.296909
ENSMUSG00000031508,Ankrd10,ANKRD10,one-to-one,No_annotation,NA,NA,9.174398083333331,5.628865385499906,12.466563,11.755759,7.292146,3.30056,8.257384,6.736728,5.648592,4.611133,24.011958000000003,8.992335,12.501753,4.517866
ENSMUSG00000031509,Spaca7b,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031511,Arhgef7,ARHGEF7,one-to-one,No_annotation,NA,NA,4.0426405,2.477026784587467,7.497266999999999,5.280367,2.921867,1.803069,3.627021,3.0748759999999997,1.87002,1.742596,9.622461,4.354666999999999,4.853237,1.864238
ENSMUSG00000031512,Tex29,TEX29,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031513,Leprotl1,LEPROTL1,one-to-one,No_annotation,NA,NA,6.917587583333334,6.415317000990172,10.076127,8.369683,3.666267,2.380991,5.516101,5.696912,3.085763,2.009181,25.002348,5.105428,10.258792,1.843458
ENSMUSG00000031516,Dctn6,DCTN6,one-to-one,No_annotation,NA,NA,21.29042675,10.234358379752925,29.839048999999996,26.320115,15.225869,9.808527,20.547484,21.595402,8.978928,14.136111,43.228742,31.344873000000003,22.992635,11.467386
ENSMUSG00000031517,Gpm6a,GPM6A,one-to-one,No_annotation,NA,NA,0.6427941666666667,0.5086003111007581,1.328048,1.15158,0.306891,0.229028,0.696515,0.735691,0.179339,0.080138,1.658633,0.651132,0.5539,0.142635
ENSMUSG00000031518,Spata4,SPATA4,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031519,Asb5,ASB5,one-to-one,No_annotation,NA,NA,1.0965961666666666,1.0352027821929235,3.689737,0.888757,0.874252,0.196397,0.545758,0.680043,0.524255,0.7934159999999999,0.242856,2.684165,1.059971,0.979547
ENSMUSG00000031520,Vegfc,VEGFC,one-to-one,yes,NA,NA,0.7955610833333333,0.6641614809517963,1.638807,0.842759,0.389963,0.261916,0.727804,0.537588,0.347175,0.183973,2.443091,0.828708,1.058254,0.286695
ENSMUSG00000031521,Aga,AGA,one-to-one,No_annotation,NA,NA,10.710026333333332,2.5986847873705905,11.394613,13.470759,6.846891,8.551616999999998,9.794903,12.110106,10.017751,9.474476,12.305946,16.502142,9.163382,8.887730000000001
ENSMUSG00000031523,Dlc1,DLC1,one-to-one,No_annotation,NA,NA,2.142407916666667,1.8496929100383348,2.66542,1.937006,1.063158,0.523922,1.427917,2.7871560000000004,1.123728,0.799824,3.0031160000000003,7.441205,1.612153,1.32429
ENSMUSG00000031527,Eri1,ERI1,one-to-one,No_annotation,NA,NA,2.65930475,2.552775987288317,4.205517,3.049056,1.250727,0.841153,2.4543890000000004,1.769364,0.994588,0.963027,9.947869,1.799851,3.597417,1.038699
ENSMUSG00000031529,Tnks,TNKS,one-to-one,No_annotation,NA,NA,1.6231284166666666,0.6867908379075245,2.289068,2.03259,1.319935,0.944321,1.373215,1.408632,0.963912,1.014768,3.060679,2.3282779999999996,1.829695,0.912448
ENSMUSG00000031530,Dusp4,DUSP4,one-to-one,No_annotation,NA,NA,1.6786798333333333,1.50892187119617,1.096481,1.345113,0.321056,1.035253,0.868533,1.00455,2.320635,0.638055,4.624245,4.569913,2.199112,0.121212
ENSMUSG00000031532,Saraf,SARAF,one-to-one,No_annotation,NA,NA,79.21749224999999,22.485312847430745,91.111556,72.22677399999999,91.834735,66.09584100000001,80.827609,69.143519,65.17055300000001,61.310949,140.960241,73.39801399999999,82.932489,55.597627
ENSMUSG00000031533,Mrps31,MRPS31,one-to-one,No_annotation,NA,NA,4.581448666666667,2.2745459001485964,4.47099,4.172467,4.514712,2.651306,3.626545,6.387319,2.80203,2.614558,9.447792000000002,7.988484,4.247833,2.0533479999999997
ENSMUSG00000031534,Smim19,SMIM19,one-to-one,No_annotation,NA,NA,10.997003416666669,2.6736429444563417,10.600494,12.530261,14.123684,7.868494,10.940085,12.058141000000001,8.812912,9.509167,16.10611,12.015422,11.018161,6.38111
ENSMUSG00000031535,Dkk4,DKK4,one-to-one,yes,NA,NA,0.01230183333333333,0.03074650840437993,0.048133,0,0,0,0,0,0,0,0.099489,0,0,0
ENSMUSG00000031536,Polb,POLB,one-to-one,No_annotation,NA,NA,9.754818083333332,3.427676145194861,11.188329,10.522567,8.830619,6.969771000000001,9.776153,6.9978560000000005,10.510117,5.761405000000001,17.579119000000002,12.793597,11.038518,5.089766
ENSMUSG00000031537,Ikbkb,IKBKB,one-to-one,No_annotation,NA,NA,14.119292333333334,10.85640178441175,25.233652,18.893117,9.203278,4.929799,10.589571,10.951317,5.466657,5.048913999999999,40.796914,11.409114,21.88028,5.028895
ENSMUSG00000031538,Plat,PLAT,one-to-one,yes,NA,NA,1.4654991666666668,1.024324399503296,2.8649590000000003,1.373332,1.13794,0.876364,1.130862,1.706688,0.8665210000000001,0.589866,0.751336,4.079092,1.438513,0.770517
ENSMUSG00000031539,Ap3m2,AP3M2,one-to-one,No_annotation,NA,NA,2.1896861666666667,2.000109090492945,3.928845,3.035616,1.071233,0.538428,1.265356,1.616544,0.54839,0.496447,7.301439,2.855006,2.967339,0.651591
ENSMUSG00000031540,Kat6a,KAT6A,one-to-one,No_annotation,NA,NA,2.917827166666666,1.5921247236506906,4.864812,3.978486,2.8990430000000003,1.296503,2.839564,2.19473,1.49856,1.198283,6.148821,2.523263,4.236575,1.335286
ENSMUSG00000031543,Ank1,ANK1,one-to-one,No_annotation,NA,NA,1.3054006666666669,2.066492889797254,6.906904,0.31847000000000003,0.815428,0.17442000000000002,0.04365099999999999,0.106318,0.010793,0.7402799999999999,0.185537,3.914079,1.2822509999999998,1.166677
ENSMUSG00000031545,Gpat4,GPAT4,one-to-one,No_annotation,NA,NA,8.438560916666667,3.808184018089473,9.432761,7.922115,8.216978000000001,3.4710120000000004,8.042962,8.412082,6.0633539999999995,4.629958,16.78163,14.27192,8.66994,5.348019
ENSMUSG00000031546,Gins4,GINS4,one-to-one,No_annotation,NA,NA,7.855705,4.1219146240987445,9.083872,8.302463,7.76506,4.275877,6.336002,8.348499,5.516417,3.789766,19.261942,8.572281,9.111653,3.904628
ENSMUSG00000031548,Sfrp1,SFRP1,one-to-one,yes,NA,NA,1.3864644166666666,0.3891164524809458,2.058482,1.595878,1.217071,1.193672,1.135997,1.48127,1.552867,1.036957,1.014589,1.62754,1.946857,0.776393
ENSMUSG00000031549,Ido2,IDO2,one-to-one,No_annotation,NA,NA,0.20859475,0.09705898608496231,0.430411,0.247262,0.16421,0.103414,0.079471,0.252313,0.120588,0.17541500000000002,0.304135,0.22828,0.23595,0.161688
ENSMUSG00000031551,Ido1,IDO1,one-to-one,No_annotation,NA,NA,0.5044301666666666,1.621360528128535,0.023628,0.025248,0,0,0.015368,0,0.019589,0.047872,0.121478,5.651485,0.098068,0.050426
ENSMUSG00000031552,Adam18,ADAM18,one-to-one,No_annotation,NA,NA,8.92e-4,0.00308997864070287,0,0,0,0,0.010704,0,0,0,0,0,0,0
ENSMUSG00000031553,Adam3,ADAM3A,one-to-one,No_annotation,NA,NA,0.01572516666666667,0.03696555680097434,0,0.015639,0,0,0.027237,0.016436,0,0,0,0,0,0.12939
ENSMUSG00000031554,Adam5,ADAM5,one-to-one,No_annotation,NA,NA,0.09422075,0.11574465717975536,0.184265,0.113327,0,0,0.085545,0.086316,0,0,0.401957,0.086705,0.150918,0.021616
ENSMUSG00000031555,Adam9,ADAM9,one-to-one,No_annotation,NA,NA,8.270165666666667,2.242538965933209,10.461281,7.41061,8.24926,6.231929,7.759655,8.26983,5.691588,6.890197,11.336693,13.012732,7.831003,6.09721
ENSMUSG00000031556,Tm2d2,TM2D2,one-to-one,No_annotation,NA,NA,15.992386083333331,4.328063291562709,17.061749,14.817714,15.832556,11.032475,15.719726,15.064101,14.787177,12.771851,27.707621000000003,19.017044,16.517035,11.579584
ENSMUSG00000031557,Plekha2,PLEKHA2,one-to-one,No_annotation,NA,NA,6.9484328333333325,8.274798858311057,13.737997,9.410694,3.5122009999999997,1.2608,5.117565,4.071827,1.7745479999999998,1.107854,30.074815999999995,3.2473039999999997,8.807831,1.257757
ENSMUSG00000031558,Slit2,SLIT2,one-to-one,yes,NA,NA,0.6291375833333334,0.20091004142218763,0.483191,0.7925610000000001,0.748571,0.473934,0.6125090000000001,0.45566000000000006,0.751304,0.7624359999999999,0.152138,0.8236370000000001,0.7193259999999999,0.7743840000000001
ENSMUSG00000031561,Tenm3,TENM3,one-to-one,No_annotation,NA,NA,0.2422808333333333,0.24940454834768985,0.537568,0.368741,0.120893,0.169002,0.154057,0.077251,0.058638,0.030493,0.846635,0.10057,0.39665,0.046872
ENSMUSG00000031562,Dctd,DCTD,one-to-one,No_annotation,NA,NA,3.48658,0.8660234938137963,2.799221,3.778369,4.683025,2.2662199999999997,4.639725,2.9160959999999996,3.448666,2.3908430000000003,4.70574,3.576303,3.743209,2.891543
ENSMUSG00000031563,Wwc2,WWC2,one-to-one,No_annotation,NA,NA,4.479165,0.6658735197220949,4.623088,4.832175,5.240119,3.421333,4.685830999999999,4.416232,4.715578,4.439948,3.2163199999999996,5.586755,4.41639,4.156211
ENSMUSG00000031565,Fgfr1,FGFR1,one-to-one,No_annotation,NA,NA,4.971128833333333,5.004464576525296,5.844325,4.833182999999999,2.9235600000000006,1.85626,3.691527,3.6485729999999994,2.330923,2.455266,4.44433,20.427436,4.369832000000001,2.828331
ENSMUSG00000031568,Rwdd4a,RWDD4,one-to-one,No_annotation,NA,NA,6.527485583333333,2.0551803431698,6.7903020000000005,6.257906,6.814429,4.499769000000001,6.844909,5.985785,5.069024,4.397809,12.055231,7.364865,7.445420999999999,4.804377000000001
ENSMUSG00000031570,Plpp5,PLPP5,one-to-one,No_annotation,NA,NA,49.74264491666667,8.882272212641828,48.09644300000001,49.369139,66.076691,50.52523100000001,60.981807,48.47984300000001,52.267537,55.532411999999994,30.880351,43.889455000000005,46.435421000000005,44.377409
ENSMUSG00000031574,Star,STAR,one-to-one,No_annotation,NA,NA,0.4953558333333334,0.3030957490373548,0.615136,0.663597,0.506499,0.232779,0.399279,0.225575,0.422893,0.218855,1.299744,0.453327,0.656705,0.249881
ENSMUSG00000031575,Ash2l,ASH2L,one-to-one,No_annotation,NA,NA,6.61174875,2.6439228629236147,8.734025,8.144137,5.77524,3.623013,6.171064000000001,6.143854999999999,5.110650000000001,4.045681999999999,13.202127999999998,7.152907,7.271631,3.966653
ENSMUSG00000031576,Kcnu1,KCNU1,one-to-one,No_annotation,NA,NA,0.0551605,0.06086617323499751,0.117868,0.051181,0.010172,0.208228,0.094938,0,0.007693,0.047477,0.064101,0.034465,0.025803,0
ENSMUSG00000031577,Tti2,TTI2,one-to-one,No_annotation,NA,NA,1.7604043333333332,0.7741207878888778,1.7309599999999998,2.014722,1.196377,1.11812,1.468573,1.967268,0.925488,1.37333,3.739077,2.497493,1.914864,1.1785800000000002
ENSMUSG00000031578,Mak16,MAK16,one-to-one,No_annotation,NA,NA,8.87057775,5.49817028168734,10.216882,10.468624,6.852996,3.852246,8.223563999999998,7.582717,5.787216,5.210101000000001,24.738437,9.247564,9.957939,4.308647
ENSMUSG00000031583,Wrn,WRN,one-to-one,No_annotation,NA,NA,1.19619475,0.74384860883664,1.668994,1.4120499999999998,1.025916,0.573991,0.904571,0.944317,0.515241,0.547547,3.056363,1.510733,1.725203,0.469411
ENSMUSG00000031584,Gsr,GSR,one-to-one,No_annotation,NA,NA,4.581843166666666,1.7433703835662604,5.64789,4.895985,4.602267,2.243106,4.724157,3.319935,3.890524,2.888984,8.277331,6.465179,5.413603,2.613157
ENSMUSG00000031585,Gtf2e2,GTF2E2,one-to-one,No_annotation,NA,NA,6.6002965,2.713412396316608,7.606298,6.09347,6.461404,3.903401,5.952267999999999,5.594181000000001,5.458617,4.077424,13.821889,8.015073000000001,8.194529,4.025004
ENSMUSG00000031586,Rbpms,RBPMS,one-to-one,No_annotation,NA,NA,5.985813666666667,2.8485896192095206,5.408291,7.400690999999999,3.0359480000000003,4.9243120000000005,3.777609,7.648208,2.81081,4.434044,8.892603,12.773518,6.2745120000000005,4.449218
ENSMUSG00000031590,Frg1,FRG1,one-to-one,No_annotation,NA,NA,14.1792845,10.546270097280198,17.430543,16.332963,8.253505,6.617699,11.053743,11.435913,8.38521,7.520079,45.268959,13.401,17.018815,7.432985
ENSMUSG00000031591,Asah1,ASAH1,one-to-one,yes,NA,NA,15.656047333333332,4.897249361691247,18.265216,19.123378,14.463333,8.485864999999999,14.399333,16.858195999999996,11.743943,11.600535,20.107542999999996,26.547557,14.907957,11.369712
ENSMUSG00000031592,Pcm1,PCM1,one-to-one,No_annotation,NA,NA,1.95857575,0.9134350019234712,3.549568,2.037867,1.499841,1.117988,1.61825,1.406884,0.943478,1.270301,3.535632,2.698589,2.52873,1.295781
ENSMUSG00000031594,Fgl1,FGL1,one-to-one,yes,NA,NA,3.94346775,1.7953337439041614,8.019231000000001,4.013269,3.044725,3.72766,1.219901,6.416512,3.078653,4.034577,2.490612,4.558099,3.87062,2.847754
ENSMUSG00000031595,Pdgfrl,PDGFRL,one-to-one,yes,NA,NA,0.6195428333333334,0.36712805296983814,1.09346,0.475059,0.47379,0.142391,0.46761200000000003,0.62619,1.11403,0.223478,0.633494,0.892315,1.140146,0.152549
ENSMUSG00000031596,Slc7a2,SLC7A2,one-to-one,No_annotation,NA,NA,2.359539333333333,1.866963468222924,2.3834079999999997,1.707793,2.74521,1.074298,2.0884430000000003,2.0924310000000004,1.792995,1.676228,1.006331,8.085934,1.843185,1.818216
ENSMUSG00000031600,Vps37a,VPS37A,one-to-one,No_annotation,NA,NA,7.87861525,3.9611532884289264,11.586302,4.695882999999999,12.72001,3.49718,10.111045,4.706649,7.603853000000001,3.570078,13.748321,7.335137,11.805438,3.163487
ENSMUSG00000031601,Cnot7,CNOT7,one-to-one,No_annotation,NA,NA,13.336005166666666,5.851512614784967,16.356093,11.204935,13.990051,7.849242,14.639709999999999,10.20787,10.333062000000002,7.029985999999998,27.318598,17.850654000000002,16.647652,6.604209
ENSMUSG00000031603,Fgf20,FGF20,one-to-one,yes,NA,NA,0.01674966666666666,0.04760888963463047,0,0,0,0,0,0,0.164136,0,0,0.03686,0,0
ENSMUSG00000031604,Msmo1,MSMO1,one-to-one,No_annotation,NA,NA,6.249176833333333,2.7483434902026755,5.710976,7.462746,3.097811,3.5658410000000007,3.764643,8.751426,4.186765,4.447234000000001,11.364364,9.954601,7.816021,4.867694
ENSMUSG00000031605,Klhl2,KLHL2,one-to-one,No_annotation,NA,NA,3.7177023333333334,2.515710677482186,4.446931999999999,3.089616,3.108123,1.7407670000000002,3.469435,2.517951,2.082598,1.7778310000000002,7.09158,10.150455,3.299528,1.837612
ENSMUSG00000031608,Galnt7,GALNT7,one-to-one,No_annotation,NA,NA,5.665771583333333,0.9513270325168712,5.906337,5.596189,5.451819,4.811885999999999,6.553104,5.315273,6.078157,5.293452,7.758814,5.80935,5.618622,3.796256
ENSMUSG00000031609,Sap30,SAP30,one-to-one,No_annotation,NA,NA,4.138235166666667,1.0815697090391634,4.537827,4.329733,3.284044,3.342785,4.650474,3.416192,3.461964,3.666591,6.986922,4.05696,4.874311,3.051019
ENSMUSG00000031610,Scrg1,SCRG1,one-to-one,yes,NA,NA,0.03488641666666667,0.05870396311920955,0,0.14853,0,0,0.048513,0,0,0.068691,0,0,0.152903,0
ENSMUSG00000031613,Hpgd,HPGD,one-to-one,No_annotation,NA,NA,4.36986775,2.1246558212395517,7.187608,8.344474,2.624096,3.196675,2.455367,3.643221,3.191634,2.572822,7.202384,4.684426,5.004986,2.33072
ENSMUSG00000031616,Ednra,EDNRA,one-to-one,No_annotation,NA,NA,0.83248775,0.3818749113526158,1.14697,0.81996,0.812268,0.31093499999999996,0.825926,0.8023910000000001,0.542905,0.475327,0.932817,1.818052,0.864345,0.637957
ENSMUSG00000031617,Tmem184c,TMEM184C,one-to-one,No_annotation,NA,NA,3.914429666666667,2.1155379336025897,4.4088,3.977437,3.438864,2.916787,3.60951,3.897528,1.557858,2.0794390000000003,9.570216,5.621250000000001,3.941877,1.95359
ENSMUSG00000031618,Nr3c2,NR3C2,one-to-one,No_annotation,NA,NA,1.09427425,0.31810520135758547,1.325871,1.01702,1.63766,0.702607,1.205205,0.755488,1.129885,1.262377,0.613317,1.523178,1.036428,0.922255
ENSMUSG00000031620,Iqcm,IQCM,one-to-one,No_annotation,NA,NA,0.0084715,0.02306313785912686,0.023035,0,0,0,0,0,0,0,0,0.078623,0,0
ENSMUSG00000031621,Isx,ISX,one-to-one,No_annotation,NA,NA,0.01472183333333333,0.02914305588529338,0,0,0,0.034633,0,0,0.089149,0,0.05288,0,0,0
ENSMUSG00000031622,Sin3b,SIN3B,one-to-one,No_annotation,NA,NA,33.673692,12.199058966995878,40.649981999999994,34.851007,35.999538,21.677645,29.849103,31.366148,24.724961,25.115911000000004,66.00349,40.033463,33.505727,20.307329
ENSMUSG00000031626,Sorbs2,SORBS2,one-to-one,No_annotation,NA,NA,9.139716,2.202946100280548,9.01848,9.409274,11.574921000000002,7.699298999999999,8.896661,8.260778,8.833663,9.813571,3.5393600000000003,11.957872000000002,11.269378,9.403335
ENSMUSG00000031627,Irf2,IRF2,one-to-one,No_annotation,NA,NA,7.68358625,4.697815055448227,13.491704000000002,11.390259,5.457541999999999,3.5401680000000004,5.922684,8.095575,3.000014999999999,2.887921,17.213258,6.5005619999999995,11.384538999999998,3.318808
ENSMUSG00000031628,Casp3,CASP3,one-to-one,No_annotation,NA,NA,4.575281,3.401864703779839,6.6278049999999995,6.055198000000001,2.545146,1.52246,3.157171,3.526136,1.675361,1.392074,12.344471,8.176451,6.355788,1.525311
ENSMUSG00000031629,Cenpu,CENPU,one-to-one,No_annotation,NA,NA,0.36597925,0.36527245286750126,0.588843,0.596206,0.250891,0.204071,0.191055,0.14544200000000002,0.085234,0.026045,1.009379,0.140119,1.076077,0.078389
ENSMUSG00000031631,Cfap97,CFAP97,one-to-one,No_annotation,NA,NA,2.13809475,1.1099287097383672,2.880889,2.79749,1.319017,1.318715,1.876594,1.506549,1.2274740000000002,1.537131,4.845276999999999,2.3995919999999997,3.002306,0.946103
ENSMUSG00000031633,Slc25a4,SLC25A4,one-to-one,No_annotation,NA,NA,44.22824383333334,29.528576458884217,92.665814,36.585231,26.901504000000003,13.239531,23.929698,45.468794,23.199368,20.505661,83.935353,95.86956,39.866719,28.571692999999996
ENSMUSG00000031634,Ufsp2,UFSP2,one-to-one,No_annotation,NA,NA,12.896742,3.114116708202738,14.25649,13.969509999999998,14.111171,10.761443,13.156192999999998,10.806603,9.944182,10.454771999999998,20.306778,14.706139,13.808015,8.479608
ENSMUSG00000031635,Anxa10,ANXA10,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000031636,Pdlim3,PDLIM3,one-to-one,No_annotation,NA,NA,12.586257416666667,6.028775183142162,20.442614000000003,8.305613000000001,12.064654,5.444237000000001,9.302783,7.004570000000001,8.888728,10.432065,11.060019,26.101989,15.952872,16.034945
ENSMUSG00000031637,Lrp2bp,LRP2BP,one-to-one,No_annotation,NA,NA,0.1268834166666667,0.1189501190755324,0.408108,0.070214,0.304541,0.044459,0.027093,0.07183400000000001,0.034186,0.064823,0.054359,0.173982,0.16579599999999997,0.103206
ENSMUSG00000031639,Tlr3,TLR3,one-to-one,No_annotation,NA,NA,3.43787775,1.2283587481715834,4.558872,3.324829,4.993524000000001,2.058088,2.753369,2.30868,2.539169,2.230272,5.673233,4.579747,3.611593000000001,2.6231570000000004
ENSMUSG00000031640,Gm45753,NA,NA,NA,NA,NA,0.01830341666666666,0.04359942604388343,0,0,0,0.089707,0,0,0,0,0,0,0,0.129934
ENSMUSG00000031641,Cbr4,CBR4,one-to-one,No_annotation,NA,NA,9.739657,6.2751352609943725,8.02768,9.198937,6.092321999999999,5.373074,6.904649,12.817736,8.192801,5.429232000000001,18.799926,25.197674,6.025577999999999,4.816275
ENSMUSG00000031642,Sh3rf1,SH3RF1,one-to-one,No_annotation,NA,NA,0.9909976666666668,0.1656473960870627,1.222927,1.076253,1.012717,0.835616,0.910685,0.710442,0.969214,0.8468310000000001,1.1428349999999998,1.147711,1.183752,0.832989
ENSMUSG00000031644,Nek1,NEK1,one-to-one,No_annotation,NA,NA,1.0594385,0.4449848293108633,1.448909,1.236773,0.806331,0.664558,0.929459,0.883376,0.7081419999999999,0.624842,2.013568,1.608494,1.166916,0.621894
ENSMUSG00000031645,F11,F11,one-to-one,yes,NA,NA,0.23636975,0.12832924726734957,0.443321,0.277647,0.070728,0.196414,0.083433,0.205545,0.212307,0.227899,0.514538,0.174913,0.198808,0.230884
ENSMUSG00000031647,Mfap3l,MFAP3L,one-to-one,No_annotation,NA,NA,1.9431495833333332,0.49813387866634234,2.005013,1.237445,2.987838,2.119745,1.895124,1.552562,2.0855070000000002,2.4618919999999997,1.147204,1.831774,2.064596,1.929095
ENSMUSG00000031651,Triml1,TRIML1,one-to-one,No_annotation,NA,NA,0.0061835,0.0119742170706291,0,0.035749,0,0,0.022286,0,0,0.016167,0,0,0,0
