gene_id,gene_name,human_gene,ortholog_type,secreted,Reference,Function,mean_tpm,sd_tpm,Mous-1A-PANC-Mal,Mous-1B-PANC-Mal,Mous-2A-PANC-Mal,Mous-2B-PANC-Mal,Mous-3A-PANC-Mal,Mous-3B-PANC-Mal,Mous-4A-PANC-Fem,Mous-4B-PANC-Fem,Mous-5A-PANC-Fem,Mous-5B-PANC-Fem,Mous-6A-PANC-Fem,Mous-6B-PANC-Fem
ENSMUSG00000027463,Slc52a3,SLC52A3,one-to-one,No_annotation,NA,NA,1.70098725,5.2016572435463315,0.208609,0.189837,0.132852,0.243424,0.091714,0.200252,0.064721,0.114369,18.214251,0.108006,0.444864,0.398948
ENSMUSG00000027465,Tbc1d20,TBC1D20,one-to-one,No_annotation,NA,NA,11.31363075,13.439461550017167,5.334079,4.891233,6.4422690000000005,5.204804,6.656873,5.336034,5.343407,4.36712,48.299819,7.812619,28.918496,7.156816
ENSMUSG00000027466,Rbck1,RBCK1,one-to-one,No_annotation,NA,NA,15.105544333333334,22.88659944811126,4.434118,5.591687,4.961897,5.588447,5.029218,7.0256870000000005,4.288068,4.237112,67.216539,6.034221,60.74774000000001,6.111798
ENSMUSG00000027468,Defb22,DEFB126,one-to-one,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027469,Tpx2,TPX2,one-to-one,No_annotation,NA,NA,1.2930529166666669,2.7822180411310966,0.226862,0.161589,0.075219,0.113826,0.053636,0.126737,0.489003,0.071942999999999993,9.164989,0.186927,4.55358,0.29232400000000003
ENSMUSG00000027470,Mylk2,MYLK2,one-to-one,No_annotation,NA,NA,0.04838691666666667,0.05123412573747436,0.047579,0,0.046358,0,0.038294,0,0.101788,0,0.029464,0.040823,0.135518,0.140819
ENSMUSG00000027472,Pdrg1,PDRG1,one-to-one,No_annotation,NA,NA,11.7371885,9.47768340422376,4.923268,9.949154,3.286281,8.472132,3.617743,8.752273,9.533721,7.853642,22.299071,12.988777,37.201686,11.968514
ENSMUSG00000027474,Ccm2l,CCM2L,one-to-one,No_annotation,NA,NA,0.5624445,0.4994615378340413,0.332507,0.498655,0.146846,0.431116,0.323543,0.292945,0.117867,0.34739,1.480882,0.429346,1.681088,0.667149
ENSMUSG00000027475,Kif3b,KIF3B,one-to-one,No_annotation,NA,NA,1.5130565833333334,1.7557172096895568,0.482098,0.755114,0.584741,0.991295,0.742904,0.739532,0.908344,0.710939,4.871859,0.781054,5.61521,0.973589
ENSMUSG00000027478,Dnmt3b,DNMT3B,one-to-one,No_annotation,NA,NA,0.2922270833333333,0.41769459734300834,0.051488,0.165169,0.11628,0.115225,0.137705,0.138243,0.132983,0.116103,1.112396,0.078915,1.25142,0.090798
ENSMUSG00000027479,Mapre1,MAPRE1,one-to-one,No_annotation,NA,NA,4.851814916666667,6.967836872784988,2.615844,1.50267,2.752255,1.592313,1.77524,2.161674,1.654645,1.453422,21.723676,1.802121,17.512295,1.675624
ENSMUSG00000027480,Sun5,SUN5,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027481,Bpifb2,BPIFB2,one-to-one,yes,NA,NA,1.2505903333333332,1.0250471721980172,0.045988,1.653971,0.044588,1.665136,1.162863,0.032403,2.176058,0,1.282944,2.470024,1.538913,2.934196
ENSMUSG00000027482,Bpifa3,BPIFA3,one-to-one,yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027483,Bpifa1,BPIFA1,one-to-many (human-to-mouse),yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027484,Bpifa5,BPIFA1,one-to-many (human-to-mouse),yes,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027485,Bpifb1,BPIFB1,one-to-one,yes,NA,NA,0.32419808333333333,0.290896957645411,0.464685,0.061417,0.116566,0,0.512684,0.303253,0.395227,0.097454,0.526744,0.99206,0.420287,0
ENSMUSG00000027487,Cdk5rap1,CDK5RAP1,one-to-one,No_annotation,NA,NA,1.3368525833333331,1.518186939917986,0.519135,0.7507510000000001,0.466415,0.8104020000000001,0.603077,0.334713,0.397454,1.165286,5.554361,0.930297,3.033927,1.476413
ENSMUSG00000027488,Snta1,SNTA1,one-to-one,No_annotation,NA,NA,1.469201,2.276599455845933,0.928308,0.415873,0.721219,0.858168,0.697143,0.913868,0.48153,0.499938,8.473149,0.560903,2.5319369999999997,0.548376
ENSMUSG00000027489,Necab3,NECAB3,one-to-one,No_annotation,NA,NA,0.11685991666666666,0.14827431838837726,0.219287,0,0,0.042663,0.05304,0,0,0.097415,0.234837,0.157,0.5050209999999999,0.093056
ENSMUSG00000027490,E2f1,E2F1,one-to-one,No_annotation,NA,NA,1.1352803333333334,1.1077183392024046,0.504501,0.6906,0.471701,0.656345,0.216628,0.876561,0.961535,0.636818,3.690376,0.647339,3.202061,1.068899
ENSMUSG00000027495,Fam210b,FAM210B,one-to-one,No_annotation,NA,NA,4.900935916666667,1.5994747122073012,4.25868,4.835806,3.814036,4.311111,5.037339,4.940771,4.848476,3.911848,9.461693,2.975703,5.7073,4.708468
ENSMUSG00000027496,Aurka,AURKA,one-to-one,No_annotation,NA,NA,2.5971810833333335,6.413951111987234,0.376837,0.409312,0.268304,0.260054,0.344369,0.176047,0.850287,0.372375,22.496728,0.360901,5.074046,0.176913
ENSMUSG00000027498,Cstf1,CSTF1,one-to-one,No_annotation,NA,NA,2.900522083333333,4.2574621400252575,0.755748,0.919501,0.997756,1.090507,1.100226,1.286392,1.6075309999999998,0.751712,13.534201,1.355633,10.212046,1.195012
ENSMUSG00000027499,Pkia,PKIA,one-to-one,No_annotation,NA,NA,0.7980259166666667,1.006859167071945,0.623218,0.375312,0.5076229999999999,0.488639,0.432284,0.420885,0.45069,0.383973,1.014589,0.460826,3.948528,0.469744
ENSMUSG00000027500,Stmn2,STMN2,one-to-one,No_annotation,NA,NA,0.6317851666666667,0.8916520378359827,0.235039,0.240392,0.169822,0.23845200000000005,0.20997,0.414994,0.125628,0.238062,2.3578050000000004,0.468563,2.689156,0.193539
ENSMUSG00000027502,Rtf2,RTF2,one-to-one,No_annotation,NA,NA,8.630663583333334,10.595513087483567,3.585331,5.01475,4.066262,4.68083,3.633786,4.424964,4.223786,3.925463,36.251553,3.946847,25.205039,4.6093519999999994
ENSMUSG00000027505,Fam209,FAM209A | FAM209B,one-to-many (mouse-to-human),No_annotation,NA,NA,0.01527883333333333,0.03650021784700453,0,0,0,0,0,0,0,0.073668,0.109678,0,0,0
ENSMUSG00000027506,Tpd52,TPD52,one-to-one,No_annotation,NA,NA,44.17996125,54.1040924789663,23.529670000000007,26.559381,28.474141,30.814769,31.211492999999997,25.871463,29.621881,25.502626,215.714321,32.77302100000001,33.170462,26.916307
ENSMUSG00000027508,Pag1,PAG1,one-to-one,No_annotation,NA,NA,1.2557414166666667,2.417119517670774,0.214606,0.280056,0.249959,0.424893,0.318554,0.324759,0.267913,0.600977,3.007935,0.338884,8.529906,0.510455
ENSMUSG00000027509,Rae1,RAE1,one-to-one,No_annotation,NA,NA,8.375059416666666,8.899469869466623,3.5449019999999996,4.964214,4.95824,3.9813,3.542899,3.936111,4.517264,4.20952,27.122581,5.529126,27.543586,6.65097
ENSMUSG00000027510,Rbm38,RBM38,one-to-one,No_annotation,NA,NA,6.746795166666667,15.182015619951969,1.417879,0.7822420000000001,1.921225,1.322628,1.4918970000000005,1.127262,1.17062,1.4740719999999998,12.914659,1.918051,53.790637,1.63037
ENSMUSG00000027513,Pck1,PCK1,one-to-one,No_annotation,NA,NA,19.406547,51.19901843562176,5.235201,3.192572,3.101929,3.1379439999999996,2.672861,4.375835,6.850512,2.825445,181.795271,2.047708,10.620735000000002,7.022551
ENSMUSG00000027514,Zbp1,ZBP1,one-to-one,No_annotation,NA,NA,13.6825175,40.74912553271562,0.592062,0.143293,0.160091,0.422663,0.066673,0.375952,0.599862,0.290333,141.89432300000001,0.189795,19.409706999999997,0.045456
ENSMUSG00000027517,Ankrd60,ANKRD60,one-to-one,No_annotation,NA,NA,0.07792049999999999,0.18223735761687784,0,0,0.094084,0,0.138595,0,0,0.065304,0,0,0.6370629999999999,0
ENSMUSG00000027518,Cimip1,CIMIP1,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027519,Rab22a,RAB22A,one-to-one,No_annotation,NA,NA,3.2855939166666666,4.178605223317714,1.499154,1.068603,1.45953,1.4315650000000002,2.083049,2.009105,1.094966,1.784168,15.590163,2.580287,6.925037,1.9015
ENSMUSG00000027520,Zdbf2,ZDBF2,one-to-one,No_annotation,NA,NA,0.00881341666666666,0.00677452887940399,0.00318,0.007074,0.00997,0.003498,0.004519,0.004707,0.012022,0.020634,0,0.004907,0.019487,0.015763
ENSMUSG00000027522,Stx16,STX16,one-to-one,No_annotation,NA,NA,7.626437166666666,6.739061123657465,2.951156,5.257613,3.510637,5.622696,4.208832,4.990557,3.772602,5.285333,18.928861,5.547738,24.354331,7.0868899999999995
ENSMUSG00000027523,Gnas,GNAS,one-to-one,yes,NA,NA,162.36056041666666,89.84480704104045,147.434893,127.687636,99.35352,115.657658,113.370602,121.763895,136.13764,122.5895,385.505536,115.145816,313.147339,150.53268999999997
ENSMUSG00000027524,Edn3,EDN3,one-to-one,yes,NA,NA,0.67318375,2.198846838909354,0.00967,0,0.009552,0,0.025831,0,0.082659,0,7.651314,0,0.266366,0.032813
ENSMUSG00000027525,Phactr3,PHACTR3,one-to-one,No_annotation,NA,NA,0.01139658333333333,0.02287101799005709,0,0,0,0,0,0,0,0.029147,0.072147,0,0.035465000000000003,0
ENSMUSG00000027528,Fabp9,FABP9,one-to-one,No_annotation,NA,NA,0.01145316666666666,0.03967493314844189,0,0,0,0,0,0,0,0,0,0,0.137438,0
ENSMUSG00000027530,Fabp12,FABP12,one-to-one,No_annotation,NA,NA,0.00928325,0.02556624467437484,0,0,0,0.087474,0,0,0,0,0.023925,0,0,0
ENSMUSG00000027531,Impa1,IMPA1,one-to-one,No_annotation,NA,NA,9.65349,20.115360622526048,1.301732,2.372838,2.529297,2.678949,2.197143,2.049582,2.762213,2.8022400000000003,71.142353,2.655499,21.237333999999997,2.1127
ENSMUSG00000027533,Fabp5,FABP5 | FABP5P3,one-to-many (mouse-to-human),yes,NA,NA,10.536997333333334,6.932068861919721,9.260289,7.790972,10.621167,7.878165999999999,7.0247649999999995,7.630113,7.918257,6.2442899999999995,19.659603,6.534209,29.285375,6.596762
ENSMUSG00000027534,Snx16,SNX16,one-to-one,No_annotation,NA,NA,1.228030416666667,0.7429101870879093,0.695398,0.877146,0.97485,1.04098,0.745489,0.949327,0.708125,1.06378,3.211665,1.495457,2.126149,0.8479990000000001
ENSMUSG00000027536,Chmp4c,CHMP4C,one-to-one,No_annotation,NA,NA,3.1226625,6.65104449015228,1.1715110000000002,1.155664,1.03316,1.519291,1.39593,1.06272,1.063652,1.121603,24.237587,1.180934,1.320393,1.209505
ENSMUSG00000027540,Ptpn1,PTPN1,one-to-one,No_annotation,NA,NA,6.40682775,11.61147425573454,1.361482,1.1565599999999998,1.547577,1.313747,1.774954,1.339553,1.365143,1.413769,17.271607,3.04394,40.34157999999999,4.952021
ENSMUSG00000027544,Nfatc2,NFATC2,one-to-one,No_annotation,NA,NA,1.50679775,1.0317935068123878,0.911608,1.244437,0.5701,1.478609,1.222529,1.538237,1.181462,1.140065,1.158602,1.2817409999999998,4.649421,1.7047620000000001
ENSMUSG00000027546,Atp9a,ATP9A,one-to-one,No_annotation,NA,NA,12.0723655,17.589109542249325,7.499901,4.996061,8.072766999999999,5.441922,8.323903,5.474885,7.376666,4.677299,67.240417,5.648274,14.801145000000002,5.3151459999999995
ENSMUSG00000027547,Sall4,SALL4,one-to-one,No_annotation,NA,NA,0.03682358333333333,0.06516167637145226,0.025651,0.029155,0.0132,0,0.018053,0,0,0,0.077894,0.230991,0.038371,0.008568
ENSMUSG00000027550,Lrrcc1,LRRCC1,one-to-one,No_annotation,NA,NA,0.801258,0.954901323584608,0.10093,0.354833,0.20288,0.416697,0.300491,0.357076,0.450958,0.406478,2.1903140000000003,0.781739,3.286572,0.7661279999999999
ENSMUSG00000027551,Zfp64,ZFP64,one-to-one,No_annotation,NA,NA,2.3166900833333335,1.9582288913827888,1.52328,1.387632,1.951568,1.3681290000000002,1.451472,1.555346,1.830625,1.4613660000000002,7.942489,1.414474,4.384531,1.529369
ENSMUSG00000027552,E2f5,E2F5,one-to-one,No_annotation,NA,NA,2.23338075,2.0060753863161467,1.16361,1.157357,1.680913,1.19862,1.586354,1.321956,1.468764,1.495205,8.013643,2.087169,4.246108,1.38087
ENSMUSG00000027555,Car13,CA13,one-to-one,No_annotation,NA,NA,2.486335,7.004852722962015,0.2672,0.306275,0.432162,0.233325,0.526373,0.249262,0.140522,0.191115,24.660918,0.40413,2.177814,0.246924
ENSMUSG00000027556,Car1,CA1,one-to-one,No_annotation,NA,NA,0.04176233333333333,0.04919363599700738,0.03046,0.126309,0,0.032418,0,0,0.075543,0,0,0.047232,0.0511,0.138086
ENSMUSG00000027559,Car3,CA3,one-to-one,No_annotation,NA,NA,46.77230991666667,70.37873408654276,27.417686,16.82177,11.81671,25.794864,9.533167,37.876462999999994,48.307464,11.481508000000002,45.459828,13.336164,265.21175500000004,48.21034
ENSMUSG00000027560,Dok5,DOK5,one-to-one,No_annotation,NA,NA,0.02609875,0.03764068276389017,0.051754,0,0,0.03686,0,0,0,0,0.118909,0,0.052669,0.052993
ENSMUSG00000027562,Car2,CA2,one-to-one,No_annotation,NA,NA,5.997483666666667,15.608355302940668,1.25004,0.75017,1.131644,0.52336800000000006,1.142318,0.684902,0.93036,0.318227,54.98888,0.971214,8.956642,0.322039
ENSMUSG00000027564,Cypt12,NA,mouse-specific,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027566,Psma7,PSMA7,one-to-one,No_annotation,NA,NA,50.216492,69.06767214658981,23.696869,26.058223,29.431723,27.43665,24.063362,23.502631,22.908477,20.814348,256.704376,24.145849,104.563595,19.271801000000004
ENSMUSG00000027568,Ntsr1,NTSR1,one-to-one,No_annotation,NA,NA,0.00799216666666666,0.02768567745845012,0,0,0,0,0,0,0,0,0.095906,0,0,0
ENSMUSG00000027569,Mrgbp,MRGBP,one-to-one,No_annotation,NA,NA,4.7510375,5.799656939322195,1.813894,1.948588,1.869473,3.381668,1.361687,2.953657,1.758439,2.317046,14.550909999999998,3.0308759999999997,19.268874,2.757338
ENSMUSG00000027570,Col9a3,COL9A3,one-to-one,yes,NA,NA,0.22637675,0.19286606305560391,0.299107,0.034858,0.18793,0.024496,0.235585,0.136239,0.334085,0.128606,0.148267,0.226798,0.763619,0.196931
ENSMUSG00000027573,Gid8,GID8,one-to-one,No_annotation,NA,NA,5.659770583333334,7.539961977408898,2.017494,2.318665,2.433367,2.636806,2.091073,3.16976,2.957825,2.18666,25.786455,3.048299,16.69129,2.579553
ENSMUSG00000027574,Nkain4,NKAIN4,one-to-one,No_annotation,NA,NA,2.909235083333334,1.7125717693578146,3.753063,2.131633,2.601617,4.634888999999999,2.222927,4.762797,1.175324,0.675259,2.69014,2.151341,6.577496,1.534335
ENSMUSG00000027575,Arfgap1,ARFGAP1,one-to-one,No_annotation,NA,NA,10.866260083333334,6.551986078771361,7.011033000000001,7.870543000000001,8.430444000000001,6.8283819999999995,7.650026,8.93178,8.040886,6.888355999999999,29.000424,10.770363,18.559378,10.413506
ENSMUSG00000027577,Chrna4,CHRNA4,one-to-one,No_annotation,NA,NA,0.06292291666666668,0.07201414455818364,0.013286,0.013629,0.114645,0.013571,0.17136500000000002,0.01818,0.023539,0.060288,0.229528,0.009684,0.057645,0.029715
ENSMUSG00000027579,Srms,SRMS,one-to-one,No_annotation,NA,NA,0.02696216666666666,0.04615912884760388,0,0,0.025755,0,0,0,0,0.015699,0.116422,0.038261,0.127409,0
ENSMUSG00000027580,Helz2,HELZ2,one-to-one,No_annotation,NA,NA,3.727282916666667,7.652845407715194,0.525115,0.616342,0.398873,0.53932,0.387351,0.501749,0.430489,0.5332410000000001,23.134192,0.473877,16.526009000000002,0.660837
ENSMUSG00000027581,Stmn3,STMN3,one-to-one,No_annotation,NA,NA,0.2699829166666667,0.5691320063537678,0.173423,0.069728,0.127874,0,0.180135,0.048048,0.237311,0.040143,2.063826,0.097986,0.148065,0.053256
ENSMUSG00000027582,Zgpat,ZGPAT,one-to-one,No_annotation,NA,NA,5.0057470833333335,5.057189744172916,2.1529119999999997,2.711729,2.9242670000000004,3.738472,2.701259,3.052227,2.370631,2.0274810000000003,11.587506,3.755274,18.844743,4.202464
ENSMUSG00000027583,Zbtb46,ZBTB46,one-to-one,No_annotation,NA,NA,0.98725975,1.0431132063882895,0.575846,0.699874,0.414822,0.8037940000000001,0.7831969999999999,0.4825239999999999,0.43076,0.593969,0.8162889999999999,1.004428,4.23767,1.003944
ENSMUSG00000027584,Oprl1,OPRL1,one-to-one,No_annotation,NA,NA,0.03420391666666667,0.08961521732836789,0,0,0,0,0.044763,0,0,0,0.312288,0,0,0.053396
ENSMUSG00000027589,Pcmtd2,PCMTD2,one-to-one,No_annotation,NA,NA,5.797497666666667,5.275526834011252,2.896104,4.14016,2.7158100000000003,3.887904,3.01843,3.4510319999999997,3.646361,3.93667,14.114688,3.913185,19.431522,4.418106
ENSMUSG00000027593,Raly,RALY,one-to-one,No_annotation,NA,NA,30.782337,48.0425117819268,10.683229,9.571057,11.351166,10.276564,10.67147,10.329781,12.269312,8.794440999999999,148.779438,10.742907,116.309107,9.609572
ENSMUSG00000027596,a,ASIP,one-to-one,yes,NA,NA,0.04705266666666666,0.07254609875148771,0,0,0,0.131628,0.090167,0,0,0,0.182261,0.160576,0,0
ENSMUSG00000027597,Ahcy,AHCY,one-to-many (human-to-mouse),No_annotation,NA,NA,59.53944966666667,32.945637570213506,24.01308,73.018854,38.566696,78.930409,59.507321,82.50918300000001,6.877066,79.492371,73.061626,111.985362,7.7797790000000004,78.73164899999999
ENSMUSG00000027598,Itch,ITCH,one-to-one,No_annotation,NA,NA,4.945520916666667,7.1670556306251925,1.881471,1.97888,1.882851,2.061862,2.0907480000000005,2.133426,2.055712,1.9808269999999997,25.227001,2.798732,13.355327,1.899414
ENSMUSG00000027599,Armc1,ARMC1,one-to-one,No_annotation,NA,NA,3.35849625,3.726261110097362,1.532007,2.027395,1.872593,2.009893,1.75117,1.889118,1.9621170000000001,1.526365,13.266289,2.155113,8.862008,1.447887
ENSMUSG00000027601,Mtfr1,MTFR1,one-to-one,No_annotation,NA,NA,4.911515,3.840897747684257,2.685212,3.061817,4.271686,3.532401,4.200324,3.406073,2.911798,2.695502,15.727437,4.489082,9.177437,2.779411
ENSMUSG00000027602,Map1lc3a,MAP1LC3A,one-to-one,No_annotation,NA,NA,16.082498916666665,3.1918185378680417,11.732889,16.47006,14.988329,17.430559,11.870311999999998,15.708101,10.566265,18.579643,17.511715000000002,19.268565,20.066105,18.797444
ENSMUSG00000027603,Ggt7,GGT7,one-to-one,No_annotation,NA,NA,0.3355573333333333,0.3186956841049962,0.234809,0.240984,0.072448,0.161362,0.230424,0.191126,0.210049,0.32115,0.450538,0.08825,1.236779,0.5887690000000001
ENSMUSG00000027605,Acss2,ACSS2,one-to-one,No_annotation,NA,NA,3.3894515,3.185234408307909,1.508626,1.737402,1.791271,1.693263,1.285139,2.890455,2.382372,2.311645,11.894008,1.892484,7.683369,3.603384
ENSMUSG00000027606,Dnajc5b,DNAJC5B,one-to-one,No_annotation,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000027610,Gss,GSS,one-to-one,No_annotation,NA,NA,4.823701499999999,9.415693115336651,1.5372940000000002,1.900521,1.827052,2.0226390000000003,1.874679,1.592656,1.943898,1.652161,34.641254999999994,2.45079,4.140574,2.300899
ENSMUSG00000027611,Procr,PROCR,one-to-one,No_annotation,NA,NA,5.520340916666667,4.919738858472349,12.368496,1.177934,10.339828,1.031117,7.910928,2.7776080000000003,6.677079,2.240849,2.574704,2.5641309999999997,15.326737,1.2546799999999998
ENSMUSG00000027612,Mmp24,MMP24,one-to-one,yes,NA,NA,0.01764716666666666,0.02075081360434872,0.007779,0.007897,0.007652,0.032366,0.03163,0,0,0.00913,0.069318,0,0.010788,0.035206
ENSMUSG00000027613,Eif6,EIF6,one-to-one,No_annotation,NA,NA,31.70492075,66.42802407903136,11.710309,7.371805,11.594715,6.9453949999999995,10.573189,8.624789,11.683793,7.619087,239.835302,8.742566,46.52243,9.235669
ENSMUSG00000027615,Hps3,HPS3,one-to-one,No_annotation,NA,NA,2.546810166666667,3.725608950959459,0.84139,0.677781,1.2301410000000002,0.99094,1.0284469999999999,1.331714,1.004051,1.050936,7.292394000000001,1.417237,12.886688,0.810003
ENSMUSG00000027618,Nfs1,NFS1,one-to-one,No_annotation,NA,NA,10.679009666666667,9.2977648749779,6.459218,7.377808,7.461721,6.744701,8.015929,6.155829000000001,7.30264,6.476728,37.947735,7.106884000000001,19.335902,7.763021
ENSMUSG00000027620,Rbm39,RBM39,one-to-one,No_annotation,NA,NA,46.46013383333334,41.51052825554957,21.218645,32.222229,22.968976,33.014854,24.168576,30.64061700000001,23.947586,33.160247,126.66662100000002,35.31634000000001,142.28368600000002,31.913229000000005
ENSMUSG00000027624,Epb41l1,EPB41L1,one-to-one,No_annotation,NA,NA,1.14608575,0.27870330692858997,1.21323,0.883521,0.914797,0.944861,1.0931099999999998,0.929221,0.8580199999999999,1.291194,1.83542,1.211979,1.368967,1.208709
ENSMUSG00000027628,Aar2,AAR2,one-to-one,No_annotation,NA,NA,2.4717404166666666,2.8989081573360265,1.01381,1.049022,1.405232,1.319385,1.533612,1.2270759999999998,1.613693,1.029869,10.330667,1.173251,6.489264,1.476004
ENSMUSG00000027630,Tbl1xr1,TBL1XR1,one-to-one,No_annotation,NA,NA,2.159356333333333,3.300526733231182,0.68108,0.54135,0.67095,1.070187,0.397739,0.7787529999999999,0.517564,0.710642,9.382236,1.01878,9.033044,1.109951
ENSMUSG00000027634,Ndrg3,NDRG3,one-to-one,No_annotation,NA,NA,7.816462416666667,12.25019413054028,2.354885,3.238819,2.5108630000000005,3.1054630000000003,3.608271,3.412736,2.442323,4.015208,44.35656899999999,3.468362,17.682185000000004,3.601865
ENSMUSG00000027635,Dsn1,DSN1,one-to-one,No_annotation,NA,NA,0.9452841666666668,1.8799722233621543,0.16095700000000002,0.199862,0.227227,0.085763,0.021531,0.131482,0.116662,0.081033,4.954108,0.145124,4.981597000000001,0.238064
ENSMUSG00000027636,Sla2,SLA2,one-to-one,No_annotation,NA,NA,0.55404125,1.2774994562727984,0.020577,0.065908,0.063029,0.021451,0.059646,0.087331,0.06908600000000001,0.051198,1.826926,0.062158,4.273644,0.047541
ENSMUSG00000027637,Rab5if,RAB5IF,one-to-one,No_annotation,NA,NA,43.15628658333333,45.85389962876855,29.089049999999997,25.926751000000003,32.010163999999996,29.953842,28.780343,25.555007000000003,24.737454999999997,22.435550000000003,186.390077,32.32993,54.492697,26.174573
ENSMUSG00000027639,Samhd1,SAMHD1,one-to-one,No_annotation,NA,NA,16.875193416666665,34.98133077333693,1.5291439999999998,1.808494,1.9323970000000004,2.0595579999999996,1.749079,1.635204,1.649315,2.1452090000000004,92.904598,2.1320369999999995,90.608654,2.3486320000000003
ENSMUSG00000027641,Rbl1,RBL1,one-to-one,No_annotation,NA,NA,1.487602,3.036477661081788,0.19676,0.262596,0.194654,0.101388,0.268499,0.154233,0.19275,0.18597,9.497267,0.333488,6.100236,0.363383
ENSMUSG00000027642,Rpn2,RPN2,one-to-one,No_annotation,NA,NA,38.572397083333335,27.99083697805247,24.898161,28.929085000000004,23.046364,32.67399,24.357254,30.04943,27.889094,24.515319,119.897636,29.891594,65.613276,31.107562000000005
ENSMUSG00000027643,Ghrh,GHRH,one-to-one,yes,NA,NA,0.01407516666666666,0.048757807583333083,0,0,0,0,0,0,0,0,0,0,0.168902,0
ENSMUSG00000027646,Src,SRC,one-to-one,No_annotation,NA,NA,7.179278333333333,14.173832628771594,2.380581,3.295128,1.64274,2.438096,2.148509,2.61521,2.114783,2.905878,51.811965,2.724911,8.687003,3.386536
ENSMUSG00000027649,Ctnnbl1,CTNNBL1,one-to-one,No_annotation,NA,NA,2.87336675,4.3482590820720235,0.985311,0.74884,1.129935,1.149675,1.032682,0.905792,1.087573,0.723176,12.661031,1.094197,11.668812,1.293377
ENSMUSG00000027650,Tti1,TTI1,one-to-one,No_annotation,NA,NA,1.5545335833333334,2.109325981612974,0.415111,0.592638,0.381139,0.618349,0.554393,1.250525,0.673138,0.587986,5.3755749999999995,0.884255,6.638915,0.682379
ENSMUSG00000027651,Rprd1b,RPRD1B,one-to-one,No_annotation,NA,NA,2.5152499166666664,3.13173209899066,0.687408,1.228416,1.385914,1.2382620000000002,1.464845,1.300518,1.238302,1.086402,10.781049,1.114195,7.232841,1.424847
ENSMUSG00000027652,Ralgapb,RALGAPB,one-to-one,No_annotation,NA,NA,2.3099583333333333,2.4936864420684977,1.448801,1.498916,0.981275,1.151774,1.057807,1.266621,1.030854,1.245216,8.134547,1.566599,7.091189,1.245901
ENSMUSG00000027654,Fam83d,FAM83D,one-to-one,No_annotation,NA,NA,0.62068375,1.6882679766129398,0.21847,0.175108,0.070186,0.088624,0.018817,0.019369,0.051076,0.016737,5.9462589999999995,0.06182,0.717634,0.064105
ENSMUSG00000027655,Dhx35,DHX35,one-to-one,No_annotation,NA,NA,1.1449088333333333,2.0274024120207175,0.234114,0.366147,0.284309,0.330416,0.299916,0.287755,0.206329,0.30733,6.644267999999999,0.370204,3.972675,0.435443
ENSMUSG00000027656,Ccn5,CCN5,one-to-one,yes,NA,NA,0.26147691666666667,0.5867956750845233,0.200448,0.040779,0.15218700000000002,0.042338,0.136121,0.054873,0.048222,0.071012,0.098701,0.145961,2.116693,0.030388
ENSMUSG00000027660,Skil,SKIL,one-to-one,No_annotation,NA,NA,3.472852583333334,6.190868900207503,0.888304,0.675605,0.860079,0.817948,1.164657,0.622598,0.837287,0.886234,19.194598000000006,1.006671,13.788586,0.931664
ENSMUSG00000027661,Slc2a10,SLC2A10,one-to-one,No_annotation,NA,NA,0.47010325,0.2863852630537863,0.308404,0.330349,0.360668,0.325106,0.611224,0.156255,0.379417,0.30679,1.078529,0.31943,0.996701,0.468366
ENSMUSG00000027663,Zmat3,ZMAT3,one-to-one,No_annotation,NA,NA,0.8133828333333334,0.4956448292922579,0.363041,0.472312,0.699166,0.6791720000000001,0.657315,0.429457,0.63159,0.501352,1.785873,0.661355,1.824584,1.055377
ENSMUSG00000027665,Pik3ca,PIK3CA,one-to-one,No_annotation,NA,NA,3.024395166666667,3.0176014665785273,1.698022,1.488873,1.769392,1.874203,1.751902,1.757672,1.833589,1.535633,8.614946,2.004428,10.254151,1.709931
ENSMUSG00000027667,Zfp639,ZNF639,one-to-one,No_annotation,NA,NA,3.4988375,3.4289650664815765,1.396439,2.554924,1.547042,3.049084,1.858941,2.7011469999999997,2.026706,1.284013,9.354138,2.273234,11.95655,1.983832
ENSMUSG00000027668,Mfn1,MFN1,one-to-one,No_annotation,NA,NA,3.76043425,4.106639687700088,1.776662,2.3522550000000004,1.687763,3.226386,1.912726,2.127557,1.591392,2.162871,16.213054,3.461565,6.02684,2.58614
ENSMUSG00000027669,Gnb4,GNB4,one-to-one,No_annotation,NA,NA,2.0320445,4.309291767645235,0.472287,0.608698,0.708782,0.26275,0.334832,0.164373,0.440806,0.384602,5.087629,0.263871,15.027494,0.62841
