"ensembl_gene_id","external_gene_name","hsapiens_homolog_ensembl_gene","hsapiens_homolog_associated_gene_name","hsapiens_homolog_orthology_type","hsapiens_homolog_orthology_confidence","hsapiens_homolog_perc_id","hsapiens_homolog_perc_id_r1"
"ENSMUSG00000025321","Itgb8","ENSG00000105855","ITGB8","ortholog_one2one",1,87.4837,87.2562
"ENSMUSG00000049303","Syt12","ENSG00000173227","SYT12","ortholog_one2one",1,95.0119,95.0119
"ENSMUSG00000028551","Cdkn2c","ENSG00000123080","CDKN2C","ortholog_one2one",1,92.2619,92.2619
"ENSMUSG00000021948","Prkcd","ENSG00000163932","PRKCD","ortholog_one2one",1,90.6528,90.3846
"ENSMUSG00000035941","Ibtk","ENSG00000005700","IBTK","ortholog_one2one",1,85.9467,85.8832
"ENSMUSG00000010517","Faf1","ENSG00000185104","FAF1","ortholog_one2one",1,96.4561,96.3077
"ENSMUSG00000008690","Ncaph2","ENSG00000025770","NCAPH2","ortholog_one2one",1,80.0987,80.4959
"ENSMUSG00000042041","2010003K11Rik","ENSG00000173237","C11orf86","ortholog_one2one",1,66.9355,71.5517
"ENSMUSG00000026317","Cln8","ENSG00000182372","CLN8","ortholog_one2one",1,85.0694,85.6643
"ENSMUSG00000025007","Aldh18a1","ENSG00000059573","ALDH18A1","ortholog_one2one",1,95.4717,95.4717
"ENSMUSG00000039145","Camk1d","ENSG00000183049","CAMK1D","ortholog_one2one",1,97.6623,97.6623
"ENSMUSG00000070709","Zfp974","ENSG00000182903","ZNF721","ortholog_one2one",0,38.5638,31.4193
"ENSMUSG00000021180","Rps6ka5","ENSG00000100784","RPS6KA5","ortholog_one2one",1,96.4912,96.01
"ENSMUSG00000031568","Rwdd4a","ENSG00000182552","RWDD4","ortholog_one2one",1,90.9574,90.9574
"ENSMUSG00000078676","Casc3","ENSG00000108349","CASC3","ortholog_one2one",1,90.9742,90.3272
"ENSMUSG00000063047","Zfp780b","ENSG00000197050","ZNF420","ortholog_one2one",0,42.5558,49.8547
"ENSMUSG00000096916","Zfp850","ENSG00000197782","ZNF780A","ortholog_one2many",0,50.3628,54.1342
"ENSMUSG00000047143","Dmrta2","ENSG00000142700","DMRTA2","ortholog_one2one",1,94.9153,92.9889
"ENSMUSG00000079555","Haus3","ENSG00000214367","HAUS3","ortholog_one2one",1,78.0702,73.7977
"ENSMUSG00000048065","Cyb5r2","ENSG00000166394","CYB5R2","ortholog_one2one",1,82.2464,82.2464
"ENSMUSG00000015890","Amdhd1","ENSG00000139344","AMDHD1","ortholog_one2one",1,89.2019,89.2019
"ENSMUSG00000028546","Elavl4","ENSG00000162374","ELAVL4","ortholog_one2one",1,94.2857,99.1803
"ENSMUSG00000022748","Cmss1","ENSG00000184220","CMSS1","ortholog_one2one",1,83.3333,82.4373
"ENSMUSG00000063049","Ing2","ENSG00000168556","ING2","ortholog_one2one",1,96.4413,96.7857
"ENSMUSG00000037235","Mxd4","ENSG00000123933","MXD4","ortholog_one2one",1,91.866,91.866
"ENSMUSG00000038020","Rapgefl1","ENSG00000108352","RAPGEFL1","ortholog_one2one",1,94.4109,94.4109
"ENSMUSG00000006731","B4galnt1","ENSG00000135454","B4GALNT1","ortholog_one2one",1,86.8668,86.8668
"ENSMUSG00000059854","Hydin","ENSG00000157423","HYDIN","ortholog_one2one",1,77.1634,77.6606
"ENSMUSG00000043336","Filip1l","ENSG00000168386","FILIP1L","ortholog_one2one",1,88.1521,83.7815
"ENSMUSG00000046971","Pla2g4f","ENSG00000168907","PLA2G4F","ortholog_one2one",1,73.0994,73.616
"ENSMUSG00000038384","Setd1b","ENSG00000139718","SETD1B","ortholog_one2one",1,89.2695,90.1322
"ENSMUSG00000030551","Nr2f2","ENSG00000185551","NR2F2","ortholog_one2one",1,100,100
"ENSMUSG00000038013","Wipf2","ENSG00000171475","WIPF2","ortholog_one2one",1,93.8636,93.8636
"ENSMUSG00000046432","Bex3","ENSG00000166681","BEX3","ortholog_one2one",1,75.8064,93.0693
"ENSMUSG00000040785","Ttc3","ENSG00000182670","TTC3","ortholog_one2one",1,76.9581,75.2099
"ENSMUSG00000048236","Ovch2","ENSG00000183378","OVCH2","ortholog_one2one",1,71.5928,77.1681
"ENSMUSG00000010044","Zmynd10","ENSG00000004838","ZMYND10","ortholog_one2one",1,88.6364,88.6364
"ENSMUSG00002075277","Gm55093","ENSG00000200840","RNU6-82P","ortholog_one2one",0,75,72.8972
"ENSMUSG00000017286","Glod4","ENSG00000167699","GLOD4","ortholog_one2one",1,91.6107,91.6107
"ENSMUSG00000040812","Agbl2","ENSG00000165923","AGBL2","ortholog_one2one",1,79.8144,76.2749
"ENSMUSG00000035274","Tpbg","ENSG00000146242","TPBG","ortholog_one2one",1,82.3944,83.5714
"ENSMUSG00000095910","Or5p50","ENSG00000183303","OR5P2","ortholog_one2many",1,73.8854,72.0497
"ENSMUSG00000021720","Rnf180","ENSG00000164197","RNF180","ortholog_one2one",1,82.0946,82.0946
"ENSMUSG00000031144","Syp","ENSG00000102003","SYP","ortholog_one2one",1,94.9045,95.2077
"ENSMUSG00000032415","Ube3d","ENSG00000118420","UBE3D","ortholog_one2one",1,78.5326,74.2931
"ENSMUSG00000109542","Or5p51","ENSG00000183303","OR5P2","ortholog_one2many",1,71.9745,70.1863
"ENSMUSG00000036168","Ccdc38","ENSG00000165972","CCDC38","ortholog_one2one",1,63.9313,59.5027
"ENSMUSG00000064572","Gm25801","ENSG00000206703","RNU6-128P","ortholog_one2one",0,93.3962,92.5234
"ENSMUSG00000041886","Macc1","ENSG00000183742","MACC1","ortholog_one2one",1,76.8508,76.7606
"ENSMUSG00000029815","Malsu1","ENSG00000156928","MALSU1","ortholog_one2one",1,73.2456,71.3675
"ENSMUSG00000037224","Zfyve28","ENSG00000159733","ZFYVE28","ortholog_one2one",1,81.547,83.2018
"ENSMUSG00000032301","Psma4","ENSG00000041357","PSMA4","ortholog_one2one",1,98.8506,98.8506
"ENSMUSG00000029632","Ndufa4","ENSG00000189043","NDUFA4","ortholog_one2one",1,87.8049,88.8889
"ENSMUSG00000061082","Plac1","ENSG00000170965","PLAC1","ortholog_one2one",0,59.5376,48.5849
"ENSMUSG00000021721","Htr1a","ENSG00000178394","HTR1A","ortholog_one2one",1,88.361,88.1517
"ENSMUSG00000031145","Prickle3","ENSG00000012211","PRICKLE3","ortholog_one2one",1,88.3013,89.5935
"ENSMUSG00000029814","Igf2bp3","ENSG00000136231","IGF2BP3","ortholog_one2one",1,96.5458,96.5458
"ENSMUSG00000046949","Nqo2","ENSG00000124588","NQO2","ortholog_one2one",1,80.9524,80.9524
"ENSMUSG00000021185","Dglucy","ENSG00000133943","DGLUCY","ortholog_one2one",1,71.5611,74.5572
"ENSMUSG00000032776","Mctp2","ENSG00000140563","MCTP2","ortholog_one2one",1,89.2938,89.2938
"ENSMUSG00000109572","Cfap99","ENSG00000206113","CFAP99","ortholog_one2one",1,72.6852,72.9102
"ENSMUSG00000038069","Cdkn2aip","ENSG00000168564","CDKN2AIP","ortholog_one2one",1,87.0337,84.4828
"ENSMUSG00000029635","Cdk8","ENSG00000132964","CDK8","ortholog_one2one",1,98.9224,98.9224
"ENSMUSG00000025008","Tctn3","ENSG00000119977","TCTN3","ortholog_one2one",1,73.2773,71.8287
"ENSMUSG00000020018","Snrpf","ENSG00000139343","SNRPF","ortholog_one2one",1,100,100
"ENSMUSG00000035671","Zswim4","ENSG00000132003","ZSWIM4","ortholog_one2one",1,92.3706,91.953
"ENSMUSG00000040250","Ints13","ENSG00000064102","INTS13","ortholog_one2one",1,92.2131,95.6091
"ENSMUSG00000031146","Plp2","ENSG00000102007","PLP2","ortholog_one2many",1,79.6053,79.6053
"ENSMUSG00000038248","Sobp","ENSG00000112320","SOBP","ortholog_one2one",1,95.1389,94.1581
"ENSMUSG00000031147","Magix","ENSG00000269313","MAGIX","ortholog_one2one",1,65.1235,63.1737
"ENSMUSG00000110171","Or5p60","ENSG00000183303","OR5P2","ortholog_one2many",1,72.8972,72.6708
"ENSMUSG00000108995","Or5p61","ENSG00000183303","OR5P2","ortholog_one2many",0,68.4543,67.3913
"ENSMUSG00000020019","Ntn4","ENSG00000074527","NTN4","ortholog_one2one",1,89.8089,89.8089
"ENSMUSG00000096068","Or5p62","ENSG00000183303","OR5P2","ortholog_one2many",0,67.1974,65.528
"ENSMUSG00000028943","Espn","ENSG00000187017","ESPN","ortholog_one2one",0,46.548,76.5808
"ENSMUSG00000031563","Wwc2","ENSG00000151718","WWC2","ortholog_one2one",1,86.8576,86.4933
"ENSMUSG00000010067","Rassf1","ENSG00000068028","RASSF1","ortholog_one2one",1,90.8824,90.8824
"ENSMUSG00000021592","Arsk","ENSG00000164291","ARSK","ortholog_one2one",1,79.1367,82.0896
"ENSMUSG00000095929","Or5p63","ENSG00000183303","OR5P2","ortholog_one2many",0,67.1974,65.528
"ENSMUSG00000020458","Rtn4","ENSG00000115310","RTN4","ortholog_one2one",1,77.3666,75.4195
"ENSMUSG00000096465","Or5p64","ENSG00000183303","OR5P2","ortholog_one2many",0,69.1083,67.3913
"ENSMUSG00000020020","Usp44","ENSG00000136014","USP44","ortholog_one2one",1,80.3094,80.1966
"ENSMUSG00000067909","Slxl1","ENSG00000139351","SYCP3","ortholog_one2many",0,19.3548,12.7119
"ENSMUSG00000029817","Tra2a","ENSG00000164548","TRA2A","ortholog_one2one",1,99.2908,99.2908
"ENSMUSG00000019863","Qrsl1","ENSG00000130348","QRSL1","ortholog_one2one",1,88.5714,88.0682
"ENSMUSG00000059203","Il1rapl2","ENSG00000189108","IL1RAPL2","ortholog_one2one",1,94.4606,94.4606
"ENSMUSG00000109884","Or5p66","ENSG00000183303","OR5P2","ortholog_one2many",0,72.6115,70.8075
"ENSMUSG00000050786","Ccdc126","ENSG00000169193","CCDC126","ortholog_one2one",1,89.2857,89.2857
"ENSMUSG00000091780","Sco2","ENSG00000284194","SCO2","ortholog_one2one",1,80.7843,77.4436
"ENSMUSG00000109497","Or5p67","ENSG00000183303","OR5P2","ortholog_one2many",0,71.0191,69.2547
"ENSMUSG00002076754","Gm54834","ENSG00000252960","RN7SKP258","ortholog_one2many",0,48.2625,41.1184
"ENSMUSG00000071686","Tex13a","ENSG00000170925","TEX13B","ortholog_one2many",0,31.0345,37.5
"ENSMUSG00000093980","Or5p68","ENSG00000183303","OR5P2","ortholog_one2many",0,74.5223,72.6708
"ENSMUSG00000109631","Or5p69","ENSG00000183303","OR5P2","ortholog_one2many",0,73.8854,72.0497
"ENSMUSG00000087832","Gm23958","ENSG00000206970","RNU6-474P","ortholog_one2one",0,75.2381,73.8318
"ENSMUSG00000022615","Tymp","ENSG00000025708","TYMP","ortholog_one2one",1,81.3163,79.4606
"ENSMUSG00000047115","Fam221a","ENSG00000188732","FAM221A","ortholog_one2one",1,81.7276,82.5503
"ENSMUSG00000110253","Or5p70","ENSG00000183303","OR5P2","ortholog_one2many",0,66.9697,68.6335
"ENSMUSG00000033773","Rpap2","ENSG00000122484","RPAP2","ortholog_one2one",1,70.1954,70.4248
"ENSMUSG00000035967","Ints6l","ENSG00000165359","INTS6L","ortholog_one2one",1,90.36,86.637
"ENSMUSG00000019362","D8Ertd738e","ENSG00000104979","C19orf53","ortholog_one2one",1,84.0426,79.798
"ENSMUSG00000019467","Arhgef25","ENSG00000240771","ARHGEF25","ortholog_one2one",1,79.7735,85
"ENSMUSG00000024892","Pcx","ENSG00000173599","PC","ortholog_one2one",1,96.6921,96.7742
"ENSMUSG00000047394","Cimap1b","ENSG00000177989","CIMAP1B","ortholog_one2one",1,74.4094,74.7036
"ENSMUSG00000010936","Vac14","ENSG00000103043","VAC14","ortholog_one2one",1,94.1176,94.1176
"ENSMUSG00000035594","Chrna5","ENSG00000169684","CHRNA5","ortholog_one2one",1,89.2934,89.1026
"ENSMUSG00000064854","Gm24527","ENSG00000212468","RNU6-754P","ortholog_one2one",0,70.0935,70.0935
"ENSMUSG00000095239","Or5p72","ENSG00000183303","OR5P2","ortholog_one2many",0,71.9745,70.1863
"ENSMUSG00000025871","4833439L19Rik","ENSG00000122203","KIAA1191","ortholog_one2one",1,80.8581,80.3279
"ENSMUSG00000091680","Klhdc7b","ENSG00000130487","KLHDC7B","ortholog_one2one",1,50.5146,51.6599
"ENSMUSG00000078938","Syce3","ENSG00000217442","SYCE3","ortholog_one2one",1,89.7727,89.7727
"ENSMUSG00000063063","Ctnna2","ENSG00000066032","CTNNA2","ortholog_one2one",1,99.8895,94.8583
"ENSMUSG00000066756","Igfl3","ENSG00000204869","IGFL4","ortholog_one2one",0,27.1429,30.6452
"ENSMUSG00000078937","Cpt1b","ENSG00000205560","CPT1B","ortholog_one2one",1,87.0466,87.0466
"ENSMUSG00000054005","Mill1","ENSG00000204516","MICB","ortholog_many2many",0,28.1013,28.9817
"ENSMUSG00000054005","Mill1","ENSG00000204520","MICA","ortholog_many2many",0,26.3291,31.3253
"ENSMUSG00000004698","Hdac9","ENSG00000048052","HDAC9","ortholog_one2one",1,92.2212,92.0486
"ENSMUSG00000010054","Tusc2","ENSG00000114383","TUSC2","ortholog_one2one",1,92.7273,92.7273
"ENSMUSG00000070509","Rgma","ENSG00000182175","RGMA","ortholog_one2one",1,91.4097,92.2222
"ENSMUSG00000010047","Hyal2","ENSG00000068001","HYAL2","ortholog_one2one",1,82.0296,82.0296
"ENSMUSG00000022262","Dnah5","ENSG00000039139","DNAH5","ortholog_one2one",1,89.6776,89.6194
"ENSMUSG00002075355","Gm54983","ENSG00000200620","","ortholog_one2one",0,76.2295,66.9065
"ENSMUSG00000026490","Cdc42bpa","ENSG00000143776","CDC42BPA","ortholog_one2one",1,94.508,94.1847
"ENSMUSG00000032303","Chrna3","ENSG00000080644","CHRNA3","ortholog_one2one",1,90.4762,90.297
"ENSMUSG00000004996","Mri1","ENSG00000037757","MRI1","ortholog_one2one",1,85.9079,85.9079
"ENSMUSG00000058244","Or5p78","ENSG00000183303","OR5P2","ortholog_one2many",0,75.4777,73.6025
"ENSMUSG00000004994","Yju2b","ENSG00000104957","YJU2B","ortholog_one2one",1,80.2597,78.0303
"ENSMUSG00000061000","Or5p79","ENSG00000183303","OR5P2","ortholog_one2many",0,72.7848,71.4286
"ENSMUSG00000063764","Or5p80","ENSG00000182334","OR5P3","ortholog_one2many",1,77.7419,77.492
"ENSMUSG00000035200","Chrnb4","ENSG00000117971","CHRNB4","ortholog_one2one",1,83.2323,82.7309
"ENSMUSG00000025870","Arl10","ENSG00000175414","ARL10","ortholog_one2one",1,88.0658,87.7049
"ENSMUSG00000010051","Hyal1","ENSG00000114378","HYAL1","ortholog_one2one",1,69.0476,73.3333
"ENSMUSG00000096209","Or5p81","ENSG00000183303","OR5P2","ortholog_one2many",0,72.293,70.4969
"ENSMUSG00000025869","Nop16","ENSG00000048162","NOP16","ortholog_one2one",1,91.0112,91.0112
"ENSMUSG00000064016","Ct45a","ENSG00000273696","CT45A7","ortholog_one2many",0,24.4131,27.5132
"ENSMUSG00000064016","Ct45a","ENSG00000268940","CT45A1","ortholog_one2many",0,24.4131,27.5132
"ENSMUSG00000064016","Ct45a","ENSG00000270946","CT45A9","ortholog_one2many",0,23.9437,26.9841
"ENSMUSG00000064016","Ct45a","ENSG00000269096","CT45A3","ortholog_one2many",0,24.4131,27.5132
"ENSMUSG00000064016","Ct45a","ENSG00000228836","CT45A5","ortholog_one2many",0,24.4131,27.5132
"ENSMUSG00000064016","Ct45a","ENSG00000271449","CT45A2","ortholog_one2many",0,23.9437,26.9841
"ENSMUSG00000064016","Ct45a","ENSG00000278289","CT45A6","ortholog_one2many",0,24.4131,27.5132
"ENSMUSG00000064016","Ct45a","ENSG00000278085","CT45A8","ortholog_one2many",0,23.9437,26.9841
"ENSMUSG00000064016","Ct45a","ENSG00000269586","CT45A10","ortholog_one2many",0,25.3521,28.5714
"ENSMUSG00000033763","Mtss2","ENSG00000132613","MTSS2","ortholog_one2one",1,94.965,90.8969
"ENSMUSG00000079334","Naa80","ENSG00000243477","NAA80","ortholog_one2one",1,69.1083,75.8741
"ENSMUSG00000022056","Adam7","ENSG00000069206","ADAM7","ortholog_one2one",1,65.2725,68.3024
"ENSMUSG00000056946","Or10a3m","ENSG00000170683","OR10A3","ortholog_one2many",0,78.6624,78.6624
"ENSMUSG00000025868","Higd2a","ENSG00000175202","HIGD2B","ortholog_one2many",1,74.5283,74.5283
"ENSMUSG00000025868","Higd2a","ENSG00000146066","HIGD2A","ortholog_one2many",1,83.0189,83.0189
"ENSMUSG00000061273","Mmgt1","ENSG00000169446","MMGT1","ortholog_one2one",1,95.4198,95.4198
"ENSMUSG00000021408","Ripk1","ENSG00000137275","RIPK1","ortholog_one2one",1,71.189,69.5976
"ENSMUSG00000040242","Fgfr1op2","ENSG00000111790","FGFR1OP2","ortholog_one2one",1,99.5349,84.585
"ENSMUSG00000036091","Hyal3","ENSG00000186792","HYAL3","ortholog_one2one",1,78.8835,77.9377
"ENSMUSG00000027719","Adad1","ENSG00000164113","ADAD1","ortholog_one2one",1,82.8756,89.0625
"ENSMUSG00000066241","Or10a48","ENSG00000170683","OR10A3","ortholog_one2many",0,75.1613,74.2038
"ENSMUSG00000032307","Ube2q2","ENSG00000140367","UBE2Q2","ortholog_one2one",1,94.9735,95.7333
"ENSMUSG00000062434","Or10a3b","ENSG00000170683","OR10A3","ortholog_one2many",0,80.2548,80.2548
"ENSMUSG00000060681","Slc9a6","ENSG00000198689","SLC9A6","ortholog_one2one",1,91.0256,94.109
"ENSMUSG00000019864","Rtn4ip1","ENSG00000130347","RTN4IP1","ortholog_one2one",1,90.1515,90.1515
"ENSMUSG00000066240","Or10a49","ENSG00000170683","OR10A3","ortholog_one2many",0,77.3885,77.3885
"ENSMUSG00000022057","Adamdec1","ENSG00000134028","ADAMDEC1","ortholog_one2one",1,65.7388,65.3191
"ENSMUSG00000031750","Il34","ENSG00000157368","IL34","ortholog_one2one",1,69.3617,67.3554
"ENSMUSG00000048120","Entpd1","ENSG00000138185","ENTPD1","ortholog_one2one",1,75.4902,75.4902
"ENSMUSG00000046431","Or10a3","ENSG00000170683","OR10A3","ortholog_one2many",1,77.7778,82.4841
"ENSMUSG00000066239","Or10a3n","ENSG00000170683","OR10A3","ortholog_one2many",0,77.0701,77.0701
"ENSMUSG00000049709","Nlrp10","ENSG00000182261","NLRP10","ortholog_one2one",1,57.3551,58.9313
"ENSMUSG00000040415","Dtx3","ENSG00000178498","DTX3","ortholog_one2one",1,81.0127,92.219
"ENSMUSG00000000197","Nalcn","ENSG00000102452","NALCN","ortholog_one2one",1,98.6199,98.6766
"ENSMUSG00000027720","Il2","ENSG00000109471","IL2","ortholog_one2one",1,57.3965,63.3987
"ENSMUSG00000038286","Bphl","ENSG00000137274","BPHL","ortholog_one2one",1,81.0997,81.0997
"ENSMUSG00000029440","Psmd9","ENSG00000110801","PSMD9","ortholog_one2one",1,84.6847,84.3049
"ENSMUSG00000022617","Chkb","ENSG00000100288","CHKB","ortholog_one2one",1,86.0406,85.8228
"ENSMUSG00000028086","Fbxw7","ENSG00000109670","FBXW7","ortholog_one2one",1,93.039,77.5106
"ENSMUSG00000005417","Mprip","ENSG00000133030","MPRIP","ortholog_one2one",1,81.0489,75.8351
"ENSMUSG00000071176","Arhgef10","ENSG00000104728","ARHGEF10","ortholog_one2one",1,80.2974,80.3571
"ENSMUSG00000060780","Lrrtm1","ENSG00000162951","LRRTM1","ortholog_one2one",1,97.1264,97.1264
"ENSMUSG00000025417","Pip4k2c","ENSG00000166908","PIP4K2C","ortholog_one2one",1,95.962,95.962
"ENSMUSG00000031029","Eif3f","ENSG00000175390","EIF3F","ortholog_one2one",1,91.1357,92.1569
"ENSMUSG00000047547","Cltb","ENSG00000175416","CLTB","ortholog_one2one",1,84.2795,84.2795
"ENSMUSG00000038932","Tcfl5","ENSG00000101190","TCFL5","ortholog_one2one",1,89.1616,87.2
"ENSMUSG00000108929","Cc2d2b","ENSG00000188649","CC2D2B","ortholog_one2one",1,76.0854,74.3911
"ENSMUSG00000019866","Crybg1","ENSG00000112297","CRYBG1","ortholog_one2one",1,74.8184,72.5012
"ENSMUSG00000040234","Tm7sf3","ENSG00000064115","TM7SF3","ortholog_one2one",1,78.2301,77.5439
"ENSMUSG00000032125","Robo4","ENSG00000154133","ROBO4","ortholog_one2one",1,77.5124,77.3585
"ENSMUSG00000029636","Wasf3","ENSG00000132970","WASF3","ortholog_one2one",1,93.8124,93.6255
"ENSMUSG00000025010","Ccnj","ENSG00000107443","CCNJ","ortholog_one2one",1,96.5699,95.5614
"ENSMUSG00000026821","Ralgds","ENSG00000160271","RALGDS","ortholog_one2one",1,87.3208,86.6521
"ENSMUSG00000029275","Gfi1","ENSG00000162676","GFI1","ortholog_one2one",1,87.4705,87.6777
"ENSMUSG00000049164","Zfp518a","ENSG00000177853","ZNF518A","ortholog_one2one",1,68.5386,68.3075
"ENSMUSG00000071356","Reg3b","ENSG00000172023","REG1B","ortholog_many2many",0,41.1429,43.3735
"ENSMUSG00000060675","Plaat3","ENSG00000176485","PLAAT3","ortholog_one2one",1,83.3333,83.3333
"ENSMUSG00000078671","Chd2","ENSG00000173575","CHD2","ortholog_one2one",1,96.497,96.4442
"ENSMUSG00000042473","Tbc1d8b","ENSG00000133138","TBC1D8B","ortholog_one2one",1,91.2029,90.7143
"ENSMUSG00000058672","Tubb2a","ENSG00000137267","TUBB2A","ortholog_one2one",1,100,100
"ENSMUSG00000022607","Ptk2","ENSG00000169398","PTK2","ortholog_one2one",1,97.1638,96.8978
"ENSMUSG00000036112","Metap2","ENSG00000111142","METAP2","ortholog_one2one",1,94.9791,94.9791
"ENSMUSG00000029445","Hpd","ENSG00000158104","HPD","ortholog_one2one",1,89.5674,89.5674
"ENSMUSG00000033991","Skic3","ENSG00000198677","SKIC3","ortholog_one2one",1,84.7089,84.6547
"ENSMUSG00000023403","Stk31","ENSG00000196335","STK31","ortholog_one2one",1,78.2908,78.2139
"ENSMUSG00000052395","Rft1","ENSG00000163933","RFT1","ortholog_one2one",1,87.4307,87.4307
"ENSMUSG00000061132","Blnk","ENSG00000095585","BLNK","ortholog_one2one",1,85.3392,85.5263
"ENSMUSG00000072945","Ripply1","ENSG00000147223","RIPPLY1","ortholog_one2one",0,45.7711,60.9272
"ENSMUSG00000027718","Il21","ENSG00000138684","IL21","ortholog_one2one",1,63.0137,56.7901
"ENSMUSG00000047230","Cldn2","ENSG00000165376","CLDN2","ortholog_one2one",1,91.3043,91.3043
"ENSMUSG00000023092","Fhl1","ENSG00000022267","FHL1","ortholog_one2many",1,94.9324,94.9324
"ENSMUSG00000092305","Prps1l1","ENSG00000229937","PRPS1L1","ortholog_one2one",1,91.8239,91.8239
"ENSMUSG00002074944","Gm54764","ENSG00000222499","RN7SKP177","ortholog_one2one",0,61.991,38.5915
"ENSMUSG00000048285","Frmd6","ENSG00000139926","FRMD6","ortholog_one2one",1,93.5691,93.5691
"ENSMUSG00000029110","Rnf4","ENSG00000063978","RNF4","ortholog_one2one",1,86.0825,87.8947
"ENSMUSG00000024972","Lgals12","ENSG00000133317","LGALS12","ortholog_one2one",1,81.2102,81.2102
"ENSMUSG00000051444","Bbs12","ENSG00000181004","BBS12","ortholog_one2one",1,69.0678,68.8732
"ENSMUSG00002076733","Gm54766","ENSG00000201358","RN7SKP193","ortholog_one2one",0,54.1936,54.902
"ENSMUSG00000021076","Actr10","ENSG00000131966","ACTR10","ortholog_one2one",1,95.2038,95.2038
"ENSMUSG00000003279","Dlgap1","ENSG00000170579","DLGAP1","ortholog_one2one",1,94.5564,96.0082
"ENSMUSG00000045136","Tubb2b","ENSG00000137285","TUBB2B","ortholog_one2one",1,100,100
"ENSMUSG00000037225","Fgf2","ENSG00000138685","FGF2","ortholog_one2one",1,95.4545,94.8387
"ENSMUSG00000030291","Med21","ENSG00000152944","MED21","ortholog_one2one",1,97.9167,97.9167
"ENSMUSG00000032925","Itgbl1","ENSG00000198542","ITGBL1","ortholog_one2one",1,90.8907,90.8907
"ENSMUSG00000109228","Fam81b","ENSG00000153347","FAM81B","ortholog_one2one",1,76.1574,72.7876
"ENSMUSG00000031028","Tub","ENSG00000166402","TUB","ortholog_one2one",1,95.6436,95.4545
"ENSMUSG00000071451","Psmg4","ENSG00000180822","PSMG4","ortholog_one2one",1,89.4309,89.4309
"ENSMUSG00000119582","Gm26071","ENSG00000201444","RNU6-1082P","ortholog_one2one",0,86.9159,86.9159
"ENSMUSG00000060073","Psma3","ENSG00000100567","PSMA3","ortholog_one2one",1,98.8235,98.8235
"ENSMUSG00000040537","Adam22","ENSG00000008277","ADAM22","ortholog_one2one",1,91.9094,88.3817
"ENSMUSG00000029819","Npy","ENSG00000122585","NPY","ortholog_one2one",1,92.7835,92.7835
"ENSMUSG00000042590","Ipo11","ENSG00000086200","IPO11","ortholog_one2one",1,95.935,96.8205
"ENSMUSG00000028085","Gatb","ENSG00000059691","GATB","ortholog_one2one",1,85.4578,85.4578
"ENSMUSG00000029629","Phf14","ENSG00000106443","PHF14","ortholog_one2one",1,96.8119,96.097
"ENSMUSG00000025014","Dntt","ENSG00000107447","DNTT","ortholog_one2one",1,80.5882,80.7466
"ENSMUSG00000025551","Fgf14","ENSG00000102466","FGF14","ortholog_one2one",1,98.7854,98.7854
"ENSMUSG00000065729","Gm26176","ENSG00000200522","RNU6-957P","ortholog_one2one",0,80,84.8485
"ENSMUSG00002076959","Gm55584","ENSG00000252814","RN7SKP233","ortholog_one2one",0,22.9249,52.7273
"ENSMUSG00000040987","Mill2","ENSG00000204516","MICB","ortholog_many2many",0,27.6056,25.5875
"ENSMUSG00000040987","Mill2","ENSG00000204520","MICA","ortholog_many2many",0,27.8873,29.8193
"ENSMUSG00000014725","Adam28","ENSG00000042980","ADAM28","ortholog_one2one",1,68.348,69.9355
"ENSMUSG00000038160","Atg5","ENSG00000057663","ATG5","ortholog_one2one",1,96.7273,96.7273
"ENSMUSG00000074657","Kif5a","ENSG00000155980","KIF5A","ortholog_one2one",1,98.0526,97.5775
"ENSMUSG00000033732","Sf3b3","ENSG00000189091","SF3B3","ortholog_one2one",1,99.9178,99.9178
"ENSMUSG00000010048","Ifrd2","ENSG00000214706","IFRD2","ortholog_one2one",1,87.9819,87.7828
"ENSMUSG00000067878","Map7d3","ENSG00000129680","MAP7D3","ortholog_one2one",0,25.1142,25.1142
"ENSMUSG00000019256","Ahr","ENSG00000106546","AHR","ortholog_one2one",1,73.1677,69.4576
"ENSMUSG00000050121","Opalin","ENSG00000197430","OPALIN","ortholog_one2one",1,76.9231,78.0142
"ENSMUSG00000065807","Gm23038","ENSG00000201687","RNU6-1107P","ortholog_one2one",0,84.6154,84.6154
"ENSMUSG00000024973","Plaat5","ENSG00000168004","PLAAT5","ortholog_one2one",1,66.3265,72.4907
"ENSMUSG00000048330","Ric3","ENSG00000166405","RIC3","ortholog_one2one",1,86.6485,86.1789
"ENSMUSG00000051000","Fhip1a","ENSG00000164142","FHIP1A","ortholog_one2one",1,80.0185,83.1731
"ENSMUSG00000118906","Gm25450","ENSG00000206763","RNU6-10P","ortholog_one2one",0,97.1963,97.1963
"ENSMUSG00000030413","Pglyrp1","ENSG00000008438","PGLYRP1","ortholog_one2one",1,69.2308,64.2857
"ENSMUSG00000053852","Adgrg4","ENSG00000156920","ADGRG4","ortholog_one2one",1,59.1279,58.9935
"ENSMUSG00000024757","Slc22a19","ENSG00000149742","SLC22A9","ortholog_one2many",1,55.3539,55.1537
"ENSMUSG00000078670","Fam174b","ENSG00000185442","FAM174B","ortholog_one2one",1,79.085,76.1006
"ENSMUSG00000050174","Nudt6","ENSG00000170917","NUDT6","ortholog_one2one",1,73.8019,73.1013
