Geneid,Chr,Start,End,Strand,Length,adult_PAR_01,adult_PAR_02,adult_PAR_03,adult_PAR_04,adult_SL_01,adult_SL_02,adult_SL_03,adult_SM_01,adult_SM_02,adult_SM_03,adult_SM_04,adult_SM_05,adult_SM_06,Secretome location,Secretome function,Level,Reliability,Cell type
DDX53,NC_000023.11,22999960,23003589,+,3630,0,0,0.106856106543118,0.0422949395525113,0.66141506978801,0.121923956678575,0.285244438945403,0.0323453209401507,0.0276310111417112,0.0898468552060832,0.0290716203466582,0.0779272826152467,0,NA,NA,NA,NA,NA
DDX54,NC_000012.12,113157173,113159112,-,4380,11.6742138439098,12.137722848784,8.28025042038058,10.4632176316944,10.3367137912467,10.5810190701496,5.22571102638983,7.50588680446785,6.83555257480751,8.25040286559532,6.25229002106093,6.39377341402768,6.91453151535951,NA,NA,Not detected,Approved,glandular cells
DDX55,NC_000012.12,123602099,123602256,+,4956,3.16381738670981,3.90720116398088,3.33936113426112,4.80170454786531,6.73040166029312,4.75855580834843,3.17787459713324,3.5418322224386,2.32739418908542,4.04060669532733,2.97042624480277,2.99656817683629,3.66912723833839,NA,NA,Medium,Approved,glandular cells
DDX56,NC_000007.14,44565804,44566079,-,1855,31.1181435055224,28.3177855832241,25.3712687686527,31.5337845009756,35.5934012623117,24.7451641857207,15.8642686684857,24.2738991953577,16.1129757371616,22.4696571353503,18.4606356404533,13.3432092402522,24.0927979690542,NA,NA,Low,Uncertain,glandular cells
DDX59,NC_000001.11,200640805,200641185,-,4444,6.47900497433303,6.95592427563585,5.99346379769072,5.78676431625015,7.0813277141112,6.74375717951298,4.58635599982304,4.90103668651319,5.22492845586888,5.76843497607769,4.8086906674887,5.63333239796604,6.8437681695944,NA,NA,Medium,Approved,glandular cells
DDX59-AS1,NC_000001.11,200669507,200669622,+,736,0,0,0,0.417202800477217,0,0,0,0,0,0.709008879126265,0.286766255049917,0.19217122003624,0.0869957258171553,NA,NA,NA,NA,NA
DDX6,NC_000011.10,118747763,118752097,-,6341,39.0501819446538,50.7595593903333,29.1073776106709,38.0134190196684,67.8706677293784,48.0603487602757,32.4951940326433,31.3485382300238,24.0509410756549,45.1077688088816,29.7900437669896,30.8371013738015,39.7946245714905,NA,NA,Medium,Approved,glandular cells
DDX60,NC_000004.12,168216294,168217032,-,10274,1.74226579934646,2.26857325592799,1.84996064539852,2.52546978462907,5.23299908572336,4.29549773345717,2.14294988167481,4.03987517588146,1.52295980040181,3.91728440867465,2.30082888225372,3.93724675226284,3.96986374599071,NA,NA,Medium,Approved,glandular cells
DDX60L,NC_000004.12,168356735,168358276,-,8707,4.62161448867284,4.99786252760055,4.61824066305739,4.27600527329584,11.1086999022001,5.67852891540802,3.39861128771705,5.89966840680796,2.96051988103983,4.9294316649578,4.47838845718014,6.87940744233559,4.86080999507785,NA,NA,High,Approved,glandular cells
DEAF1,NC_000011.10,644220,644654,-,4976,13.8453246519169,11.1509077077807,8.01603330605863,10.7681250142464,5.68664670489103,4.84107974865553,2.51893914024705,5.95798081606082,5.87572674528658,8.20603685020898,6.29871475320251,5.40056740552007,5.9705362438629,Intracellular and membrane,Developmental protein,High,Approved,glandular cells
DEAF1_1,NT_187586.1,176100,176534,-,818,1.61151578641053,9.64115565455966,2.52901494214519,2.15843796041514,1.25791304750112,0.772937413103785,0,1.22006708754077,0.797009422846792,0.797418299261815,1.35460245661721,0.172907112404246,3.44409484702049,NA,NA,NA,NA,NA
DECR1,NC_000008.11,90001477,90001561,+,7524,7.18328235574648,7.2529935482742,6.76208563116792,6.45832596719597,7.93200779181862,6.99993242509889,4.66452355837774,7.20179919967874,6.09215320216589,7.99321759210611,6.50796273023437,6.89895701574016,6.96113805645491,NA,NA,Medium,Enhanced,glandular cells
DECR2,NC_000016.10,401885,402043,+,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DECR2_1,NT_187610.1,1031,1189,+,1551,1.07357826593409,0.363197261003491,0.33345167999270803,0.346458547398231,1.8797054414948,0.16305939495007,0.597320381666186,1.96824718912407,0.388009943692115,0.168223899109262,0.136079925026911,0.82072350839462,0,NA,NA,NA,NA,NA
DEDD,NC_000001.11,161120974,161122523,-,2490,6.4643208598995,7.88985881309134,8.04853926994448,7.64570208489011,9.50456870509483,7.16056669498509,4.24592768535472,6.1535998831982,4.77334040066779,8.25183827995147,5.10697301764398,3.46494742760925,6.37717102086495,NA,NA,Medium,Approved,glandular cells
DEDD2,NC_000019.10,42198598,42199829,-,2324,10.1204038092946,11.4833198546913,6.59275509323793,14.4347860502462,11.8438142637245,9.60364758104003,5.79203316430016,8.7403348094687,6.51694756329869,9.09386259423224,6.99295060507267,8.33778332990283,6.61227409997518,NA,NA,NA,NA,NA
DEF6,NC_000006.12,35297818,35297952,+,2384,14.0855359861658,16.4813325877495,13.0977169351918,17.1949154210107,15.825925057907,12.6505602965316,7.93219594975316,11.3276461631426,10.0763366700657,11.0538766859753,9.53930834332156,10.2934127993908,10.017937339401,NA,NA,Not detected,Enhanced,glandular cells
DEF8,NC_000016.10,89948755,89948814,+,7040,7.89394550344151,9.41198745843831,7.30044259155911,10.3153392417992,8.86709577934551,7.01416548097525,4.21110869074661,7.813669287425,4.82269078060133,7.69032926279569,6.3033178084438,6.04727889232223,6.58478557412396,NA,NA,Medium,Approved,glandular cells
DEFA1,NC_000008.11,6977649,6977879,-,542,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted to blood,Defense,Not detected,Enhanced,glandular cells
DEFA10P,NC_000008.11,6968141,6968247,-,291,0,0,0,0,0,0,0,0,0.344675499808975,0,0,0,0,NA,NA,NA,NA,NA
DEFA10P_1,NW_018654717.1,363250,363356,-,291,0,0,0,0.527596668644728,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA11P,NC_000008.11,7028601,7028728,-,301,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA11P_1,NW_018654717.1,423725,423852,-,301,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA1B,NC_000008.11,6996766,6996996,-,538,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted to blood,Defense,Not detected,Supported,glandular cells
DEFA1B_1,NW_018654717.1,391879,392109,-,538,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA1_1,NW_018654717.1,372761,372991,-,542,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA3,NC_000008.11,7015869,7016099,-,538,0,0,0,0,0,0,0,0.218240734224437,0,0,0,0,0,Secreted to blood,Defense,Not detected,Supported,glandular cells
DEFA3_1,NW_018654717.1,410989,411219,-,538,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA4,NC_000008.11,6935820,6936141,-,587,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted to blood,Defense,Not detected,Enhanced,glandular cells
DEFA4_1,NW_018654717.1,330943,331264,-,587,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA5,NC_000008.11,7055304,7055543,-,454,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted to digestive system,Immunity,Not detected,Enhanced,glandular cells
DEFA5_1,NW_018654717.1,450430,450669,-,454,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA6,NC_000008.11,6924697,6924927,-,465,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted to digestive system,Immunity,Not detected,Enhanced,glandular cells
DEFA6_1,NW_018654717.1,319821,320051,-,465,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA8P,NC_000008.11,6950726,6950838,-,285,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA8P_1,NW_018654717.1,345838,345950,-,285,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA9P,NC_000008.11,6959289,6959401,-,285,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFA9P_1,NW_018654717.1,354399,354511,-,285,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB1,NC_000008.11,6870592,6870826,-,375,105.827619705031,48.2576568722728,59.6485034204556,44.6262366206457,0.685981915237279,17.5347550953507,40.9815189292423,23.7958057092501,31.9624484482859,95.6689314234374,16.3219705274278,27.533267493619,28.3434394598314,Secreted in other tissues,Defense,NA,NA,NA
DEFB103A,NC_000008.11,7881392,7881479,+,329,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in other tissues,Defense,NA,NA,NA
DEFB103A_1,NW_018654717.1,789205,789292,+,329,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB103B,NC_000008.11,7428888,7429129,-,518,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in other tissues,Defense,NA,NA,NA
DEFB103B_1,NW_018654717.1,5478491,5478766,+,518,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB103B_2,NT_187570.1,111959,112200,-,518,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB104A,NC_000008.11,7836436,7836542,+,316,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Supported,glandular cells
DEFB104A_1,NW_018654717.1,744233,744339,+,316,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB104B,NC_000008.11,7470308,7470516,-,281,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Supported,glandular cells
DEFB104B_1,NW_018654717.1,5433764,5433835,+,281,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB104B_2,NT_187570.1,153417,153625,-,281,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB105A,NC_000008.11,7821004,7822132,-,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB105A_1,NW_018654717.1,728798,729925,-,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB105B,NC_000008.11,7487679,7487790,+,321,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB105B_1,NW_018654717.1,5419220,5419386,-,321,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB105B_2,NT_187570.1,170784,170895,+,321,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB106A,NC_000008.11,7825139,7825225,+,336,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Supported,glandular cells
DEFB106A_1,NW_018654717.1,732932,733018,+,336,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB106B,NC_000008.11,7482504,7482752,-,316,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Supported,glandular cells
DEFB106B_1,NW_018654717.1,5422413,5422479,+,316,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB106B_2,NT_187570.1,165611,165859,-,316,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB107A,NC_000008.11,7811720,7811950,-,389,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Approved,glandular cells
DEFB107A_1,NW_018654717.1,710045,710275,-,389,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB107B,NC_000008.11,7495911,7496003,+,324,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Approved,glandular cells
DEFB107B_1,NW_018654717.1,5408965,5409195,-,324,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB107B_2,NT_187570.1,179014,179106,+,324,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB108B,NC_000011.10,71833200,71833257,+,370,1.12508100707011,0.570931370084204,0,0.414947650204368,0.463501294079243,0.512645516690997,0,1.2693352974351,0,1.41035279739711,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB109A,NC_000008.11,12393284,12393414,-,189,0,0,0,0.812331378706963,0,0,0,0.621235529167974,0.265345424456116,0,0,0,0,NA,NA,NA,NA,NA
DEFB109B,NC_000008.11,7309535,7309632,+,631,0.329857347556214,0.334777507022433,0.409812643160611,0.8515962076302,1.49481003716523,0.300600382211836,0.259096833773913,0.558225903388655,0.158954945236786,0.620242315812518,0.752590995820384,1.00867049248816,0.913248316660597,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB109B_1,NT_187570.1,665,762,+,629,0.220604119033356,0,0.102778926007291,0.122043426530696,0.272647820046613,0,0,0,0.717571648648414,0,0.167774215991048,0.899446854986791,0,NA,NA,NA,NA,NA
DEFB110,NC_000006.12,50009138,50009271,-,531,0,0,0,0,0,0,0,0,0,0.24568292610025,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB112,NC_000006.12,50042099,50043801,-,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB113,NC_000006.12,49968677,49968867,-,249,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB114,NC_000006.12,49960249,49960446,-,312,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB115,NC_000020.11,31257664,31257757,+,267,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB116,NC_000020.11,31303212,31303453,-,309,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB118,NC_000020.11,31368601,31368708,+,1175,0,0,0,0.0653321832236664,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Enhanced,glandular cells
DEFB119,NC_000020.11,31377163,31377351,-,844,0,0,0,0.181908330065896,0,0,0,0,0,0,0,0,0.151727142657408,Secreted in male reproductive system,Defense,Not detected,Supported,glandular cells
DEFB121,NC_000020.11,31404845,31405085,-,816,0,0,0,0.376300565136314,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Enhanced,glandular cells
DEFB122,NC_000020.11,31421439,31421678,-,496,0,0,0,0,0,0,0,0,0,0,0.106381030099163,0,0,NA,NA,NA,NA,NA
DEFB123,NC_000020.11,31440632,31440756,+,420,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in other tissues,Defense,NA,NA,NA
DEFB124,NC_000020.11,31465471,31465663,-,777,0.089292143418263,0.271872080992478,0,0.197594119144937,0.66214470582749,0,0,0,0,0,0,0,0,Secreted in other tissues,Defense,NA,NA,NA
DEFB125,NC_000020.11,87672,87767,+,1186,0.0584991529814421,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB126,NC_000020.11,142590,142686,+,434,0,0,0,0,0,0,0,0,0,0,0,0,0.295063844246204,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB127,NC_000020.11,157454,157593,+,530,0,0,0,0.289680435048332,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB128,NC_000020.11,187853,188118,-,403,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB129,NC_000020.11,227258,227346,+,698,0.0993982742635965,0,0,0.219957923460768,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Enhanced,glandular cells
DEFB130A,NC_000008.11,12310962,12311143,-,240,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB130A_1,NW_018654717.1,1270186,1270243,+,240,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB130B,NC_000008.11,12064389,12064570,-,240,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB131A,NC_000004.12,9444414,9444591,+,485,0,0,0,0,0,0.260726929451091,0,0,0.206805299885385,0,0,0,0,Secreted in other tissues,Defense,NA,NA,NA
DEFB131B,NC_000011.10,71878453,71878510,+,213,2.60582142482593,4.29762111127546,0,2.5228037888012,2.01285773250375,3.26520696859524,2.81438360442055,3.03180437826342,0.706342045383181,4.89981723039372,2.72495258319733,1.66007063317691,2.70544454372224,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB132,NC_000020.11,257724,257836,+,2133,0.0650539103947401,0,0,0.0719787297588448,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Approved,glandular cells
DEFB133,NC_000006.12,49946101,49946225,-,184,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB134,NC_000008.11,11993174,11994122,-,1869,0,0,0,0,0.0917578805828356,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB134_1,NW_018654717.1,1347265,1347309,+,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB135,NC_000008.11,11982256,11982384,+,299,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,NA,NA,NA
DEFB135_1,NW_018654717.1,1363428,1363597,-,299,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB136,NC_000008.11,11973937,11974118,-,237,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in male reproductive system,Defense,Not detected,Enhanced,glandular cells
DEFB136_1,NW_018654717.1,1373422,1373476,+,237,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB1_1,NW_018654717.1,265839,266073,-,375,27.1969582109082,30.4192233980864,41.5470789720515,25.3837309218352,67.2262276932534,59.6856086899438,24.5598464505034,53.5405628458127,16.3155594589576,10.7844977240966,38.2722067539686,62.421311920465,72.5660347616165,NA,NA,NA,NA,NA
DEFB4A,NC_000008.11,7894677,7894770,+,337,0,0,0,0,0,0,0,0,0,0,0,0,0,Secreted in other tissues,Defense,NA,NA,NA
DEFB4A_1,NW_018654717.1,802503,802596,+,337,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB4B,NC_000008.11,7414855,7415097,-,337,0,0,0,0,0,0,0,0,0,0,0,0,0.189996600004232,Secreted in other tissues,Defense,NA,NA,NA
DEFB4B_1,NW_018654717.1,5491964,5492057,+,337,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFB4B_2,NT_187570.1,97908,98150,-,337,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFT1P,NC_000008.11,6987178,6987423,-,496,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFT1P2,NC_000008.11,7006281,7006526,-,496,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFT1P2_1,NW_018654717.1,401415,401660,-,496,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEFT1P_1,NW_018654717.1,382297,382542,-,496,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
DEGS1,NC_000001.11,224183240,224183418,+,2249,13.4811285040141,12.9934062363168,6.98508248263071,14.0628323248452,34.8862523589435,23.4462951742267,18.2221071272754,13.939265677369299,8.40669521065878,14.9657934681557,9.17345996145452,9.77928492250228,13.4947429486332,NA,NA,NA,NA,NA
DEGS2,NC_000014.9,100143957,100146907,-,4019,2.55492394240522,2.48791027487966,1.04556267474698,2.13926730834399,4.45913847613185,5.14431293559291,3.60689783209888,1.88434230363827,1.07313374697927,2.12614456611838,1.33914632365684,1.70682853207605,2.43752542742429,NA,NA,NA,NA,NA
DEK,NC_000006.12,18223860,18225730,-,3354,22.6095214703451,28.0903681250135,17.5401399693839,19.0883342128896,45.8906357278964,30.8402488733248,22.1788898213057,17.3984844845961,13.7860951028246,21.6068024905348,16.8174643122536,20.7687012041552,19.9111791687799,NA,NA,Medium,Supported,glandular cells
DELE1,NC_000005.10,141923871,141923972,+,5398,13.289906498854,12.8098186986782,11.1139852644624,12.6425278419528,16.6952341819744,13.1770221268758,8.79337278862395,10.8212715299818,7.0515128721108304,10.2592192535744,9.06134616364472,10.2711565459607,8.884329714129,NA,NA,High,Uncertain,glandular cells
DELEC1,NC_000009.12,115141818,115141868,+,1251,0,0,0,0.552268455307971,0.274173427353029,0.101081183680079,0.0871250211091601,0,0.12026447295493,0,0,0,0.563003514161223,NA,NA,NA,NA,NA
DENND10,NC_000010.11,119104113,119104197,+,2904,4.58710713626382,5.26171713774802,3.98484230650377,4.41453431579337,7.26375478427904,6.42277986074636,4.56015780682454,4.5889924083838904,4.28280672696524,4.312649049892,3.1070294245491,4.21294371638678,5.22549533255442,NA,NA,NA,NA,NA
DENND10P1,NC_000023.11,130494941,130497448,+,2508,0.470279075921785,0.477293768983206,0.386650385517861,0.918245398179521,0.717983463914617,0.630246016665566,0.521499528265834,0.327709172683106,0.499903162103328,0.754240705545804,0.525966815482304,0.592144811977697,1.0211938469127,NA,NA,NA,NA,NA
DENND11,NC_000007.14,141656728,141662851,-,7309,0.237310149938399,0.558771706207279,0.353799121404221,0.724696504974518,1.05586216259672,1.29757040070919,1.17806522249243,0.321284758551778,0.30190348197798,0.490844839017499,0.462027557732634,0.677292465198187,0.621979566055722,NA,NA,High,Approved,glandular cells
DENND11_1,NW_003315922.2,23320,29443,-,7309,0.0189848119950719,0.038535979738433,0.0442248901755276,0.588159482298159,0.856421531884002,0.0692037547044899,0.0745610900311666,0.0160642379275889,0.0137228855444536,0.017848903237,0.0649726253061516,0.0193512132913768,0.569417912586224,NA,NA,NA,NA,NA
DENND1A,NC_000009.12,123379658,123382625,-,31323,1.69224903467409,1.51966450941758,1.50046469435853,1.40918993361075,1.83688449830881,1.3241528569128,0.657655807746024,1.7898973092803,1.01027455783967,1.47854483876154,1.14549033719138,0.880516345803442,1.05273632518388,NA,NA,NA,NA,NA
DENND1B,NC_000001.11,197504748,197510972,-,25864,3.45236831604236,4.91956651103977,2.67950032708029,3.21735237287287,7.7114615626059,6.80322990761788,5.12012769525922,3.1051207960377,3.35446927909125,3.8636926793834,2.8194098926745,3.8935922045326,3.54505564554758,NA,NA,High,Uncertain,glandular cells
DENND1C,NC_000019.10,6467207,6468118,-,4591,3.52113677555778,3.46629500954339,3.3936298441558,3.87923178975636,3.62340697985276,2.82321661519002,1.88738301282966,3.1073278314199,2.28303411270769,3.21100252990488,2.48251754317227,1.61740273191033,2.51038853327309,NA,NA,Not detected,Enhanced,glandular cells
DENND2A,NC_000007.14,140518419,140518738,-,5104,1.37291918868241,1.29682556501624,1.06395519876984,1.95522942543398,3.30962081949804,1.96962746518622,0.544539916906889,1.09270022788117,0.599366653321817,0.984055427063179,0.889065286032501,0.789769496763357,0.702510939514082,NA,NA,NA,NA,NA
DENND2B,NC_000011.10,8693352,8694130,-,5683,18.4345931916849,21.8443452413412,15.7780571817806,20.1807814604936,15.8881523127058,14.1182737669027,6.81808097842466,15.3507375777707,9.69825153250118,11.9829112831813,15.2083503681162,10.6022515652442,15.0748912408074,NA,NA,Medium,Approved,glandular cells
DENND2B-AS1,NC_000011.10,8768778,8768821,+,974,6.55334659148985,6.57880192701408,4.91165081102196,7.32974776362027,7.48311894188511,6.94580287672709,4.86777511419798,3.61643270059796,3.9131639393097,3.95123223398087,4.98396218222278,10.0923431697061,6.17937607282759,NA,NA,NA,NA,NA
DENND2C,NC_000001.11,114582850,114585631,-,6177,2.31378971342302,2.75868516957205,1.26637547021029,2.01327198909258,2.05450306490038,2.69200449134968,1.38513550436999,1.75825645761358,1.87545991360362,1.78463170675978,1.35820520604506,2.17526496761113,1.39936786744254,NA,NA,Not detected,Uncertain,glandular cells
DENND2D,NC_000001.11,111185969,111187681,-,4395,9.92946919891648,9.02015272675316,7.32529609564869,8.62845637137136,16.2325640920767,12.4438526823628,9.01458507659791,13.0236834058508,6.81222304383547,10.3742759951881,7.23942878960145,7.14430943894457,17.0452239853626,NA,NA,High,Approved,glandular cells
DENND3,NC_000008.11,141128589,141128809,+,9393,13.0369096076358,18.6813428607275,15.4651262853661,22.2867044383959,15.2543886452876,13.0248964716604,7.90791047154814,14.7751277275702,8.78284032689541,13.7152042305166,11.6450363245182,9.07985998316233,13.8037293471615,NA,NA,NA,NA,NA
DENND3-AS1,NC_000008.11,141124678,141126471,-,3259,1.29861298606794,3.69467400892171,2.43991935207306,2.5674806279138,1.55235244703128,1.84304898350092,0.902983073950323,2.41384029022831,0.969459333844421,1.74130318150556,0.80952732324616,1.49727266620442,1.59138913480072,NA,NA,NA,NA,NA
DENND4A,NC_000015.10,65659123,65661987,-,9267,11.4472874740077,13.312490606215,8.25278065118243,9.47658580870318,12.6673848327376,11.3871438409479,7.49792741958768,6.13864767709895,5.14112128640289,8.55217573203129,6.28602028550986,6.34921932295413,9.94254032544,NA,NA,Not detected,Uncertain,glandular cells
DENND4B,NC_000001.11,153929501,153930442,-,6560,6.75820382371918,7.21323048057604,4.90772505188658,8.43716346379719,8.78391476828224,6.26479912419638,2.19315990637162,7.62471911515706,3.31022461908767,7.24875114409152,4.45606783151956,3.69765549967293,5.59276424655751,NA,NA,High,Approved,glandular cells
DENND4C,NC_000009.12,19230513,19230833,+,8841,21.5650070645969,24.3716207521523,19.7651163750208,21.0907081590415,28.3110113473818,24.1219594799054,17.4197122711098,17.8424451328612,15.2759549941636,20.6731302903162,18.6745454832506,19.3975338491506,17.5697319638797,NA,NA,Low,Approved,glandular cells
DENND5A,NC_000011.10,9138825,9139854,-,5027,15.5956623916191,14.7637302370823,12.6801020959153,18.0651219386268,25.4155821987156,15.3317755714568,8.32573426307992,10.9892697062856,7.26266314735744,10.1729445859597,7.58883796335797,7.32934228667362,10.8901273805887,NA,NA,Medium,Uncertain,glandular cells
DENND5B,NC_000012.12,31382226,31387786,-,12109,2.74448904235192,3.18666679324671,1.75113764822994,2.58652643797388,3.56898675860505,3.24772866493974,1.79570431751656,2.49197071255067,2.03765301257951,2.46176970137788,2.13517594807998,2.63393121207158,1.82954691169325,NA,NA,Low,Approved,glandular cells
DENND5B-AS1,NC_000012.12,31589923,31590119,+,564,0.984113410439579,0.9987924677596,1.03161613497744,1.36108715049305,2.88866497994422,1.56944667639442,0.0966253558577653,0.520449977893383,0.88918945429443,0.578269653188089,0.935549484560012,1.75543639295516,0,NA,NA,NA,NA,NA
DENND6A,NC_000003.12,57625454,57628345,-,5455,8.85214973848749,9.77159593320407,6.39961320030002,7.6554228261352,16.2849968878511,11.0341739565681,7.57259379165261,8.72798906281741,7.79604800521183,9.75741788703336,7.28360003110469,9.48970019587209,9.0497243976718,NA,NA,Medium,Approved,glandular cells
DENND6A-DT,NC_000003.12,57693205,57693342,+,2974,0,0.0473536442347356,0,0.0258121436744479,0,0.127558064005157,0,0,0.0674516277366588,0.0438660503561644,0,0,0,NA,NA,NA,NA,NA
DENND6B,NC_000022.11,50309030,50312261,-,5087,1.11837224803444,1.48110693543238,0.800633084507753,1.61468227556427,1.82047490774588,1.8394907603695,0.642776104231724,1.96189282014616,0.75910594891092,1.19250638289843,0.819428795637034,0.959231692384552,1.90060094051806,NA,NA,NA,NA,NA
