human_gene,human_id,mouse_gene,mouse_id,n_mouse,n_human,ortholog_type
IGHV1-45,ENSG00000211961,Ighv14-1,ENSMUSG00000094509,58,14,many-to-many
IGHV1-45,ENSG00000211961,Ighv14-2,ENSMUSG00000095583,58,14,many-to-many
IGHV1-45,ENSG00000211961,Ighv14-3,ENSMUSG00000095642,58,14,many-to-many
IGHV1-45,ENSG00000211961,Ighv14-4,ENSMUSG00000076666,58,14,many-to-many
IGHV1-45,ENSG00000211961,Ighv15-2,ENSMUSG00000076688,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-11,ENSMUSG00000102888,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-12,ENSMUSG00000095416,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-15,ENSMUSG00000103254,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-16,ENSMUSG00000095554,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-18,ENSMUSG00000076695,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-19,ENSMUSG00000096410,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-20,ENSMUSG00000095761,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-22,ENSMUSG00000094561,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-23,ENSMUSG00000103290,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-24,ENSMUSG00000094241,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-26,ENSMUSG00000094546,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-31,ENSMUSG00000096649,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-34,ENSMUSG00000093955,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-36,ENSMUSG00000094051,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-37,ENSMUSG00000095923,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-39,ENSMUSG00000095130,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-4,ENSMUSG00000095442,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-42,ENSMUSG00000094652,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-43,ENSMUSG00000095859,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-47,ENSMUSG00000076709,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-49,ENSMUSG00000076710,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-5,ENSMUSG00000096499,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-50,ENSMUSG00000094198,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-52,ENSMUSG00000095204,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-53,ENSMUSG00000093894,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-54,ENSMUSG00000094787,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-55,ENSMUSG00000095589,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-56,ENSMUSG00000094862,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-58,ENSMUSG00000095889,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-59,ENSMUSG00000095197,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-61,ENSMUSG00000094087,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-62-1,ENSMUSG00000102313,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-62-2,ENSMUSG00000096078,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-62-3,ENSMUSG00000096767,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-63,ENSMUSG00000096672,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-64,ENSMUSG00000094088,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-66,ENSMUSG00000095519,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-67,ENSMUSG00000095863,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-69,ENSMUSG00000094502,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-7,ENSMUSG00000095200,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-71,ENSMUSG00000096577,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-72,ENSMUSG00000096074,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-74,ENSMUSG00000094124,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-75,ENSMUSG00000096020,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-76,ENSMUSG00000093896,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-77,ENSMUSG00000096452,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-78,ENSMUSG00000096326,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-80,ENSMUSG00000094075,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-81,ENSMUSG00000094689,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-82,ENSMUSG00000095127,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-84,ENSMUSG00000094940,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-85,ENSMUSG00000096150,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv1-9,ENSMUSG00000094694,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv14-1,ENSMUSG00000094509,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv14-2,ENSMUSG00000095583,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv14-3,ENSMUSG00000095642,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv14-4,ENSMUSG00000076666,58,14,many-to-many
IGHV1-46,ENSG00000211962,Ighv15-2,ENSMUSG00000076688,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-11,ENSMUSG00000102888,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-12,ENSMUSG00000095416,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-15,ENSMUSG00000103254,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-16,ENSMUSG00000095554,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-18,ENSMUSG00000076695,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-19,ENSMUSG00000096410,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-20,ENSMUSG00000095761,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-22,ENSMUSG00000094561,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-23,ENSMUSG00000103290,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-24,ENSMUSG00000094241,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-26,ENSMUSG00000094546,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-31,ENSMUSG00000096649,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-34,ENSMUSG00000093955,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-36,ENSMUSG00000094051,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-37,ENSMUSG00000095923,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-39,ENSMUSG00000095130,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-4,ENSMUSG00000095442,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-42,ENSMUSG00000094652,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-43,ENSMUSG00000095859,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-47,ENSMUSG00000076709,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-49,ENSMUSG00000076710,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-5,ENSMUSG00000096499,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-50,ENSMUSG00000094198,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-52,ENSMUSG00000095204,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-53,ENSMUSG00000093894,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-54,ENSMUSG00000094787,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-55,ENSMUSG00000095589,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-56,ENSMUSG00000094862,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-58,ENSMUSG00000095889,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-59,ENSMUSG00000095197,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-61,ENSMUSG00000094087,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-62-1,ENSMUSG00000102313,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-62-2,ENSMUSG00000096078,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-62-3,ENSMUSG00000096767,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-63,ENSMUSG00000096672,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-64,ENSMUSG00000094088,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-66,ENSMUSG00000095519,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-67,ENSMUSG00000095863,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-69,ENSMUSG00000094502,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-7,ENSMUSG00000095200,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-71,ENSMUSG00000096577,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-72,ENSMUSG00000096074,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-74,ENSMUSG00000094124,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-75,ENSMUSG00000096020,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-76,ENSMUSG00000093896,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-77,ENSMUSG00000096452,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-78,ENSMUSG00000096326,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-80,ENSMUSG00000094075,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-81,ENSMUSG00000094689,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-82,ENSMUSG00000095127,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-84,ENSMUSG00000094940,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-85,ENSMUSG00000096150,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv1-9,ENSMUSG00000094694,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv14-1,ENSMUSG00000094509,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv14-2,ENSMUSG00000095583,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv14-3,ENSMUSG00000095642,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv14-4,ENSMUSG00000076666,58,14,many-to-many
IGHV1-58,ENSG00000211968,Ighv15-2,ENSMUSG00000076688,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-11,ENSMUSG00000102888,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-12,ENSMUSG00000095416,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-15,ENSMUSG00000103254,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-16,ENSMUSG00000095554,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-18,ENSMUSG00000076695,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-19,ENSMUSG00000096410,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-20,ENSMUSG00000095761,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-22,ENSMUSG00000094561,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-23,ENSMUSG00000103290,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-24,ENSMUSG00000094241,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-26,ENSMUSG00000094546,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-31,ENSMUSG00000096649,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-34,ENSMUSG00000093955,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-36,ENSMUSG00000094051,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-37,ENSMUSG00000095923,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-39,ENSMUSG00000095130,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-4,ENSMUSG00000095442,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-42,ENSMUSG00000094652,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-43,ENSMUSG00000095859,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-47,ENSMUSG00000076709,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-49,ENSMUSG00000076710,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-5,ENSMUSG00000096499,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-50,ENSMUSG00000094198,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-52,ENSMUSG00000095204,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-53,ENSMUSG00000093894,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-54,ENSMUSG00000094787,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-55,ENSMUSG00000095589,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-56,ENSMUSG00000094862,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-58,ENSMUSG00000095889,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-59,ENSMUSG00000095197,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-61,ENSMUSG00000094087,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-62-1,ENSMUSG00000102313,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-62-2,ENSMUSG00000096078,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-62-3,ENSMUSG00000096767,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-63,ENSMUSG00000096672,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-64,ENSMUSG00000094088,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-66,ENSMUSG00000095519,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-67,ENSMUSG00000095863,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-69,ENSMUSG00000094502,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-7,ENSMUSG00000095200,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-71,ENSMUSG00000096577,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-72,ENSMUSG00000096074,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-74,ENSMUSG00000094124,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-75,ENSMUSG00000096020,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-76,ENSMUSG00000093896,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-77,ENSMUSG00000096452,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-78,ENSMUSG00000096326,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-80,ENSMUSG00000094075,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-81,ENSMUSG00000094689,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-82,ENSMUSG00000095127,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-84,ENSMUSG00000094940,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-85,ENSMUSG00000096150,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv1-9,ENSMUSG00000094694,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv14-1,ENSMUSG00000094509,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv14-2,ENSMUSG00000095583,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv14-3,ENSMUSG00000095642,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv14-4,ENSMUSG00000076666,58,14,many-to-many
IGHV1-69,ENSG00000211973,Ighv15-2,ENSMUSG00000076688,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-11,ENSMUSG00000102888,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-12,ENSMUSG00000095416,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-15,ENSMUSG00000103254,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-16,ENSMUSG00000095554,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-18,ENSMUSG00000076695,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-19,ENSMUSG00000096410,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-20,ENSMUSG00000095761,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-22,ENSMUSG00000094561,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-23,ENSMUSG00000103290,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-24,ENSMUSG00000094241,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-26,ENSMUSG00000094546,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-31,ENSMUSG00000096649,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-34,ENSMUSG00000093955,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-36,ENSMUSG00000094051,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-37,ENSMUSG00000095923,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-39,ENSMUSG00000095130,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-4,ENSMUSG00000095442,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-42,ENSMUSG00000094652,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-43,ENSMUSG00000095859,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-47,ENSMUSG00000076709,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-49,ENSMUSG00000076710,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-5,ENSMUSG00000096499,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-50,ENSMUSG00000094198,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-52,ENSMUSG00000095204,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-53,ENSMUSG00000093894,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-54,ENSMUSG00000094787,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-55,ENSMUSG00000095589,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-56,ENSMUSG00000094862,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-58,ENSMUSG00000095889,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-59,ENSMUSG00000095197,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-61,ENSMUSG00000094087,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-62-1,ENSMUSG00000102313,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-62-2,ENSMUSG00000096078,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-62-3,ENSMUSG00000096767,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-63,ENSMUSG00000096672,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-64,ENSMUSG00000094088,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-66,ENSMUSG00000095519,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-67,ENSMUSG00000095863,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-69,ENSMUSG00000094502,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-7,ENSMUSG00000095200,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-71,ENSMUSG00000096577,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-72,ENSMUSG00000096074,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-74,ENSMUSG00000094124,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-75,ENSMUSG00000096020,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-76,ENSMUSG00000093896,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-77,ENSMUSG00000096452,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-78,ENSMUSG00000096326,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-80,ENSMUSG00000094075,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-81,ENSMUSG00000094689,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-82,ENSMUSG00000095127,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-84,ENSMUSG00000094940,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-85,ENSMUSG00000096150,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv1-9,ENSMUSG00000094694,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv14-1,ENSMUSG00000094509,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv14-2,ENSMUSG00000095583,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv14-3,ENSMUSG00000095642,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv14-4,ENSMUSG00000076666,58,14,many-to-many
IGHV1-69-2,ENSG00000281990,Ighv15-2,ENSMUSG00000076688,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-11,ENSMUSG00000102888,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-12,ENSMUSG00000095416,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-15,ENSMUSG00000103254,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-16,ENSMUSG00000095554,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-18,ENSMUSG00000076695,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-19,ENSMUSG00000096410,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-20,ENSMUSG00000095761,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-22,ENSMUSG00000094561,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-23,ENSMUSG00000103290,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-24,ENSMUSG00000094241,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-26,ENSMUSG00000094546,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-31,ENSMUSG00000096649,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-34,ENSMUSG00000093955,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-36,ENSMUSG00000094051,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-37,ENSMUSG00000095923,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-39,ENSMUSG00000095130,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-4,ENSMUSG00000095442,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-42,ENSMUSG00000094652,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-43,ENSMUSG00000095859,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-47,ENSMUSG00000076709,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-49,ENSMUSG00000076710,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-5,ENSMUSG00000096499,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-50,ENSMUSG00000094198,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-52,ENSMUSG00000095204,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-53,ENSMUSG00000093894,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-54,ENSMUSG00000094787,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-55,ENSMUSG00000095589,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-56,ENSMUSG00000094862,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-58,ENSMUSG00000095889,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-59,ENSMUSG00000095197,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-61,ENSMUSG00000094087,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-62-1,ENSMUSG00000102313,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-62-2,ENSMUSG00000096078,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-62-3,ENSMUSG00000096767,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-63,ENSMUSG00000096672,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-64,ENSMUSG00000094088,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-66,ENSMUSG00000095519,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-67,ENSMUSG00000095863,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-69,ENSMUSG00000094502,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-7,ENSMUSG00000095200,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-71,ENSMUSG00000096577,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-72,ENSMUSG00000096074,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-74,ENSMUSG00000094124,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-75,ENSMUSG00000096020,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-76,ENSMUSG00000093896,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-77,ENSMUSG00000096452,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-78,ENSMUSG00000096326,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-80,ENSMUSG00000094075,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-81,ENSMUSG00000094689,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-82,ENSMUSG00000095127,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-84,ENSMUSG00000094940,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-85,ENSMUSG00000096150,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv1-9,ENSMUSG00000094694,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv14-1,ENSMUSG00000094509,58,14,many-to-many
IGHV1-69D,ENSG00000280411,Ighv14-2,ENSMUSG00000095583,58,14,many-to-many
